"EMC 139/2017 PL678716 => PL 6787/2016","Marco Maia","210000000333","3537712.6"
"EMC 140/2017 PL678716 => PL 6787/2016","Marco Maia","210000000333","3537712.6"
"EMC 141/2017 PL678716 => PL 6787/2016","Marco Maia","210000000333","3537712.6"
"EMC 142/2017 PL678716 => PL 6787/2016","Marco Maia","210000000333","3537712.6"
"EMC 143/2017 PL678716 => PL 6787/2016","Marco Maia","210000000333","3537712.6"
"EMC 144/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 145/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 146/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 147/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 148/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 149/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 150/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 151/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 152/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 153/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 154/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 155/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 156/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 157/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 158/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 159/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 160/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 161/2017 PL678716 => PL 6787/2016","Daniel Almeida","50000000135","1852560"
"EMC 162/2017 PL678716 => PL 6787/2016","Evair Vieira de Melo","80000000169","1212865"
"EMC 163/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 164/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 165/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 166/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 167/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 168/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 169/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 170/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 171/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
