uf; sequencial_candidato; nome; sigla_partido
"AC";"10000000661";"BISPO JOSÉ";"PSC"
"AC";"10000000340";"JOSÉ ALDENI";"PV"
"AC";"10000000357";"LUANA LEAL";"PMN"
"AC";"10000000402";"ANTONIO PEDRO";"DEM"
"AC";"10000000367";"PROFESSORA TEREZINHA";"DEM"
"AC";"10000000379";"BARTO JUNIOR";"DEM"
"AC";"10000000392";"CONSUELO";"DEM"
"AC";"10000000394";"MARIZETE SILVA";"PV"
"AC";"10000000293";"SEBASTIÃO CRUZ";"PP"
"AC";"10000000114";"TARCISIO PINHEIRO";"PRP"
"AC";"10000000115";"ALDAYSA SAMPAIO";"PRP"
"AC";"10000000359";"RAIMUNDO NENEM";"PMN"
"AC";"10000000183";"JONAS LIMA";"PT"
"AC";"10000000146";"ANTONIO ROCHA";"PSOL"
"AC";"10000000151";"HUDSON DA ROCHA";"PSOL"
"AC";"10000000165";"MARILEIDE SERAFIM";"PSL"
"AC";"10000000186";"SIDNEY VENCEDOR";"PT"
"AC";"10000000190";"GERMANO MARINO";"PT"
"AC";"10000000196";"JACIARA";"PT"
"AC";"10000000199";"JOTA GUIMARÃES";"PT"
"AC";"10000000200";"ANNE CAROLINE";"PT"
"AC";"10000000212";"PASTOR MARCOS FABRICIO";"PROS"
"AC";"10000000216";"TAYNAN";"PT"
"AC";"10000000061";"PEDRO OLIVEIRA";"PSD"
"AC";"10000000062";"JAFFESSON RODRIGUES";"PSD"
"AC";"10000000065";"MARIA JOSÉ";"PSD"
"AC";"10000000067";"ZEQUINHA";"PSD"
"AC";"10000000075";"MARILETE VITORINO";"PSD"
"AC";"10000000083";"ERICK ROCHA";"PRP"
"AC";"10000000097";"KIM";"PRP"
"AC";"10000000476";"CARLOS NOGUEIRA";"PR"
"AC";"10000000022";"ZENILDO VIEIRA";"PDT"
"AC";"10000000030";"LUZIA MONTEIRO";"PDT"
"AC";"10000000040";"PROF. JÓ PAULINO";"PDT"
"AC";"10000000047";"DR. JECSON DUTRA";"PDT"
"AC";"10000000050";"CAPITÃO ALBERTO";"PDT"
"AC";"10000000053";"JESUS SERGIO";"PDT"
"AC";"10000000241";"WALTER DAMASCENO";"PHS"
"AC";"10000000278";"MARILIA CHAVES";"PTN"
"AC";"10000000298";"LEIDINILSON MOURA";"PP"
"AC";"10000000461";"JUNIOR BOCA CHEIA";"PSB"
"AC";"10000000477";"CIRIO CESAR";"PR"
"AC";"10000000481";"HERALDO BEZERRA";"PR"
"AC";"10000000485";"PASTORA DORA";"PR"
"AC";"10000000502";"NENO";"PPS"
"AC";"10000000511";"JESSER DO VALE";"PPS"
"AC";"10000000518";"ANA CLÁUDIA";"PPS"
"AC";"10000000522";"EMILSON BRASIL";"SD"
"AC";"10000000106";"MARCOS DO ESPERANÇA";"PRP"
"AC";"10000000534";"SERJAO";"PMDB"
"AC";"10000000540";"CARLOS GADELHA";"PMDB"
"AC";"10000000550";"PROF. LAURO FONTES";"PSC"
"AC";"10000000564";"JANILDO REIS";"PSDB"
"AC";"10000000580";"PROFª NORMA";"PSDB"
"AC";"10000000581";"GILSON AMORIM";"PSDB"
"AC";"10000000595";"MARINETE";"PT do B"
"AC";"10000000601";"CEARÁ DA CARNE DE SOL";"PSC"
"AC";"10000000093";"PITEL BRITO";"PRP"
"AC";"10000000762";"LEUDA DO NILSON";"PSL"
"AC";"10000000242";"STEVÃO BRASIL";"PHS"
"AC";"10000000330";"VALENTIN";"PV"
"AC";"10000000032";"DORA";"PDT"
"AC";"10000000178";"TCHÊ";"PDT"
"AC";"10000000078";"SILVONETE";"PSD"
"AC";"10000000268";"DAVLSON OLIVEIRA";"PTN"
"AC";"10000000279";"MARISELVA PEREIRA";"PTN"
"AC";"10000000161";"IDESIO";"PT"
"AC";"10000000381";"SARGENTO JARDIM";"DEM"
"AC";"10000000116";"ROSILENE NASCIMENTO";"PRP"
"AC";"10000000408";"EBER MACHADO";"PSDC"
"AC";"10000000412";"WELINTON BISSAT";"PSDC"
"AC";"10000000415";"RAFAEL ALMEIDA";"PSDC"
"AC";"10000000417";"LIDIANE CARVALHO";"PSDC"
"AC";"10000000430";"ZEMAR";"PSDC"
"AC";"10000000437";"ELIANE SILVA";"PSDC"
"AC";"10000000454";"GIOVANA LOPES";"PSB"
"AC";"10000000455";"JAMES TITA";"PSB"
"AC";"10000000153";"NAZARETH LAMBERT";"PT"
"AC";"10000000244";"MARCOS TORRES";"PHS"
"AC";"10000000099";"JOSUE MESQUITA";"PRP"
"AC";"10000000261";"CLIDENOR BORGES";"PHS"
"AC";"10000000422";"MARINES MESSIAS";"PSDC"
"AC";"10000000036";"HEITOR JUNIOR";"PDT"
"AC";"10000000331";"PARAÍBA DO POVO";"PV"
"AC";"10000000172";"MOISÉS DINIZ";"PC do B"
"AC";"10000000173";"ALAN RICK";"PRB"
"AC";"10000000048";"ONEDIA";"PDT"
"AC";"10000000310";"EDSON CAMELI";"PP"
"AC";"10000000701";"JOSE DE OLIVEIRA";"PP"
"AC";"10000000569";"TIÃO DANTAS";"PSDB"
"AC";"10000000528";"ISAQUE XIMENES";"SD"
"AC";"10000000275";"SALETE ASFURY";"PTN"
"AC";"10000000091";"INSTRUTOR PEREIRA";"PRP"
"AC";"10000000315";"ROBERTO CARLOS DO PALHEIRAL";"PP"
"AC";"10000000321";"ZENAIDE";"PP"
"AC";"10000000351";"ALESSANDRA CIACCI";"PV"
"AC";"10000000353";"HENRIQUE AFONSO";"PV"
"AC";"10000000370";"SAULO RIBEIRO";"DEM"
"AC";"10000000185";"REIS";"PT"
"AC";"10000000377";"EMERSON LEÃO";"DEM"
"AC";"10000000325";"PRISCILA MESSIAS";"PP"
"AC";"10000000126";"PEVIANI";"PTB"
"AC";"10000000143";"SOCORRINHA";"PSOL"
"AC";"10000000149";"DONA LUIZA";"PSOL"
"AC";"10000000166";"ANGELIM";"PT"
"AC";"10000000168";"ROBERTO DA PRINCESINHA";"PROS"
"AC";"10000000423";"MANOEL DO SANTA INES";"PSDC"
"AC";"10000000175";"KENNY LOVE";"PPL"
"AC";"10000000208";"GASPAR FERNANDES";"PEN"
"AC";"10000000211";"LEILIANE GOMES";"PEN"
"AC";"10000000226";"EWERTON COSTA";"PRB"
"AC";"10000000063";"MANOEL DA BAIXADA";"PSD"
"AC";"10000000081";"CARECA";"PSD"
"AC";"10000000023";"J. ALVES";"PDT"
"AC";"10000000025";"TANIZIO SÁ";"PDT"
"AC";"10000000026";"AURELIO RABELO";"PDT"
"AC";"10000000227";"FRANCISCA BASILIO";"PRB"
"AC";"10000000042";"JÂNIO MÁRIO";"PDT"
"AC";"10000000046";"JAQUELINE";"PDT"
"AC";"10000000487";"MARISA DINIZ";"PR"
"AC";"10000000289";"RUBERVAL BRAGA";"PP"
"AC";"10000000292";"ARNALDO SOUSA";"PP"
"AC";"10000000462";"THIAGO HIGINO";"PSB"
"AC";"10000000469";"MARILZA BRÁS";"PSB"
"AC";"10000000473";"CLAUDIO BRAGA";"PSB"
"AC";"10000000532";"ELIANE SINHASIQUE";"PMDB"
"AC";"10000000535";"ESPERIDIAO MENEZES JUNIOR";"PMDB"
"AC";"10000000551";"RONALDO MARTINS";"PSC"
"AC";"10000000558";"ARLEUDO (NOVO)";"PSDB"
"AC";"10000000566";"WIRTO HUGO";"PSDB"
"AC";"10000000572";"VILMAR BATISTA";"PSDB"
"AC";"10000000578";"DORA CAMBESSA";"PSDB"
"AC";"10000000583";"JÚLIO PAIVA (CESINHA)";"PSDB"
"AC";"10000000600";"DIONE";"PMDB"
"AC";"10000000432";"NILSON AREAL";"PSL"
"AC";"10000000613";"FLAVIANO MELO";"PMDB"
"AC";"10000000620";"LEILANE RIBEIRO";"PP"
"AC";"10000000202";"FRANCIMAR FERNANDES";"PT"
"AC";"10000000219";"JEFRSON";"PRB"
"AC";"10000000120";"EDUARDO FARIAS-DUDU";"PC do B"
"AC";"10000000267";"MARCELLO NONATÃO";"PTN"
"AC";"10000000619";"PENINHA";"PP"
"AC";"10000000382";"PEIXE";"DEM"
"AC";"10000000399";"IVO RICARDO";"DEM"
"AC";"10000000406";"NILTON PINTO";"PSDC"
"AC";"10000000413";"PAULO FONTENELE";"PSDC"
"AC";"10000000414";"MARIA GOMES";"PSDC"
"AC";"10000000419";"TONNY NASCIMENTO";"PSDC"
"AC";"10000000421";"MARICELIO MARCENEIRO";"PSDC"
"AC";"10000000391";"MICHELE SAMPAIO";"PV"
"AC";"10000000433";"CHIKINHO BRASIL";"PSL"
"AC";"10000000434";"ANTONIO JOSE";"PSDC"
"AC";"10000000458";"VICTOR BOMBONZÃO";"PSB"
"AC";"10000000459";"ZEZÉ MOTA";"PSB"
"AC";"10000000264";"ACLEILTON ANGELIM";"PTN"
"AC";"10000000003";"MÁRCIO BITTAR";"PSDB"
"AC";"10000000515";"SIRNANDE BELEZINHA";"PPS"
"AC";"10000000366";"PROFESSOR AUGUSTO";"DEM"
"AC";"10000000221";"FRANCISCO ARAÚJO";"PRB"
"AC";"10000000591";"EDNON DO INHAME";"PT do B"
"AC";"10000000245";"LOURIVAN BEZERRA";"PHS"
"AC";"10000000263";"SGT. MARIA DO SOCORRO";"PHS"
"AC";"10000000088";"DINHO MOURA";"PRP"
"AC";"10000000605";"MARFISA";"PSD"
"AC";"10000000039";"NEGA NEIA";"PDT"
"AC";"10000000326";"PASTOR MÁRIO";"PV"
"AC";"10000000329";"FRANCINEUDO COSTA";"PV"
"AC";"10000000395";"PAULO XIMENES";"DEM"
"AC";"10000000332";"PAULO AMORIM";"PV"
"AC";"10000000337";"JOSÉ RAIMILDO";"PV"
"AC";"10000000345";"RAFAEL MAIA";"PV"
"AC";"10000000348";"JOICE NOBRE";"PV"
"AC";"10000000371";"SABÁ MANCHINERY";"DEM"
"AC";"10000000104";"NAZARE";"PRP"
"AC";"10000000105";"CABO COSTA";"PRP"
"AC";"10000000108";"MARCELO FONTINELE";"PRP"
"AC";"10000000121";"DR.JENILSON";"PC do B"
"AC";"10000000133";"LUCIA";"PC do B"
"AC";"10000000164";"MAJOR ARAÚJO";"PT"
"AC";"10000000170";"ROSE COSTA";"PT"
"AC";"10000000177";"RAIMUNDO VAZ";"PRP"
"AC";"10000000228";"CLEIDE ARAÚJO";"PRB"
"AC";"10000000230";"PASTOR ARNALDO BARROS";"PRB"
"AC";"10000000231";"EDY CELULAR";"PRB"
"AC";"10000000058";"JAIME COSTA";"PSD"
"AC";"10000000064";"MOREIRA DA FARMÁCIA";"PSD"
"AC";"10000000079";"MARIA CISLENE";"PSD"
"AC";"10000000034";"ADALBERTO";"PDT"
"AC";"10000000308";"SANDRO CARDOSO";"PP"
"AC";"10000000309";"JHONES REGO";"PP"
"AC";"10000000463";"ZÉ RONALDO";"PSB"
"AC";"10000000464";"ANTONIO ZUZA - CASA DA LAVOURA";"PSB"
"AC";"10000000501";"PAULO MOREIRA";"PPS"
"AC";"10000000508";"MIRA";"PPS"
"AC";"10000000512";"RAIMUNDA NONATA";"PPS"
"AC";"10000000086";"TEN. VERISSIMO ANTROBOS";"PRP"
"AC";"10000000516";"RAIMUNDO SILVA";"PPS"
"AC";"10000000533";"EDITH MONTES";"PMDB"
"AC";"10000000541";"VER. MANOEL MEDEIROS";"PMDB"
"AC";"10000000545";"DAVI DO PÃO CASEIRO";"PSC"
"AC";"10000000548";"RENÊ FONTES";"PSC"
"AC";"10000000571";"EVA GALVÃO";"PSDB"
"AC";"10000000150";"PAULO CAHU";"PSOL"
"AC";"10000000575";"ALEXANDRINO";"PSDB"
"AC";"10000000590";"GILBERTO DINIZ";"PT do B"
"AC";"10000000607";"MAJOR ROCHA";"PSDB"
"AC";"10000000608";"DR. EDSON";"PSDB"
"AC";"10000000609";"ZÉ VIEIRA";"PSDB"
"AC";"10000000618";"DR. RIBAMAR";"PP"
"AC";"10000000621";"EDMAR NEGREIROS";"PP"
"AC";"10000000449";"CACHEADA";"PSB"
"AC";"10000000484";"IRMÃO FELICIANO";"PR"
"AC";"10000000355";"DR. ROBERTO DUARTE";"PMN"
"AC";"10000000368";"NORMANDO SALES";"DEM"
"AC";"10000000266";"JOSA DA FARMÁCIA";"PTN"
"AC";"10000000265";"PROFESSOR DA SILVA";"PTN"
"AC";"10000000297";"MARCOS KENNEDY";"PP"
"AC";"10000000401";"FÁBIO MARQUES";"DEM"
"AC";"10000000416";"MARIA PRETA";"PSDC"
"AC";"10000000438";"JUSCELINO FRANÇA";"PSDC"
"AC";"10000000447";"ANGELA RIBEIRO";"PSB"
"AC";"10000000452";"MIRLENE SILVA";"PSB"
"AC";"10000000456";"PROF. ELISON";"PSB"
"AC";"10000000153";"NAZARETH LAMBERT";"PT"
"AC";"10000000243";"ROBERTO CAVALEIRO";"PHS"
"AC";"10000000255";"JORGINHO";"PPL"
"AC";"10000000257";"RAY";"PPL"
"AC";"10000000259";"GERSINEIDE";"PHS"
"AC";"10000000375";"MARCELINO";"DEM"
"AC";"10000000622";"ZE AUGUSTO";"PSD"
"AC";"10000000397";"ZELI PINTO";"DEM"
"AC";"10000000623";"RUY BIRICO";"PSD"
"AC";"10000000189";"LEILA GALVAO";"PT"
"AC";"10000000286";"EDILEUDA ARAÚJO";"PP"
"AC";"10000000491";"ORLANDO";"PR"
"AC";"10000000004";"ANTONIA SALES";"PMDB"
"AC";"10000000346";"FABIANO RODRIGUES";"PV"
"AC";"10000000347";"HILÁRIO 'MR.BEAN'";"PV"
"AC";"10000000361";"DANIEL LIMA";"PMN"
"AC";"10000000341";"CLAUDEMIR MESQUITA";"PV"
"AC";"10000000376";"LEANDRO BEZERRA";"DEM"
"AC";"10000000001";"GLADSON CAMELI";"PP"
"AC";"10000000103";"PASTORA RIZELDA";"PRP"
"AC";"10000000107";"PASTORA LENE";"PRP"
"AC";"10000000130";"WASHINGTON AQUINO";"PC do B"
"AC";"10000000131";"LUZIELE";"PC do B"
"AC";"10000000253";"CHARQUEIRO";"PPL"
"AC";"10000000156";"PEDRO LONGO";"PSL"
"AC";"10000000217";"RUTÊNIO SÁ";"PRB"
"AC";"10000000218";"BRANCO DO CALAFATE";"PRB"
"AC";"10000000205";"MARIA DA CONCEIÇÃO";"PT"
"AC";"10000000215";"CLEIDE";"PT"
"AC";"10000000229";"PROF. EMERSON";"PRB"
"AC";"10000000057";"JOÃO DIAS";"PSD"
"AC";"10000000059";"NEY DO MILTÃO";"PSD"
"AC";"10000000060";"SÉRGIO BAQUER";"PSD"
"AC";"10000000072";"REGINALDO CORDEIRO";"PSD"
"AC";"10000000084";"LEONCIO CASTRO";"PRP"
"AC";"10000000096";"ROSELANE ESPORTE";"PRP"
"AC";"10000000024";"PROF. MARQUINHO";"PDT"
"AC";"10000000334";"CONCITA DA SAÚDE";"PV"
"AC";"10000000234";"CIRIO";"PRB"
"AC";"10000000027";"JOSE AUGUSTO";"PDT"
"AC";"10000000044";"EURICO CORDEIRO";"PDT"
"AC";"10000000054";"CHICÃO BRIGIDO";"PDT"
"AC";"10000000232";"FILIM";"PRB"
"AC";"10000000302";"PROFESSOR PAULO JOSE";"PP"
"AC";"10000000365";"JOAQUIM LYRA";"DEM"
"AC";"10000000240";"DOUTORA JULIANA";"PRB"
"AC";"10000000287";"ANTONIO SOBRINHO";"PP"
"AC";"10000000311";"LÍVIO VERAS";"PP"
"AC";"10000000470";"DR. JULINHO";"PSB"
"AC";"10000000503";"FERNANDO CARDOSO";"PPS"
"AC";"10000000055";"CIDA BAIANINHA";"PDT"
"AC";"10000000514";"JOSÉ MASTRANGELO";"PPS"
"AC";"10000000117";"BERENICE (BEBE)";"PRP"
"AC";"10000000113";"THIAGO AUGUSTO";"PRP"
"AC";"10000000109";"CHIQUINHO";"PRP"
"AC";"10000000542";"JOSÉ EUGÊNIO - MACAPÁ";"PMDB"
"AC";"10000000552";"AGUINALDO LEITE";"PSC"
"AC";"10000000563";"DR. FÁBIO SOLER";"PSDB"
"AC";"10000000570";"CELIO GADELHA";"PSDB"
"AC";"10000000576";"BRAGA SEGURANÇA NO TRABALHO";"PSDB"
"AC";"10000000586";"JOSEAN BARBOSA";"PTC"
"AC";"10000000594";"JOSEDATE VALDEZ";"PT do B"
"AC";"10000000603";"FRANCISCO";"PT do B"
"AC";"10000000095";"ORLANDO MENDES";"PRP"
"AC";"10000000031";"MAURICIO DO CHALE";"PDT"
"AC";"10000000350";"NELSON SALES";"PV"
"AC";"10000000451";"ALECI ALVES";"PSB"
"AC";"10000000364";"BOCALOM";"DEM"
"AC";"10000000343";"ITAMARA SOUZA";"PV"
"AC";"10000000486";"CLEONICE MACIEL";"PR"
"AC";"10000000280";"DEPUTADO MICHEL-M.O";"PTN"
"AC";"10000000288";"SAMI DA PESCA";"PP"
"AC";"10000000593";"COSMA SANTOS";"PT do B"
"AC";"10000000496";"WALLAS";"PR"
"AC";"10000000488";"ELCIMAR CORDEIRO";"PR"
"AC";"10000000400";"PROFESSOR EDILEUDO";"DEM"
"AC";"10000000407";"EDVALDO SOUZA";"PSDC"
"AC";"10000000424";"CHIQUINHO DIAS";"PSDC"
"AC";"10000000425";"JAIRON MENDONÇA";"PSDC"
"AC";"10000000158";"CÉSAR MESSIAS";"PSB"
"AC";"10000000435";"DEUZIMAR MENDONÇA";"PSDC"
"AC";"10000000573";"LUIZ GONZAGA";"PSDB"
"AC";"10000000005";"SILVANIA PINHEIRO";"PP"
"AC";"10000000457";"YOLANDA CAMOLEZ";"PSB"
"AC";"10000000249";"CLAUDIO VERAS";"PPL"
"AC";"10000000260";"ST. ESTER";"PHS"
"AC";"10000000238";"VILAS BÔAS";"PPL"
"AC";"10000000543";"CANTOR FRANÇA ARAÚJO";"PSC"
"AC";"10000000372";"RAIMUNDA MACEDO";"DEM"
"AC";"10000000327";"LYRA XAPURI";"PV"
"AC";"10000000328";"RADIALISTA NONATO GOMES";"PV"
"AC";"10000000184";"NEY AMORIM";"PT"
"AC";"10000000045";"PROFª. NAYRA COLOMBO";"PDT"
"AC";"10000000002";"MAILZA GOMES";"PSDB"
"AC";"10000000537";"CHAGAS ROMÃO";"PMDB"
"AC";"10000000480";"HELDER";"PR"
"AC";"10000000314";"KIEFER";"PP"
"AC";"10000000318";"ROSE MAIA";"PP"
"AC";"10000000625";"LUIZ ANUTE";"SD"
"AC";"10000000004";"ANTONIA SALES";"PMDB"
"AC";"10000000363";"CHICARLOS";"DEM"
"AC";"10000000021";"HENRY NOGUEIRA";"PDT"
"AC";"10000000384";"NONATA DOURADO";"DEM"
"AC";"10000000567";"ANTONIO AVELINO";"PSDB"
"AC";"10000000112";"ANDRE DA DROGA VALE";"PRP"
"AC";"10000000123";"PROFESSORA CONCEIÇÃO";"PC do B"
"AC";"10000000135";"EMERSON SANTOS";"PSOL"
"AC";"10000000136";"NILCEMIR";"PSOL"
"AC";"10000000137";"MIGUEL DA ROCHA";"PSOL"
"AC";"10000000140";"DANY MENDONÇA";"PSOL"
"AC";"10000000141";"PROFESSOR FORTUNATO";"PSOL"
"AC";"10000000148";"APOLINARIO";"PSOL"
"AC";"10000000162";"LENILDA DE SOUZA";"PT"
"AC";"10000000250";"MERICA";"PPL"
"AC";"10000000176";"JUAREZ PEDROSA";"PTN"
"AC";"10000000180";"AFONSO";"PSDC"
"AC";"10000000197";"NILTON COSSON";"PT"
"AC";"10000000209";"JAMYL ASFURY";"PEN"
"AC";"10000000214";"VALESKA";"PT"
"AC";"10000000411";"ARTEMIO";"PSDC"
"AC";"10000000038";"CLICIANE SANTOS";"PDT"
"AC";"10000000043";"ELIZEU";"PDT"
"AC";"10000000584";"GABRIELA CÂMARA";"PTC"
"AC";"10000000052";"JAIRO CASSIANO";"PDT"
"AC";"10000000145";"CLODOALDO";"PSOL"
"AC";"10000000235";"PROF. WILIAM LIMA";"PRB"
"AC";"10000000169";"REGINA LINO";"PTB"
"AC";"10000000291";"ROZANGELA FREITAS";"PP"
"AC";"10000000300";"GLENN";"PP"
"AC";"10000000303";"GEHLEN DINIZ";"PP"
"AC";"10000000466";"MARCELO JUCÁ";"PSB"
"AC";"10000000482";"JO MOURA";"PR"
"AC";"10000000500";"PASTOR MOISÉS (FALA PALETÓ)";"PPS"
"AC";"10000000504";"PROFESSOR BENE";"PPS"
"AC";"10000000520";"ASSIS FURTADO";"PPS"
"AC";"10000000530";"JOSEMIR ANUTE";"SD"
"AC";"10000000544";"SARGENTO WENDEL";"PSC"
"AC";"10000000554";"IDO LOPES";"PSC"
"AC";"10000000556";"SILVIA HELENA";"PSC"
"AC";"10000000617";"NETO RIBEIRO";"PP"
"AC";"10000000349";"PROFª SHIRLEY TORRES";"PV"
"AC";"10000000258";"SGT. LOURDES";"PHS"
"AC";"10000000596";"ALBANIA";"PT do B"
"AC";"10000000616";"ILDERLEI CORDEIRO";"PR"
"AC";"10000000521";"MARIA FERNANDES";"SD"
"AC";"10000000523";"OZIRIS ANUTE";"SD"
"AC";"10000000524";"ALICE BARROSO";"SD"
"AC";"10000000323";"NAZARÉ PEREIRA";"PP"
"AC";"10000000344";"GESSE VIGILANTE";"PV"
"AC";"10000000304";"SGT V RODRIGUES";"PP"
"AC";"10000000490";"SERGIO RODRIGUES DA BAIXADA";"PR"
"AC";"10000000389";"CLEUSON";"DEM"
"AC";"10000000362";"OLIVEIRA HONDA";"PMN"
"AC";"10000000403";"ELISANGELA SOMBRA";"DEM"
"AC";"10000000426";"ANDRADE FILHO";"PSDC"
"AC";"10000000431";"NILSON";"PSDC"
"AC";"10000000446";"DANIEL LOPES";"PSB"
"AC";"10000000460";"PROF. RIVAMAR";"PSB"
"AC";"10000000536";"MAZINHO SANTIAGO";"PMDB"
"AC";"10000000495";"SABRINA GONDIM";"PR"
"AC";"10000000247";"CORONEL JUVENAL";"PHS"
"AC";"10000000592";"SOCORRO CANDIDO";"PT do B"
"AC";"10000000557";"DRª JOANA D'ARC";"PSC"
"AC";"10000000160";"DRª GRACE";"PT"
"AC";"10000000509";"PASTOR LUZENILDO";"PPS"
"AC";"10000000181";"DANIEL ZEN";"PT"
"AC";"10000000037";"TIÃO DA CONSTRUÇÃO";"PDT"
"AC";"10000000171";"SIBÁ MACHADO";"PT"
"AC";"10000000612";"MARIAZINHA";"PSD"
"AC";"10000000320";"VALDELICE CASTRO";"PP"
"AC";"10000000290";"SALOMÃO MATOS";"PP"
"AC";"10000000277";"MARIA SANDRA";"PTN"
"AC";"10000000531";"SUBTENENTE ADELMO";"PR"
"AC";"10000000335";"TIÃO BRUZUGU";"PV"
"AC";"10000000336";"NITO QUEIROZ";"PV"
"AC";"10000000342";"JOÃO PINATI";"PV"
"AC";"10000000360";"FRANCISCO ANTROBOS";"PMN"
"AC";"10000000380";"FRANESI RIBEIRO";"DEM"
"AC";"10000000101";"DALVA";"PRP"
"AC";"10000000354";"SANDRA MARIA";"PV"
"AC";"10000000119";"IRIA MATOS";"PC do B"
"AC";"10000000132";"NECILDA MIRANDA";"PC do B"
"AC";"10000000157";"AURINETE";"PT"
"AC";"10000000606";"FAGNER SALES";"PMDB"
"AC";"10000000187";"MENEZES";"PT"
"AC";"10000000194";"CAIO PINHEIRO";"PT"
"AC";"10000000203";"FRANCISCA MARTINS";"PT"
"AC";"10000000210";"ELSON SANTIAGO";"PEN"
"AC";"10000000213";"MARIA ANTONIA";"PROS"
"AC";"10000000066";"JAIRO CARVALHO";"PSD"
"AC";"10000000068";"ZÉ DO POSTO";"PSD"
"AC";"10000000080";"ELIETE";"PSD"
"AC";"10000000295";"LENILDA CAVALCANTE";"PP"
"AC";"10000000294";"CALEGARIO";"PP"
"AC";"10000000041";"ANA ANASTACIO";"PDT"
"AC";"10000000051";"MARCELL MENEZES";"PDT"
"AC";"10000000223";"JOSÉ ALVES";"PRB"
"AC";"10000000493";"RODRIGO DO ZÉ BAIXIN";"PR"
"AC";"10000000299";"ELIESER";"PP"
"AC";"10000000301";"JOELSO PONTES";"PP"
"AC";"10000000468";"SÔNIA SANCHEZ";"PSB"
"AC";"10000000479";"VELHO";"PR"
"AC";"10000000498";"SUELANY PAIVA";"PPS"
"AC";"10000000507";"JOSILENE";"PPS"
"AC";"10000000513";"ANTONIO DO TRIGO";"PPS"
"AC";"10000000527";"FRANCISCO VIEIRA DO MOCINHA";"SD"
"AC";"10000000538";"DR. JONATHAN";"PMDB"
"AC";"10000000577";"ROMÁRIO TAVARES";"PSDB"
"AC";"10000000553";"JESUS FREIRE";"PSC"
"AC";"10000000559";"DR. BABA";"PSDB"
"AC";"10000000560";"PROFª MARIA JOSÉ";"PSDB"
"AC";"10000000585";"NAZARENO UCHOA";"PTC"
"AC";"10000000598";"GERMANISIO";"PT do B"
"AC";"10000000602";"CORONEL DEODATO";"PPS"
"AC";"10000000604";"MIRACY";"PT do B"
"AC";"10000000614";"ANTÔNIA LÚCIA";"PSC"
"AC";"10000000225";"DR. JACSON";"PRB"
"AC";"10000000251";"PROF. MAURO DE DEUS";"PPL"
"AC";"10000000283";"SELMA MACHADO";"PTN"
"AC";"10000000721";"ANA MORAIS";"PSOL"
"AC";"10000000506";"CABIDE";"PPS"
"AC";"10000000076";"LUELI FIESCA";"PSD"
"AC";"10000000497";"WHENDY LIMA";"PR"
"AC";"10000000398";"DANIEL NOGUEIRA";"DEM"
"AC";"10000000410";"SGT ALADIO";"PSDC"
"AC";"10000000441";"ANTONIA FREITAS";"PSDC"
"AC";"10000000574";"ROBELSON DIAS";"PSDB"
"AC";"10000000445";"CRISTOVÃO CORREIA";"PSB"
"AC";"10000000448";"TAYRES LIMA";"PSB"
"AC";"10000000450";"NETE JARDIM";"PSB"
"AC";"10000000611";"LUIZETE";"PSDB"
"AC";"10000000549";"VÂNIA MENDONÇA";"PSC"
"AC";"10000000094";"TONHAO DO BARRO VERMELHO";"PRP"
"AC";"10000000429";"SGT ROGERIO (O GRANDE)";"PSL"
"AC";"10000000322";"ELINETE DE SOUZA";"PP"
"AC";"10000000222";"PAULO";"PRB"
"AC";"10000000122";"JAIR SANTOS";"PC do B"
"AC";"10000000312";"DAN MACHADO";"PP"
"AC";"10000000465";"MAURILHO SILVA";"PSB"
"AC";"10000000102";"MAGID KASSEN (ZE DO BODE)";"PRP"
"AC";"10000000317";"GERMANO DO ESPERANÇA";"PP"
"AC";"10000000319";"MARIA ARLENE";"PP"
"AC";"10000000356";"JANETE PEREIRA";"PMN"
"AC";"10000000388";"ENÉIAS FILHÃO";"DEM"
"AC";"10000000393";"TIANA";"DEM"
"AC";"10000000324";"BRUNA FREITAS";"PP"
"AC";"10000000499";"WILDY SAADY";"PPS"
"AC";"10000000125";"CHICO VIGA";"PTB"
"AC";"10000000128";"TARCISIO";"PC do B"
"AC";"10000000129";"DEAN MATOS";"PC do B"
"AC";"10000000134";"JAIRO DO PETROLINA";"PC do B"
"AC";"10000000138";"JANIO VAZ";"PSOL"
"AC";"10000000142";"SEU GERALDO";"PSOL"
"AC";"10000000155";"DAVI SANTIAGO";"PSB"
"AC";"10000000159";"CILENE";"PT"
"AC";"10000000179";"GRINGO SOSTER";"PHS"
"AC";"10000000390";"ROSELI SILVA";"PV"
"AC";"10000000191";"MICHELSON";"PT"
"AC";"10000000192";"RONALDO";"PT"
"AC";"10000000193";"CLEONISIO";"PT"
"AC";"10000000195";"KARINA SILVA";"PT"
"AC";"10000000198";"MARCELO SIQUEIRA";"PT"
"AC";"10000000204";"SANDRA CESARIO";"PT"
"AC";"10000000207";"DENILSON SEGOVIA";"PEN"
"AC";"10000000071";"UZIR LIMA";"PSD"
"AC";"10000000074";"CASTRO";"PSD"
"AC";"10000000761";"JÉSSICA SALES";"PMDB"
"AC";"10000000028";"GILBERTO CABRAL";"PDT"
"AC";"10000000110";"LOURDES ALMEIDA";"PRP"
"AC";"10000000274";"MANOELZINHO";"PTN"
"AC";"10000000307";"TIAGO ARAUJO";"PP"
