uf; sequencial_candidato; nome; sigla_partido
"BA";"50000000342";"JACÓ";"PT"
"BA";"50000000409";"ELINONIO DA LOJA";"PT do B"
"BA";"50000000412";"MESTRE BIRA";"PT do B"
"BA";"50000000418";"VERINE";"PT do B"
"BA";"50000000420";"CASSIO CURSINO";"PRP"
"BA";"50000000329";"ZÉ NETO";"PT"
"BA";"50000000561";"BOCÃO";"PTC"
"BA";"50000000111";"JOSEVAN DA REFRIGERAÇÃO";"PC do B"
"BA";"50000000389";"VAL OLIVEIRA";"PP"
"BA";"50000000992";"JESUS";"PEN"
"BA";"50000000832";"NETO";"PTC"
"BA";"50000000055";"EDMISSIL";"PSOL"
"BA";"50000000505";"ADELMO NUNES";"PV"
"BA";"50000000706";"ALMIR BARRETO";"DEM"
"BA";"50000000190";"PASTOR ENOQUE";"PSB"
"BA";"50000000051";"SIDINEA PEDREIRA";"PSOL"
"BA";"50000000843";"JOÃO ALCIDES";"PTC"
"BA";"50000000008";"JAMERSON SANTOS";"PSOL"
"BA";"50000001089";"RITA ANTAS";"PTC"
"BA";"50000000721";"SANDRO REGIS";"DEM"
"BA";"50000000937";"IRMÃO NIEL";"PEN"
"BA";"50000000931";"ROBERTO PACHECO";"PEN"
"BA";"50000000582";"TAI DO MERCADO";"PHS"
"BA";"50000000405";"MARIZETE";"PT"
"BA";"50000000680";"ROBERTO PINA";"PMDB"
"BA";"50000000701";"LIGIA";"PMDB"
"BA";"50000000778";"DALVA ASSIS";"PRB"
"BA";"50000000815";"ROSENILDO";"PSC"
"BA";"50000000118";"ALFREDO BOA SORTE";"PC do B"
"BA";"50000000887";"ALVIR SILVA";"PEN"
"BA";"50000000464";"KELTON WALLY";"PT do B"
"BA";"50000001179";"MANUELA MENEZES";"PSD"
"BA";"50000000922";"ZIL RANGEL";"PEN"
"BA";"50000000316";"PROFESSORA EDENICE SANTANA";"PT"
"BA";"50000001038";"VALDIRA REIS";"PTC"
"BA";"50000000972";"SUÍCA";"PT"
"BA";"50000001022";"ALVARO ARRUDA";"PMN"
"BA";"50000000630";"ALELUIA";"DEM"
"BA";"50000000046";"JOÃO DANTAS";"PSOL"
"BA";"50000000078";"ANTONIA FERREIRA";"PSOL"
"BA";"50000001031";"ALMIR LEMOS";"PHS"
"BA";"50000001014";"JOSEPH BANDEIRA";"PSB"
"BA";"50000000893";"CLAUDIA PATROCINIO";"PEN"
"BA";"50000000697";"RUTH RIBEIRO";"DEM"
"BA";"50000000715";"LUIZ DE DEUS";"DEM"
"BA";"50000000770";"NELSON MAGALHAES";"PTN"
"BA";"50000000856";"CLEONILDO";"PRTB"
"BA";"50000000203";"MAURICIO TEIXEIRA";"PSB"
"BA";"50000001072";"BERNA";"PTC"
"BA";"50000001068";"ADRIANA SANTOS";"PSB"
"BA";"50000000434";"RILDO";"PT do B"
"BA";"50000000675";"MIRIAM ROTONDANO";"PMDB"
"BA";"50000001188";"MARCIO RAMOS";"PTC"
"BA";"50000001158";"RUBENS FILHO";"PSDC"
"BA";"50000000769";"TUDE";"PTN"
"BA";"50000001153";"ROBSON VIGILANTE";"PHS"
"BA";"50000000536";"VALDIR ALVES";"PV"
"BA";"50000000356";"ALAN SANCHES";"PSD"
"BA";"50000000185";"EDUARDO VASCONCELOS";"PSB"
"BA";"50000000635";"MARCELO MELO";"DEM"
"BA";"50000001145";"MANOELITO ARGOLO";"SD"
"BA";"50000001143";"ANA GUERREIRA";"PMN"
"BA";"50000000371";"J.CARLOS";"PT"
"BA";"50000001146";"ELIANA BITTENCOURT";"PC do B"
"BA";"50000001170";"DILSINHO REI MOMO";"PRTB"
"BA";"50000000863";"FRANCINEIDE DE OLIVEIRA";"PRTB"
"BA";"50000000017";"MAGNO ROCHA";"PSOL"
"BA";"50000000018";"SANDRINHA";"PSOL"
"BA";"50000000069";"AROLDO DA LOTÉRIA";"PSOL"
"BA";"50000000071";"ADMILSON LILICO";"PSOL"
"BA";"50000000772";"ROSE";"PTN"
"BA";"50000000090";"CHICO FRANCO";"PC do B"
"BA";"50000000200";"MANELÃO";"PSB"
"BA";"50000000854";"PINHEIRO";"PRTB"
"BA";"50000000204";"GERALDO PAPÁ";"PSB"
"BA";"50000000214";"ROSE BASSUMA";"PSB"
"BA";"50000000218";"DILTON DE JESUS";"PPL"
"BA";"50000000226";"DIEGO MESSIAS";"PSB"
"BA";"50000000438";"DIOGO ALVES";"PT do B"
"BA";"50000000449";"SORAIA TAVARES";"PRP"
"BA";"50000000551";"ULDURICO JUNIOR";"PTC"
"BA";"50000000699";"PROFESSORA TEOFILA";"PTN"
"BA";"50000000997";"LEILA CARLA";"PT"
"BA";"50000000632";"LEONEL CRISTO";"DEM"
"BA";"50000000253";"ROSA LINS";"PSL"
"BA";"50000000318";"EDMUNDO FILHO";"PT"
"BA";"50000000945";"RAUNIS";"PEN"
"BA";"50000001105";"INSTRUTOR ORNELAS";"PEN"
"BA";"50000000244";"JANE";"PSL"
"BA";"50000000780";"IRMÃ DENISE";"PRB"
"BA";"50000000259";"ZULU ARAUJO";"PSB"
"BA";"50000000143";"PROFESSOR ZÉ LUIZ";"PT"
"BA";"50000001063";"RAIMUNDO CALIXTO";"PT"
"BA";"50000000347";"POLA RIBEIRO";"PT"
"BA";"50000000924";"BELL COM AMOR";"PEN"
"BA";"50000000004";"CARLOS NASCIMENTO";"PSTU"
"BA";"50000000003";"GABRIELA MOTA";"PSTU"
"BA";"50000000125";"MARIA DAS GRAÇAS";"PTB"
"BA";"50000000429";"FATIMA BRANDÃO";"PRP"
"BA";"50000000986";"LAW LOVE BEAT";"PEN"
"BA";"50000000147";"PELEGRINO";"PT"
"BA";"50000000991";"ROZENILO";"PEN"
"BA";"50000000011";"DRº JOSÉ RUDIVAL";"PSOL"
"BA";"50000000144";"LUIZ ALBERTO";"PT"
"BA";"50000001102";"RAY BARBOSA";"PMN"
"BA";"50000000173";"TABATA";"PSD"
"BA";"50000000857";"NETO";"PRTB"
"BA";"50000000196";"MARIO LIMA";"PSB"
"BA";"50000000898";"ENGEDI OLIVEIRA";"PEN"
"BA";"50000000027";"PROFº UILSON";"PSOL"
"BA";"50000000734";"DR. DAVID RIOS";"PROS"
"BA";"50000000729";"TATO PEREIRA";"PSDB"
"BA";"50000000425";"JOSE PARISIO";"PRP"
"BA";"50000000433";"NAYANA GUSMÃO";"PT do B"
"BA";"50000000719";"PABLO BARROZO";"DEM"
"BA";"50000001123";"HENRIQUE CRUZ";"PRTB"
"BA";"50000000271";"JOSE CARLOS";"PSB"
"BA";"50000000530";"SERGIO MENDES";"PV"
"BA";"50000000531";"TEKA GALVAO";"PV"
"BA";"50000000547";"TUCA MAFREM, O JEFFSON";"PTC"
"BA";"50000000575";"CLAUDIO ORTIZ";"PTC"
"BA";"50000000591";"PATRICIA LAZARA";"PMN"
"BA";"50000000595";"ALARICO BRAZ";"PMN"
"BA";"50000000626";"CLAUDIO CAJADO";"DEM"
"BA";"50000000628";"ELMAR";"DEM"
"BA";"50000000580";"BARBARA REHEM";"PHS"
"BA";"50000000374";"ADRIANO MEIRELES";"PR"
"BA";"50000000375";"CARLOS NASCIMENTO";"PR"
"BA";"50000000381";"PIERRE ONASSIS";"PR"
"BA";"50000000281";"ELISANGELA ASSIS";"PDT"
"BA";"50000000287";"MARCELO NILO";"PDT"
"BA";"50000000293";"VILTON SOUTO";"PDT"
"BA";"50000000385";"DENISE MENEZES";"PDT"
"BA";"50000000392";"JOSI NUNES";"PP"
"BA";"50000000894";"CRUZ DERMIVAL";"PEN"
"BA";"50000000317";"EDINALDO REZENDE";"PT"
"BA";"50000000978";"EDSON CASTRO";"PTC"
"BA";"50000000738";"OBERDÃ-BIDA";"PROS"
"BA";"50000001082";"IRMÃ NETA";"PTC"
"BA";"50000001083";"ELIZANGELA";"PTC"
"BA";"50000000819";"ANA VIRGINIA CERQUEIRA";"DEM"
"BA";"50000000829";"AUGUSTO CASTRO";"PSDB"
"BA";"50000000020";"FRANDERRAK";"PSOL"
"BA";"50000000258";"TENENTE LEITE";"PSB"
"BA";"50000000821";"BRUNO REIS";"PMDB"
"BA";"50000000740";"ALEX DA PIATÃ";"PMDB"
"BA";"50000001091";"AMÉLIA PATRICIA";"PT"
"BA";"50000000765";"CLAUDIA MENDONCA";"PTN"
"BA";"50000000727";"CLAUDIONOR DUTRA";"PSDB"
"BA";"50000001107";"VALMIR";"PEN"
"BA";"50000000848";"PASTOR ELIONAI MURALHA";"PRTB"
"BA";"50000000926";"SAPATEIRO DE TOQUINHA";"PEN"
"BA";"50000000030";"MARROM DE ILHÉUS";"PSOL"
"BA";"50000000574";"DAVID LIMA";"PTC"
"BA";"50000000091";"DEUSDETE PIRES";"PC do B"
"BA";"50000000971";"FRANCISCO DA HORA";"PTC"
"BA";"50000000682";"CLAUDIO NASCIMENTO";"PSC"
"BA";"50000001021";"VALDIMAR DE JESUS";"PMN"
"BA";"50000000782";"GLEYDE MAIA";"PRB"
"BA";"50000000783";"IRMÃ IVANI";"PRB"
"BA";"50000001030";"LINO";"DEM"
"BA";"50000000749";"LUCIANO SIMÕES";"PMDB"
"BA";"50000000366";"ROGERIO ANDRADE";"PSD"
"BA";"50000000874";"PROFESSORA ADRIANA SILVA";"PRTB"
"BA";"50000000285";"VITOR BONFIM";"PDT"
"BA";"50000000726";"NINHA BRITO";"PSDB"
"BA";"50000000533";"SOLANGE SOL";"PV"
"BA";"50000000884";"CEMA MOSIL";"PEN"
"BA";"50000000568";"JOAQUIM NETO";"PTC"
"BA";"50000001034";"IRACEMA PIRES";"PTC"
"BA";"50000000142";"JOSIAS GOMES";"PT"
"BA";"50000001101";"SIDINEIA LIMA";"PSOL"
"BA";"50000000474";"DAHIANE";"PPS"
"BA";"50000000895";"DIVA MARIA";"PEN"
"BA";"50000000521";"GAZO BRANDÃO";"PV"
"BA";"50000000951";"PAULO ANGELINI";"PMDB"
"BA";"50000001156";"AMANDA MEIRELES";"PMDB"
"BA";"50000000237";"TATIANA PARAÍSO";"PSL"
"BA";"50000000981";"MARICELIA MACEDO";"PEN"
"BA";"50000000959";"IBELTE";"PEN"
"BA";"50000000523";"JAQUESON SILVA";"PV"
"BA";"50000000576";"PEQUENO NERI";"PTC"
"BA";"50000001128";"JOSÉ BARBEIRO";"PSOL"
"BA";"50000001106";"ALFREDO ALVORADA";"PEN"
"BA";"50000001223";"MARCELO EVANGELISTA";"PEN"
"BA";"50000000265";"RISIA";"PSB"
"BA";"50000000031";"MARLENE DA SAÚDE";"PSOL"
"BA";"50000000213";"TADEU CORREIA";"PSB"
"BA";"50000000638";"RUI DANTAS";"DEM"
"BA";"50000000225";"ROMULO FONTOURA";"PSB"
"BA";"50000001066";"ELIENE TANAN";"PV"
"BA";"50000000440";"RICARDO BARBOSA";"PT do B"
"BA";"50000000442";"NINA";"PRP"
"BA";"50000000445";"DR. JOSE ANTONIO";"PRP"
"BA";"50000000450";"EDSON ROBERTO";"PRP"
"BA";"50000000454";"SALVE JORGE";"PRP"
"BA";"50000000465";"FREDERICO FERRAZ";"PPS"
"BA";"50000001073";"RITA ANTAS";"PTC"
"BA";"50000000469";"NEIDE";"PPS"
"BA";"50000000484";"DR. ESTRELLA";"PSDC"
"BA";"50000000490";"GERALDO DANTAS";"PSDC"
"BA";"50000000496";"EDIGAR MÃO BRANCA";"PV"
"BA";"50000000511";"CONCEIÇÃO MARQUES";"PV"
"BA";"50000000127";"NIVALDO TEIXEIRA";"PDT"
"BA";"50000000315";"PROFESSOR CORI";"PT"
"BA";"50000000324";"JEAN GOMES";"PT"
"BA";"50000000252";"PAULO HENRIQUE CARNEIRO";"PSL"
"BA";"50000001079";"IDALBA MARINS";"PEN"
"BA";"50000000174";"SÉRGIO BRITO";"PSD"
"BA";"50000000755";"SANDRA";"PMDB"
"BA";"50000000456";"NETO POBRE";"PRP"
"BA";"50000000359";"DR. BRENO O DOUTOR DO POVO";"PSD"
"BA";"50000000079";"SOLANGE GUERREIRA";"PSOL"
"BA";"50000000130";"HOLLYFIELD";"PDT"
"BA";"50000000092";"ZEZÉ";"PC do B"
"BA";"50000000985";"MARLON";"PEN"
"BA";"50000000156";"JUSMARI OLIVEIRA";"PSD"
"BA";"50000000146";"MOEMA GRAMACHO";"PT"
"BA";"50000000906";"JOHNE DE PINO";"PEN"
"BA";"50000000033";"CORREIA";"PSOL"
"BA";"50000000151";"YULO";"PT"
"BA";"50000000160";"JOSÉ ROCHA";"PR"
"BA";"50000000162";"SUZETE SPINOLA";"PR"
"BA";"50000000918";"TEO SOARES";"PEN"
"BA";"50000000904";"JOACY DE CARVALHO";"PEN"
"BA";"50000000024";"PROFESSOR JOILSON";"PSOL"
"BA";"50000000025";"ELIAS GOMES";"PSOL"
"BA";"50000000026";"ACS JACI";"PSOL"
"BA";"50000000029";"CAPITÃO NONATO";"PSOL"
"BA";"50000000423";"WALFREDO VEM AI";"PRP"
"BA";"50000000426";"DR. FRANCISCO FREIRE";"PRP"
"BA";"50000000427";"ERIKA LEMOS";"PT do B"
"BA";"50000000891";"CAMILE TELES";"PEN"
"BA";"50000000919";"VALDEMIR";"PEN"
"BA";"50000001157";"ALEX DE ARGENTINO";"PSDC"
"BA";"50000000745";"GUSTAVO CARMO";"PMDB"
"BA";"50000000476";"EDSON SANTARINI";"PPS"
"BA";"50000000927";"JULIO BISPO";"PEN"
"BA";"50000001116";"ILTON SANTOS";"PRTB"
"BA";"50000001003";"SERGIO ALVES";"PSDC"
"BA";"50000001007";"ROSANA PAZ";"PC do B"
"BA";"50000000529";"MARQUINHOS VIANA";"PV"
"BA";"50000000538";"DAVID SALOMÃO";"PTC"
"BA";"50000000545";"IRMÃ JACIARA";"PTC"
"BA";"50000000549";"TONY NETO";"PTC"
"BA";"50000000556";"MARLENE DO SOPÃO";"PTC"
"BA";"50000000562";"CLAUDINHO MONTE ALTO";"PTC"
"BA";"50000000571";"MARCELO DO CUPIM";"PTC"
"BA";"50000000598";"WILKER";"PMN"
"BA";"50000000599";"OSVALDO ITAPARICA";"PMN"
"BA";"50000000624";"RICARDO GREY";"PTC"
"BA";"50000000634";"LUCIANO BRAGA";"DEM"
"BA";"50000000642";"JOÃO GUALBERTO";"PSDB"
"BA";"50000000645";"MARIO CLEBER";"PSDB"
"BA";"50000000647";"RENATO BOTELHO";"PSDB"
"BA";"50000000661";"JOAO CARLOS BACELAR";"PTN"
"BA";"50000000158";"CARLITO FERREIRA";"PR"
"BA";"50000000958";"JANETE QUEIROZ";"PEN"
"BA";"50000000383";"ROSALINA NASCIMENTO";"PR"
"BA";"50000000280";"PR. DANIEL";"PDT"
"BA";"50000000288";"ANGELO LEFUNDES";"PDT"
"BA";"50000000397";"PROFESSORA RUTH VIEIRA";"PP"
"BA";"50000000099";"HERMENILSON";"PC do B"
"BA";"50000000421";"PAULO VIANA";"PRP"
"BA";"50000000677";"TABAJARA";"PMDB"
"BA";"50000000113";"FABRICIO";"PC do B"
"BA";"50000000762";"ANDERSON MUNIZ";"PTN"
"BA";"50000000776";"CARLOS MAIA";"SD"
"BA";"50000000866";"GREGORIO";"PRTB"
"BA";"50000000862";"GAJE";"PRTB"
"BA";"50000000152";"EDSON PIMENTA";"PSD"
"BA";"50000000082";"JOSÉ BARBEIRO";"PSOL"
"BA";"50000000123";"FELIX JR";"PDT"
"BA";"50000001087";"TCHENY";"PTC"
"BA";"50000001088";"PAULA MARINHO";"PTC"
"BA";"50000000846";"JACINTO DA BAHIA RADIALISTA";"PRTB"
"BA";"50000000858";"PROFESSORA CREMILDA";"PRTB"
"BA";"50000000826";"EDSON RIBEIRO";"DEM"
"BA";"50000000847";"WILLIAN ACHAN";"PRTB"
"BA";"50000000905";"SOLDADO JOSAFÁ RAMOS";"PEN"
"BA";"50000000810";"VANDO";"PSC"
"BA";"50000000757";"TIA CRIS";"SD"
"BA";"50000000702";"EDISON FERREIRA";"DEM"
"BA";"50000000737";"JORGE MENDES";"PROS"
"BA";"50000001152";"JANE";"PMN"
"BA";"50000000550";"JUNIOR BAHIA";"PTC"
"BA";"50000000880";"IBELTE FERREIRA";"PEN"
"BA";"50000000881";"PATRICIA DE CASCONCELOS";"PEN"
"BA";"50000000883";"JANETE DOS SANTOS";"PEN"
"BA";"50000000914";"SARGENTO JOEL";"PEN"
"BA";"50000000766";"CORONEL GILBERTO SANTANA";"PTN"
"BA";"50000000332";"ZÉ RAIMUNDO";"PT"
"BA";"50000000032";"JAIRA";"PSOL"
"BA";"50000000936";"ELISAMA";"PEN"
"BA";"50000000941";"CONCEICAO";"PEN"
"BA";"50000000212";"MARCOS ESPINHEIRA";"PSB"
"BA";"50000000581";"CADI";"PHS"
"BA";"50000000711";"HERALDO ROCHA";"DEM"
"BA";"50000000414";"ALESSANDRO";"PT do B"
"BA";"50000000119";"ALFINA NINHA";"PC do B"
"BA";"50000000417";"CYDA LYMA";"PT do B"
"BA";"50000000703";"BIRA DO JEGUE";"DEM"
"BA";"50000000812";"HEBER SANTANA";"PSC"
"BA";"50000000811";"FABRICIO FEITOSA";"PSC"
"BA";"50000000622";"JOACI GOES";"PSDB"
"BA";"50000000753";"PEDRO TAVARES";"PMDB"
"BA";"50000000690";"SARA 2014";"PSC"
"BA";"50000000929";"DR. VILSON MATIAS";"PEN"
"BA";"50000000886";"MARIO CESAR";"PEN"
"BA";"50000000845";"DA LUZ";"PRTB"
"BA";"50000000903";"JACILENE";"PEN"
"BA";"50000001110";"PROFESSOR FABIANO";"PEN"
"BA";"50000000947";"ROGERIO LEANDRO";"PEN"
"BA";"50000001032";"FALAMANSA";"PTC"
"BA";"50000001036";"DILMA MARIA";"PTC"
"BA";"50000000932";"ARI ASSUNÇÃO";"PEN"
"BA";"50000000784";"JAGUAR PASSOS";"PRB"
"BA";"50000000787";"PASTOR JOSÉ DE ARIMATEIA";"PRB"
"BA";"50000000794";"SIDELVAN NÓBREGA";"PRB"
"BA";"50000000458";"LUCIANO  CAPISTRANO";"PRP"
"BA";"50000000806";"DJ SANDRO";"SD"
"BA";"50000000658";"CONCEIÇÃO LACERDA";"DEM"
"BA";"50000001168";"VILSON COUTINHO";"PRTB"
"BA";"50000000256";"PRÓ VAL";"PSL"
"BA";"50000000481";"MATHEUS FIRMATO";"PPS"
"BA";"50000000396";"PEDRO BORGES";"PP"
"BA";"50000000652";"JOSÉ AUGUSTO NOGUEIRA";"PMDB"
"BA";"50000000969";"RITA BACELAR";"PEN"
"BA";"50000001160";"DR. PIMENTA";"PSDC"
"BA";"50000000411";"CORONEL SERPA";"PT do B"
"BA";"50000001118";"FELICIDADE";"PRTB"
"BA";"50000000952";"ZÉ DA BAIANA";"PSOL"
"BA";"50000000336";"LUCIOMAR";"PT"
"BA";"50000000039";"INDIO DO PSOL";"PSOL"
"BA";"50000001144";"ANA CRISTINA";"PMN"
"BA";"50000000537";"WANK MEDRADO";"PV"
"BA";"50000000016";"DRª PAULA";"PSOL"
"BA";"50000000073";"CLEIDE COUTINHO";"PSOL"
"BA";"50000000917";"RUDIVAL SANTOS";"PEN"
"BA";"50000000210";"ISAIAS ALMEIDA";"PSB"
"BA";"50000000217";"EDILSON M ARUJO";"PPL"
"BA";"50000000229";"ADILSON SILVA";"PSL"
"BA";"50000000231";"ANDRÉ FEITOSA";"PSL"
"BA";"50000000714";"LUCIANO DA LOCAR";"DEM"
"BA";"50000000239";"ADELMO SILVA";"PSL"
"BA";"50000000441";"EDSON NUNES";"PT do B"
"BA";"50000000446";"LEO QUEIROZ";"PRP"
"BA";"50000000679";"MARCOS MEDRADO";"SD"
"BA";"50000000462";"REINALDO DA GRAFICA";"PT do B"
"BA";"50000000475";"DERALDO ASSIS";"PPS"
"BA";"50000000508";"ANGELO MESQUITA";"PV"
"BA";"50000000250";"NELSON LEAL";"PSL"
"BA";"50000000544";"RIVAILTON";"PTC"
"BA";"50000000961";"MARILZA";"PEN"
"BA";"50000000422";"JURANDY OLIVEIRA";"PRP"
"BA";"50000000243";"NAPOLEÃO FERNANDES";"PSL"
"BA";"50000000246";"JUTAI SILVA";"PSL"
"BA";"50000000820";"PASTOR SARGENTO ISIDORIO";"PSC"
"BA";"50000000907";"SANTOS E SANTOS";"PEN"
"BA";"50000000644";"LUISLINDA VALOIS";"PSDB"
"BA";"50000000276";"ELAINE";"PSB"
"BA";"50000000340";"FATIMA NUNES";"PT"
"BA";"50000000349";"ROSEMBERG PINTO";"PT"
"BA";"50000000354";"VÂNIA GALVÃO";"PT"
"BA";"50000000357";"ADOLFO MENEZES";"PSD"
"BA";"50000000364";"MIRELA";"PSD"
"BA";"50000000503";"TARCISIO GAMA";"PV"
"BA";"50000000105";"CACIQUE ARUÃ";"PC do B"
"BA";"50000000358";"ANGELA SOUSA";"PSD"
"BA";"50000001176";"ROBERTO LIMA";"PTC"
"BA";"50000000674";"COLBERT MARTINS";"PMDB"
"BA";"50000000716";"HELENA SILVA";"DEM"
"BA";"50000000155";"JOSÉ CARLOS ARAUJO";"PSD"
"BA";"50000000913";"NATUREZZA";"PEN"
"BA";"50000000169";"RONALDO CARLETTO";"PP"
"BA";"50000000084";"ELIEIDE BORGES";"PSOL"
"BA";"50000000709";"EDY DINIZ";"DEM"
"BA";"50000000053";"ZILMAR ALVERITA";"PSOL"
"BA";"50000000054";"MAGO DO TRANSITO";"PSOL"
"BA";"50000000068";"MAIARA SANTOS";"PSOL"
"BA";"50000000085";"OLIVAN FAUSTINO";"PC do B"
"BA";"50000000974";"JAIR BONFIM";"PTC"
"BA";"50000000920";"TINGA PRODUÇÕES";"PEN"
"BA";"50000000796";"SÔNIA SOUZA";"PRB"
"BA";"50000000790";"MARIA RITA";"PRB"
"BA";"50000000517";"DR. ASSIS";"PV"
"BA";"50000000542";"JOAZIO BASTOS JB";"PTC"
"BA";"50000000557";"MARINA VASCONCELOS";"PTC"
"BA";"50000000592";"ITAMAR";"PMN"
"BA";"50000000640";"CADUDA BRAGA";"PSDB"
"BA";"50000000648";"ANA RITA TAVARES";"PROS"
"BA";"50000000655";"LUCIO VIEIRA LIMA";"PMDB"
"BA";"50000000662";"MALTA";"PTN"
"BA";"50000000378";"LENISSE BRAGA";"PR"
"BA";"50000000382";"REINALDO BRAGA";"PR"
"BA";"50000000277";"PROFESSORA ANINHA";"PDT"
"BA";"50000000286";"JOTA. L";"PDT"
"BA";"50000000298";"FRANCISCO ALMEIDA";"PTB"
"BA";"50000000387";"ANTONIO HENRIQUE JUNIOR";"PP"
"BA";"50000000391";"GIL POPOCA";"PP"
"BA";"50000000416";"NUBIA CASTRO";"PT do B"
"BA";"50000000021";"HAMILTON ASSIS";"PSOL"
"BA";"50000000290";"PAULO CÂMERA";"PDT"
"BA";"50000000731";"MARCIA GOMES";"PSDB"
"BA";"50000000117";"ALVARO GOMES";"PC do B"
"BA";"50000000775";"SÉRGIO PASSOS";"PSDB"
"BA";"50000000413";"VAL DA SAUDE";"PT do B"
"BA";"50000000956";"DEPUTADA";"PEN"
"BA";"50000000665";"NEREU DO GAS";"PTN"
"BA";"50000001081";"ROSENILDA GOMES";"PV"
"BA";"50000001002";"HERCÍLIA";"PTC"
"BA";"50000000106";"ZÓ";"PC do B"
"BA";"50000000869";"ITAIPAVA";"PRTB"
"BA";"50000000855";"HUMBERTO TEDAO";"PRTB"
"BA";"50000000596";"IRMÃO BASÍLIO";"PMN"
"BA";"50000000725";"ADOLFO VIANA";"PSDB"
"BA";"50000000830";"LICE DE JESUS";"PSC"
"BA";"50000000712";"SHERRIE RENOVO DE DAVI";"DEM"
"BA";"50000000908";"BASSUMA";"PEN"
"BA";"50000001127";"MARIA IRENE";"PMDB"
"BA";"50000000948";"VALTER CERQUEIRA";"PEN"
"BA";"50000001103";"LUIZ MOTIVADOR";"PEN"
"BA";"50000000040";"CRISTINA GUERREIRA";"PSOL"
"BA";"50000000670";"TIA ERON";"PRB"
"BA";"50000000681";"IRMÃO LAZARO";"PSC"
"BA";"50000000688";"IRMÃO NERY - DO TRABALHADOR";"PSC"
"BA";"50000000691";"SIMONE OLIVEIRA";"PSC"
"BA";"50000000694";"JOSÉ ADERVAL";"SD"
"BA";"50000001011";"SIMOES";"PEN"
"BA";"50000000368";"TIMOTEO BRITO";"PSD"
"BA";"50000000183";"DOMINGOS LEONELLI";"PSB"
"BA";"50000001024";"CAROL SALES";"PSTU"
"BA";"50000000746";"HERZEM GUSMÃO";"PMDB"
"BA";"50000000333";"ZÉ RIBEIRO";"PT"
"BA";"50000000860";"ADSON GOMES";"PRTB"
"BA";"50000000323";"PROFESSOR HIPÓLITO";"PT"
"BA";"50000000501";"RAMON DE SENA";"PV"
"BA";"50000000373";"SILVIO ATALIBA";"PT"
"BA";"50000000756";"CAPITAO AZEVEDO";"DEM"
"BA";"50000000510";"CARAIBAS";"PV"
"BA";"50000000693";"SILVANA";"PHS"
"BA";"50000001037";"ELIETE PIMENTA";"PTC"
"BA";"50000000763";"BAN OLIVEIRA";"PTN"
"BA";"50000000730";"SOLDADO PRISCO";"PSDB"
"BA";"50000000131";"SEVERIANO ALVES";"PDT"
"BA";"50000000327";"JOSEILDO RAMOS";"PT"
"BA";"50000000448";"ABILIO SANTANA";"PRP"
"BA";"50000000499";"ZE DO QUIM";"PV"
"BA";"50000000267";"SILVANA COELHO";"PSB"
"BA";"50000000698";"PROFESSORA ANGELA";"PTN"
"BA";"50000000988";"BRUNO ALBUQUERQUE";"PEN"
"BA";"50000000733";"MOIZES BARBOSA";"PSDB"
"BA";"50000000657";"CAPITÃO FÁBIO";"DEM"
"BA";"50000000153";"FERNANDO TORRES";"PSD"
"BA";"50000000962";"SAPATEIRO DE TOUQUINHA";"PEN"
"BA";"50000000676";"ARTHUR MAIA";"SD"
"BA";"50000000139";"GERALDO SIMÕES";"PT"
"BA";"50000000620";"PAULO SOUTO";"DEM"
"BA";"50000001162";"ARIANE AZEVEDO";"PSDC"
"BA";"50000001163";"CLAUDIO PEREIRA";"PSDC"
"BA";"50000000201";"MANASSES";"PSB"
"BA";"50000000367";"ROSE MENEZES";"PSD"
"BA";"50000000588";"ZÉ DO SACO";"PMN"
"BA";"50000000338";"LUIZA MAIA";"PT"
"BA";"50000000559";"NÔEMIA ALVES";"PTC"
"BA";"50000000150";"WALDENOR PEREIRA";"PT"
"BA";"50000000242";"DELEGADO DERALDO DAMASCENO";"PSL"
"BA";"50000000341";"MARIA DEL CARMEN";"PT"
"BA";"50000001164";"MARIZE MENEZES";"PRTB"
"BA";"50000001166";"CLEBER RAIMUNDO";"PRTB"
"BA";"50000000586";"ANDRÉ O COBRADOR";"PMN"
"BA";"50000000864";"JOAO DA GALINHA";"PRTB"
"BA";"50000000013";"DEMISON CARDOSO";"PSOL"
"BA";"50000000063";"DAVID LOPES MACEDO";"PSOL"
"BA";"50000000047";"JORGE LUIZ";"PSOL"
"BA";"50000000273";"JOELMA SANTANA";"PSB"
"BA";"50000000238";"VALDEMIRO LOPES";"PSL"
"BA";"50000000461";"RAFAELA";"PT do B"
"BA";"50000000466";"JOCEVAL RODRIGUES";"PPS"
"BA";"50000001069";"ELIZANGELA";"PTC"
"BA";"50000000483";"DAVI RAMOS";"PSDC"
"BA";"50000000492";"SILVIO PERÓ";"PSDC"
"BA";"50000000695";"THAIZE DE HELIO";"DEM"
"BA";"50000000307";"RICARDO ALMEIDA";"PTB"
"BA";"50000000308";"ROBERTO REIS";"PTB"
"BA";"50000000822";"TARCIZIO PIMENTA";"PHS"
"BA";"50000000320";"GERARDO JÚNIOR";"PT"
"BA";"50000000326";"CARA DE HÁMBURGUER";"PT"
"BA";"50000000330";"ZÉ MARIA";"PT"
"BA";"50000000198";"PROFESSOR JOTA";"PSB"
"BA";"50000000260";"NADJARA REGIS";"PSB"
"BA";"50000000270";"AMERICO GONZAGA";"PSB"
"BA";"50000000350";"UBERDAN";"PT"
