21;Bangladesh;154786561
1;Brasil;203701100
2;China;1354040000
3;Colômbia;45745783
4;Congo;75507308
5;Coréia do Sul;48955203
6;Egito;85294388
7;Estados Unidos;316438601
8;Índia;1220800359
9;Indonésia;251160124
10;Irã;79853900
11;Iraque;31858481
12;Japão;127253075
13;México;118818228
14;Nigéria;168835645
15;Paquistão;179253789
16;Reino Unido;63395574
17;Rússia;143666931
18;Tailândia;67497151
19;Turquia;80694485
20;Vietnã;92477857
