Beiersdorf Indústria e Comércio Ltda;2010-01-29;1;3000;3000; 163080; 4.53;;46559;43058;43449
Condomínio Edifício Clemente Faria;2012-06-14;1;1200;1200; 267840; 9.30; 9.30;8410;17396;16514
Condomínio Edifício Plaza I;2012-06-14;5;530;530; 628368; 9.88; 9.88;;;
Condomínio Edifício Dumas Tower;2012-06-14;5;610;610; 723216; 9.88; 9.88;;;
Edifício Spazio Faria Lima;2012-06-20;1;700;672; 159345; 9.88; 9.88;;6444;10361
Universidade Federal de São Paulo;2012-08-14;1;690;690; 163613; 9.88; 9.88;3923;8784;6810
Montecchio do Brasil Empreendimentos Imobiliários Ltda;2012-06-25;1;1001;1001; 223423; 9.30; 9.30;5953;13849;14181
Empresa Scor Serviços de Organização e Registros Ltda;2012-06-22;1;500;500; 118560; 9.88; 9.88;3265;6241;5300
Associação Fundo de Incentivo à Pesquisa - AFIP;2012-06-26;1;2180;2180; 486576; 9.30; 9.30;15398;32500;33215
WTorre Iguatemi Empreendimentos Imobilíarios S/A;2012-06-27;1;10001;3000; 627840; 8.72; 8.72;;37469;128977
Green Line Sistema de Saúde Ltda;2012-06-28;1;6800;6800; 1423104; 8.72; 8.72;65163;106548;101961
Tozzini Freire Teixeira e Silva Advogados;2012-06-28;1;570;607; 143932; 9.88; 9.88;;6092;8261
Indústria de Malhas Finas Highstil SA;2012-06-28;1;600;1050; 234360; 9.30; 9.30;;5557;6289
Yasuda Seguros SA;2012-07-02;1;636;636; 150808; 9.88; 9.88;4040;9414;11503
Condomínio Edifício Verbo Divino;2012-05-08;5;1800;1800; 2008800; 9.30; 9.30;;;
Condomínio Edifício Nova Brasília;2012-07-02;1;577;500; 118560; 9.88; 9.88;;4678;7911
Condomínio Edifício Top Towers Offices;2012-07-03;1;620;620; 147014; 9.88; 9.88;3916;10209;9666
LMS Hotéis e Turismo Ltda;2012-07-05;1;1001;1001; 223423; 9.30; 9.30;6270;14855;13878
Condomínio Edifício Spazio JK;2012-07-20;1;1136;1100; 245520; 9.30; 9.30;;10555;18898
Condomínio Edifício Passarelli;2012-07-18;1;1100;1100; 245520; 9.30; 9.30;7560;13854;11279
Condomínio Quadra Hungria;2012-07-23;1;720;720; 142272; 9.88; 9.88;5650;11355;9854
Orbitall Serviços e Processamento de Meios de Pagamento LTDA;2012-07-31;1;500;500; 118560; 9.88; 9.88;3844;9979;11043
Arcelormittal Brasil SA;2012-07-18;2;1545;1300; 580320; 9.30; 9.30;7725;18540;18540
Condomínio Edifício Result Corporate Plaza;2012-08-13;1;500;500; 118560; 9.88; 9.88;2977;6895;6548
Liotécnica Tecnologia em Alimentos Ltda;2012-07-01;10;3001;3001; 10930091; 8.72;;14908;34606;13321
ESPM - Escola Superior de Propaganda e Marketing;2012-08-17;1;1095;1095; 244404; 9.30; 9.30;6330;18067;15202
Condomínio Edifício Kyoei Ibirapuera;2012-08-21;1;1180;1180; 263376; 9.30; 9.30;6646;19469;17814
Emporium dos Pães Klabin Ltda-ME;2012-08-22;1;500;500; 118560; 9.88; 9.88;2162;5714;4884
Redecar Redecorações de Autos Ltda;2012-08-29;1;1001;1350; 301320; 9.30; 9.30;;6624;9489
Elevadores Atlas Schindler SA;2012-08-29;1;500;500; 118560; 9.88; 9.88;2470;7930;5768
Combustol Indústria e Comércio LTDA;2012-08-31;1;700;700; 165984; 9.88; 9.88;4522;13575;8720
Procter & Gamble do Brasil SA;2012-08-31;1;6400;6400; 669696; 8.72;;35932;101702;93088
Inspetoria Santa Catarina de Sena;2012-09-05;1;500;500; 118560; 9.88; 9.88;;;
Condomínio Edifício SP Business Center;2012-09-21;1;500;500; 118560; 9.88; 9.88;2322;6885;6524
Associação Comercial de São Paulo;2012-09-19;1;600;600; 149616; 10.39; 10.39;1865;7763;7163
CLS São Paulo Ltda;2012-09-19;1;500;500; 124680; 10.39; 10.39;2015;7869;7873
Condomínio Edifício Palácio Quinta Avenida;2012-09-10;1;760;726; 180211; 9.88; 9.88;;4833;10180
Cond Civil Center Shop São Bernardo;2012-06-18;2;4000;6000; 2299680; 8.16; 7.81;;;
Fibam Companhia Industrial;2012-09-30;1;1020;1500; 313560; 8.71; 8.71;;;
BM&F Bovespa SA - Bolsa de Valores. Mercadorias e Futuros;2012-10-01;1;2450;2450; 546840; 9.30; 9.30;6026;34775;32129
Ibope Instituto Brasileiro de Opinião Pública e Estatística;2012-10-19;1;505;505; 125927; 10.39; 10.39;1218;7479;7595
Imprensa Oficial do Estado SA - IMESP;2012-10-19;5;1300;1300; 1525680; 9.78; 9.78;2500;18293;19471
Condomínio Edifício Erika;2012-10-05;1;600;600; 149616; 10.39; 10.39;1466;9183;9712
Sociedade Esportiva Palmeiras;2012-10-22;1;5800;5800; 1276464; 9.17; 9.17;14205;57090;37691
Hospital Aviccena SA;2012-10-23;1;1001;1001; 234955; 9.78; 9.78;2689;15626;15068
Via Sul Transportes Urbanos Ltda;2012-10-11;1;3100;3500; 568823; 8.72; 8.72;;7409;39811
Condomínio Shopping Center Penha;2012-10-22;1;3000;3000; 660240; 9.17; 9.17;7587;56316;68927
Unimed ABC - Cooperativa de Trabalho Médico;2012-10-24;5;1001;1001; 1174774; 9.78; 9.78;;;
Sport Club Corinthians Paulista;2012-10-31;1;5474;5671; 1248074; 9.17; 9.17;13109;74302;75204
Condomínio Edifício Itaquere;2012-10-29;1;570;700; 174552; 10.39; 10.39;;4635;7029
Rio Branco Com e Ind de Papéis Ltda;2012-11-08;1;550;550; 137148; 10.39; 10.39;540;7121;7149
Condomínio Edifício Birmann 20;2012-11-01;5;1500;1500; 1760400; 9.78; 9.78;4249;20256;17090
Condomínio Edifício Nova São Paulo;2012-11-01;5;2000;2000; 2347200; 9.78; 9.78;4200;27730;28484
Sociedade Bíblica do Brasil;2012-10-15;1;500;500; 11670; 10.39; 10.39;1781;7181;6737
Teleperformance CRM SA ;2012-11-20;1;5500;4000; 837120; 8.72; 8.72;;43844;60552
Condomínio Edifício San Paolo;2012-11-30;1;512;667; 166323; 10.39; 10.39;;2933;8775
Santaconstancia Tecelagem Ltda;2012-10-10;10;20000;1001; 14898911; 9.30; 1.84;;;
Frigorífico Marba Ltda;2011-11-07;5;10001;10001; 6348634; 6.91; 3.97;;;
Condomínio Edifício Aliança;2012-11-08;1;530;530; 132161; 10.39; 10.39;543;7219;7207
Yale La Fonte Sistemas de Segurança Ltda;2012-12-13;5;1900;1900; 2229840; 9.78; 9.78;1879;27124;27152
Condomínio 360JK;2012-12-06;1;700;700; 174552; 10.39; 10.39;930;10365;11648
Hospital  Municipal de Barueri Dr Francisco Moran;2012-10-31;1;4000;4000; 82560; 9.17; 9.17;13597;53554;60206
Hospital e Maternidade Nossa Senhora de Lourdes;2012-12-01;1;5000;5000; 1100400; 9.17; 9.17;;61625;60204
Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação SA ;2012-12-10;1;1001;1001; 234955; 9.78; 9.78;;12554;11533
Toledo do Brasil Ind de Balanças Ltda;2012-12-10;1;1200;1200; 267581; 9.78; 9.78;;13925;15848
Edifício New Century;2013-01-07;1;2100;2000; 469440; 9.78; 9.78;;5148;32539
Damasio Educacional SA;2013-01-10;1;1035;1035; 242935; 9.78; 9.78;;11353;9617
Tinturaria Têxtil Biselli Ltda;2013-01-17;2;500;500; 249360; 10.39; 10.39;;5459;2175
KHS Indústria de Máquinas Ltda;2013-01-31;1;500;500; 124680; 10.39; 10.39;;9053;8194
Condomínio Edifício CBS;2013-02-07;1;574;; 143133; 10.39; 10.39;;7437;6844
Dataprev - Empresa de Tecnologia e Informação da Previdência Social;2013-02-06;5;600;600; 748080; 10.39; 10.39;;5650;3147
Sitel do Brasil Ltda;2013-02-22;1;1020;; 262065; 9.78; 9.78;;1306;12754
CIA Paulista de Trens Metropolitanos-CPTM;2013-02-25;5;14060;; 2901984; 8.60; 8.60;;168852;165068
Ascot SP Administração e Comercialização Ltda;2012-12-11;5;10001;10001; 7908000; 8.60; 4.58;;77448;80593
Condomínio Plaza Iguatemi;2013-03-15;1;1314;1314; 308422; 9.78; 9.78;;16372;18773
Condomínio Edifício Conde Andrea Matarazzo;2013-03-20;1;3000;3000; 660240; 9.17; 9.17;;32013;34872
Instituto de Pesquisas e Projetos em Educação Comecinho de Vida;2013-03-25;1;505;505; 125927; 10.39; 10.39;;6586;8022
Reckitt Benckiser (Brasil) Ltda;2013-02-01;1;3000;3000; 660240; 9.17; 9.17;;;
Sulfergel Indústria e Comércio de Gelo Ltda;2013-04-22;1;500;600; 5835; 10.39;;;8050;8377
Condomínio Soho's Place;2013-04-26;1;500;500; 127560; 10.63; 10.63;;4926;5836
New-Fix Indústria e Comércio Ltda;2013-03-28;1;500;500; 62340; 10.39;;;;
Pop Gelo Indústria e Comércio Ltda-ME;2013-04-24;1;600;600; 76536; 10.63;;;7947;11853
Condomínio Lex Offices Executive Towers;2013-04-29;1;1001;1001; 234955; 9.78; 9.78;;8261;12165
Novelis do Brasil Ltda;2013-04-20;1;10001;10001; 594059; 4.95;;;116873;280445
Petite Marie Química Fina Indústria e Comércio de Produtos Químicos Ltda;2013-04-30;1;690;1100; 129096; 9.78;;;3161;14232
LA Falcão Bauer CTQC Ltda;2013-05-28;1;500;500; 127560; 10.63; 10.63;;4867;6522
Pereira Barreto Empreendim Imob SPE Ltda;2013-04-26;1;1001;1001; 240480; 10.01; 10.01;;;
Dias Pastorinho S/A Comércio e Indústria;2013-05-29;1;1001;1001; 240480; 10.01; 10.01;;8219;8331
GR SA;2013-06-10;1;660;660; 168379; 10.63;;;6970;9134
Daihatsu Indústria e Comércio de Móveis e Aparelhos Elétricos Ltda;2013-06-27;5;500;500; 637800; 10.73; 10.73;;3288;4902
Super Finishing do Brasil Com Ltda;2013-07-01;1;1001;1001; 240480; 10.01; 10.01;;6257;11358
Empresa de Transportes Atlas Ltda;2013-07-29;1;1001;1001; 240480; 10.01; 10.01;;;
Mitutoyo Sul Americana Ltda;2013-06-28;1;500;500; 127560; 10.63; 10.63;;;
Mobibrasil Transporte Diadema Ltda;2013-07-05;5;1001;1001; 1202401; 10.01; 10.01;;3809;9594
Condomínio Escritórios Europa;2013-07-17;1;500;500; 127560; 10.63; 10.63;;4627;7493
Edifício Comendador Yerchanik Kissajikian;2013-07-11;1;2000;2000; 480480; 10.01; 10.01;;13443;22754
Consórcio Condomínio Shopping Metrô Tucuruvi;2013-04-01;1;5000;3000; 660240; 9.17; 9.17;;41645;92249
Esporte Clube Pinheiros;2008-12-18;1;20001;5500; 991320; 7.51;;240012;130648;83854
Greif Embalagens Industriais do Brasil LTDA;2013-07-05;1;1001;1001; 240480; 10.01; 10.01;;5999;11489
Diversey Brasil Indústria Química Ltda;2012-04-01;5;3250;4250; 4676700; 9.17; 9.17;;3631;39118
Colégio Franciscano São Miguel Arcanjo;2013-08-01;1;500;500; 127560; 10.63; 10.63;;2410;5179
Competition Academia Ltda;2013-08-09;1;746;746; 190320; 10.63; 10.63;;4433;10348
Supermercado Baronesa Ltda;2013-08-08;1;500;500; 127560; 10.63; 10.63;;2045;5559
Condomínio Prime Medical Center;2013-09-25;1;1300;1300; 312312; 10.01; 10.01;;6569;18766
Condomínio Edifício Centro Empresarial Iudice;2013-09-17;1;940;940; 239813; 10.63; 10.63;;4044;11737
OSG Sulamericana de Ferramentas Ltda;2013-09-25;1;700;700; 102984; 6.13; 6.13;;3070;11081
Condomínio Edifícios Birmann 11 e 12;2013-09-10;5;1700;1700; 2042040; 10.01; 10.01;;;
Accenture do Brasil Ltda;2013-09-25;5;590;590; 752604; 10.63; 10.63;;;
Dell Computadores do Brasil Ltda;2011-09-14;1;1600;1187; 234060; 5.37; 5.37;22073;24176;22016
Condomínio Cajamar Industrial Park ;2013-10-01;1;500;3000; 114804; 9.39;;;1646;9564
Condomínio Edifício Pantheon;2013-10-11;1;684;684; 174502; 10.63; 10.63;;2536;10482
Nadir Figueiredo Indústria e Comércio S/A;2013-10-02;1;3900;3900; 439452; 9.39;;;7622;40793
Edifício Capital Center;2013-10-18;1;500;500; 127560; 10.63; 10.63;;1096;6342
Edifício Pátio Victor Malzoni;2013-10-23;1;4500;4500; 1014120; 9.39; 9.39;;13019;85235
Volkswagen do Brasil Indústria de Veículos Automotores Ltda;2010-12-02;5;40001;; 14642496; 3.98;;;;
Condomínio Edifício Paulista de Seguros IV;2013-10-16;5;543;543; 692651; 10.63; 10.63;;;
Serveng Civilsan Empresas Associadas de Engenharia;2013-10-10;1;500;500; 127560; 10.63; 10.63;;1286;7122
Condomínio Edifício River Park;2013-11-12;5;590;590; 752604; 10.63; 10.63;;;
Club Transatlântico;2013-11-18;5;500;500; 637800; 10.63; 10.63;;;
Instituto Metodista de Ensino Superior;2013-10-14;5;6000;6000; 6613200; 9.39; 8.98;;;
Edifício Faria Lima Square;2013-11-14;1;1335;; 320720; 10.01; 10.01;;1626;21708
Rede D'Or São Luiz SA;2013-12-05;1;500;500; 73560; 6.13; 6.13;;;3854
Shopping Itapecerica;2013-12-03;2;3000;3000; 1126800; 9.39; 9.39;;;19465
Concreserv Concreto e Serviços Ltda;2013-11-29;1;1001;1001; 120240; 10.01;;;1983;7352
Grupo de Comunicação Três Ltda;2013-12-02;1;500;500; 127560; 10.63; 10.63;;;5983
ITW Delfast do Brasil Ltda;2013-12-02;1;900;900; 229608; 10.63; 10.63;;;12013
Komatsu do Brasil Ltda;2014-01-29;1;1001;1001; 247928; 10.32; 10.32;;;9573
Condomínio Edifício Delta Plaza;2014-01-28;1;600;600; 157824; 10.96; 10.96;;;8377
Condomínio Cidade Jardim Corporate Center;2013-11-01;1;1001;1001; 22002; 10.32; 10.32;;1625;18959
Instituto Educacional Professor Pasquale Cascino;2013-12-01;5;;1500; 1801800; 10.01; 10.01;;;
Associação Largo XIII;2014-01-31;5;3000;3000; 3488400; 9.69; 9.69;;;
Bombril SA;2014-01-31;1;;10001; 1766010; 9.08; 11.84;;;121949
Golden Shopping São Bernardo;2014-01-02;1;3000;3000; 697680; 9.69; 9.69;;;
Associação do Via Vale Garden Shopping;2014-02-25;1;3400;3400; 441456; 5.58; 5.58;;;45201
Bacardi-Martini do Brasil Indústria e Comércio Ltda ;2013-12-11;1;1300;1300; 209290; 10.32; 10.32;;;
Condomínio Infinity Master;2014-02-25;1;3000;3000; 697680; 9.69; 9.69;;;27109
Dimas de Melo Pimenta Sistemas de Ponto e Acesso Ltda;2014-03-28;1;500;500; 131520; 10.96; 10.96;;;4323
Associação Beneficente Providência Azul;2014-03-19;5;1240;1240; 1535616; 10.32; 10.32;;;
ISCP Sociedade Educacional SA;2014-03-21;1;850;850; 223584; 10.96; 10.96;;;5437
Brookfield Brasil Shopping Centers Administradora Ltda;2014-03-31;1;9000;; 1696680; 9.69; 6.02;;;86805
Clariant S/A;2014-04-18;1;12950;12950; 1732464; 9.08; 9.08;;;
Condomínio Comercial Shopping Pátio Higienópolis;2014-03-31;1;10001;10001; 1669367; 9.08; 4.83;;;84200
Bay Hill SP Administração Ltda;2014-03-25;1;;8000; 1621440; 9.69; 7.20;;;60162
Condomínio West Plaza Shopping Center I;2014-03-31;1;9000;; 1629720; 9.69; 5.40;;;62125
Sandvik do Brasil SA Indústria e Comércio / Dormer Tools S/A;2014-03-14;3;4500;4500; 3139560; 9.69; 9.69;;;
Comercial Frango Assado Ltda;2014-04-29;1;700;700; 106176; 6.32; 6.32;;;1628
Comil Ônibus S/A;2014-04-29;1;900;900; 136512; 6.32; 6.32;;;6257
Lua Nova Indústria e Comércio de Produtos Alimentícios Ltda;2014-04-30;1;3000;3000; 348840; 9.69;;;;
Prevent Senior Private Operadora de Saúde Ltda;2014-05-23;1;3000;3000; 697680; 9.69; 9.69;;;24150
Condomínio Edifício Sudameris;2014-05-01;5;600;600; 789120; 10.96; 10.96;;;3485
Sub Condomínio do Shopping Villa Lobos;2014-05-23;1;10001;10001; 1669367; 9.08; 4.83;;;51055
Serviço de Apoio às Micro e Pequenas Empresas do Estado de São Paulo - Sebrae S Paulo;2014-07-29;1;700;700; 184128; 10.96; 10.96;;;3184
Condomínio Edifício Bolsa de Imóveis do Estado de São Paulo;2014-06-27;5;1900;1900; 2352961; 10.32; 10.32;;;9571
Companhia de Processamento de Dados do Estado de São Paulo;2014-07-07;5;3398;3398; 790239; 9.69; 9.69;;;15834
São Paulo Transporte S/A - SPTrans;2014-08-11;5;20001;20001; 20353018; 8.48; 8.48;;;86259
Associação E-Business Park;2014-08-12;1;8000;8000; 1860480; 9.69; 9.69;;;27557
S A Fábrica de Produtos Alimentícios - Vigor ;2014-10-27;1;14000;14000; 2283120; 9.08; 4.51;;;
Condomínio Morumbi Corporate Towers;2014-09-25;5;3072;3072; 3572122; 9.69; 9.69;;;10158
Condomínio Centenário Plaza;2014-10-28;5;3800;3800; 4418640; 9.69; 9.69;;;
Sucocítrico Cutrale Ltda;2008-08-01;1;13772;12381; 788917; 5.31;;170153;186953;207219
Santos Futebol Clube;2012-03-21;1;1774;1031; 182116; 7.36; 7.36;;;
Tivit Terceirização de Processos. Serviços e Tecnologia S/A;2014-01-21;1;2318;1992; 390591; 8.17; 8.17;;;
Sindicato dos Comerciários de São Paulo;2014-04-15;1;973;1672; 327846; 8.17; 8.17;;;
San Michel Palace Hotel Ltda;2013-08-26;1;500;500; 73560; 6.13; 6.13;;;
Localfrio SA Armazéns Gerais Frigoríficos - Filial;21/3/2011;1;1226;1158; 95743; 6.89;;;;
Litoragua - Transportes e Serviços Ltda - EPP;2011-05-04;1;1489;4212; 326009; 6.45;;;;
Bunge Alimentos SA;2010-07-06;1;1850;1301; 206703; 6.62; 6.62;;;
Condomínio Shopping Pátio Iporanga;2010-12-01;1;1194;816; 143159; 7.31; 7.31;15147;15465;17908
Franzese Indústria e Comércio da Pesca Ltda;2011-01-01;1;1390;810; 71053; 7.31;;14816;15591;20857
Ecopátio Logística Cubatão;2011-01-01;1;2256;1231; 101779; 6.89;;24736;33843;28490
Ecopátio Logística Cubatão;2011-01-01;1;775;597; 52369; 7.31;;10020;15157;11631
Standard Logística e Distribuição SA;2011-01-05;1;2212;1291; 106740; 6.89;;;;
Terminal de Graneís do Guarujá S/A;2010-01-05;1;3193;4393; 326839; 6.20;;;;
Valim Serviços Técnicos Ltda;2009-11-27;1;5464;3000; 223200; 6.20;;;;
Embraer SA;2011-03-15;1;6500;6500; 734760; 4.71; 4.71;;;
Supermercado Ourinhos Ltda;31/7/2012;1;;1200;267840; 9.30; 9.30;;;
Moto Honda da Amazônia;20/4/2011;5;;540;599400; 9.25; 9.25;;;
Condomínio Franca Shopping Center;;1;;1920; 247449.60; 5.37; 5.37;;;
Condomínio do Serramar Parque Shopping;11/3/2013;1;;2000; 417600; 8.70; 8.70;;;
Associação Hospitalar Sino-Brasileiro;5/7/2010;1;;1200;241056; 8.37; 8.37;;;
Colégio Albert Sabin;10/3/2011;1;;500;111000; 9.25; 9.25;;;
Condominio Modular Castelo Branco I;13/6/2012;1;;600;71136; 9.88; 9.88;;;
Morumby Hotéis Ltda;22/1/2004;3;;5000;999000; 5.55;;;;
RR Donnelley Editora e Gráfica Ltda;3/6/2013;1;;1800;216216; 10.01;;;;
Edifício Monte Carlo Trade Center;2009;1;;500;94350; 9.25; 9.25;;;
Conjunto Comercial Petros/Iguatemi;10/8/2005;1;;10001;667267; 5.56;-;;;
Colgate Palmolive Industrila ltda Unidade Jaguaré;2011;1;;10001;2325808; 7.66;;;;
Centro de Estudos e Pesquisa Dr João Amorim;20/7/2011;1;;4000;783360; 8.16; 8.16;;;
Centro Empresarial Nações Unidas;4/1/2010;1;;10001;1353735; 7.36;;;;
Life Care Participações Hospitalares Ltda;26/1/2004;2;;5400;1438560; 5.55;;;;
CPM Braxis SA;25/6/2010;1;;2000;401760; 8.37; 8.37;;;
Dupont do Brasil SA;2012;1;;1001;219819; 9.30; 9.30;;;
Galvanoplastia Anchieta Ltda;13/6/2011;3;;1001;565756; 7.85;R $7.85;;;
Condominio Modular Castelo Branco II;13/6/2012;1;;500;71136; 9.88; 9.88;;;
Avon Cosmeticos Ltda;24/2/2014;5;;20001;14280714;7.66; 4.24;;;
Unipac Embalagens Ltda;15/5/2009;1;;3000;540720; 7.51;-;;;
Citrosuco Paulista SA;2002-12-30;1;;10001;830483; 3.46;;;;
Jockey Club de São Paulo;15/8/2008;1;;3000;257400; 7.15;;;;
Condomínio Shopping Jardim Sul;2008;1;;4000;686400; 7.15; 7.15;;;
Siol Alimentos Ltda;7/11/2007;1;;4000;343200; 7.15;;;;
Condomínio do Bourbon Shopping Pompeia;24/4/2009;1;;5000;858000; 7.15;;;;
Condomínio Empresarial Araguaia II;1/6/2012;1;;1700;189720; 9.30;;;;
Condomínio Edifício Atrium VI;27/4/2012;1;;1170;261144; 9.30; 9.30;;;
Blanver Farmoquímica Ltda;2013-10-11;1;;;168168;;;;;
Basf SA;19/5/2011;5;;20001;7550654; 6.45; 3.02;;;
Hércules Equipamentos de Proteção Ltda;4/9/2013;1;;500;127560; 10.63; 10.63;;;
Diosynth Produtos Farmaco-Químicos Ltda;1/3/2010;1;;3100;602112; 7.84;;;;
Casa Suíça Indústria Alimentícia;3/8/2010;1;;500;106680; 8.89; 8.89;;;
Cruzada Bandeirante São Camilo Assistencia Medica-Social;19/4/2012;1;;4200;878976; 8.72; 8.72;;;
Unidock's Assessoria e Logística de Materiais Ltda;31/7/2012;1;;800;189696; 9.88; 9.88;;;
Associação Edifício Odebrecht São Paulo;13/1/2014;1;;1001;247298; 10.32; 10.32;;;
Ecolab Química Ltda;2010-12-15;1;;1001;104624; 8.71;;;;
Hospital Ana Costa S/A;8/1/2010;1;;4612;686265; 6.20;;;;
Sanofi Aventis Farmacêutica Ltda;28/4/2010;1;;3000;282240; 7.84;;;;
Continental Automotive do Brasil Ltda;11/2/2011;1;;7000;395640; 4.71;;;;
Telecomunicações de São Paulo S/A - Telefônica;5/11/2003;5;;55804;13058136; 3.90;;;;
Condomínio Edificio Bienal First Class Flat Service;2012-10-29;1;;575;143382; 10.39; 10.39;;;
IOB Informações Objetivas Publicações Jurídicas Ltda;2012-11-28;1;;760;189513; 10.39; 10.39;;;
Mahle Metal Leve S/A;31/1/2013;3;;3000;4019486; 9.17; 5.12;;;
Mit2 Comércio de Veículos Ltda;2011-06-28;5;;500; 555000; 9.25; 9.25;;;
Mercedes Benz do Brasil Ltda;2012-10-17;5;;50000;28468800; 6.87;;;;
Slip Química;6/8/2013;1;;500;114804; 10.63; 10.63;;;
Videolar SA;3/12/2010;1;;800;170688; 8.89; 8.89;;;
Ibep Gráfica Ltda;Não informado;1;;2000;446400; 9.30; 9.30;;;
Titan Pneus do Brasil Ltda;11/8/2014;1;;3600;837216; 9.69; 9.69;;;
Denver Cotia;12/3/2008;1;;4000;806400; 8.40; 8.40;;;
Flint Ink do Brasil Ltda;2010-11-22;1;;1001;180892; 8.71;;;;
Cruzada Bandeirantes São Camilo Assistencia Medica-Social;28/4/2009;1;;8000;720960; 7.51;;;;
Brico Bread Alimentos Ltda;3/7/2012;1;;1001;111711; 9.30;;;;
Condomínio Edifício Plaza Alphaville;30/5/2011;1;;500;115450; 9.25;;;;
Rochaverá Desenvolvimento Imobiliário Ltda;4/1/2010;5;;10001;1353735; 7.36; 3.92;;;
Multi Investhors Empreendimentos e Participações Ltda;21/9/2010;1;;1001;Não informado; 8.37;;;;
Condomínio Hotel Villa Lobos;3/4/2012;1;;1001;111712; 9.30; 9.30;;;
Corneta Ltda;27/2/2013;1;;1001;117477; 9.78;;;;
Casa Bahia Comercial Ltda;22/7/2008;1;;3000;514800; 7.15;;;;
Nestlé Brasil Ltda;6/8/2012;5;;7000;6682200; 8.72; 7.19;;;
Alcon Laboratórios do Brasil Ltda (Novartis);2010-10-26;1;;1500; 313560; 8.71; 8.71;;;
Condomínio West Side;17/1/2011;1;;1001;177789; 8.71;;;;
Condomínio Edifício Guinzza Trade Center;30/7/2011;1;;1001;194467; 8.71;;;;
Osram do Brasil;2/9/2011;1;;1001;239063; 9.30; 9.30;;;
Concessionária da Linha 4 do Metrô;2012;1;;1001;; 9.30; 9.30;;;
Cecil S/A - Laminação de Metais;31/5/2012;1;;1001;111711; 9.30; 9.30;;;
Condomínio West Point;1/10/2010;1;;1001;177789; 8.71; 8.71;;;
Banco Bradesco SA;24/1/2014;1;;20442;4816024; 8.48; 8.48;;;
Condomínio Edifício Fortune Office Center;19/1/2011;1;;500;111000; 9.25; 9.25;;;
MC Construction Chemicals Brasil Industria e Comercio Ltda;5/11/2014;1;;500;160992; 10.32;;;;
Sabó Indústria e Comércio de Autopeças Ltda;22/8/2005;1;;12000;1601280; 5.56;;;;
Soplast Plásticos Soprados Ltda;2011-10-15;1;;1600;301440; 7.85; 7.85;;;
Semikron Semicondutores Ltda;14/2/2012;1;;2000;313920; 10.32; 10.32;;;
Condomínio Edifício Santa Filippa ;2012-06-14;1;;690;163613; 9.88; 9.88;;;
Condomínio Edifício e Galerias São Bento;1/12/2010;1;;1001;209249; 8.71; 8.71;;;
Glenmark Farmacêutica Ltda;2012-10-22;1;;700;211248; 10.39; 10.39;;;
Colbras Indústria e Comércio Ltda;21/2/2011;1;;1001;209249; 8.71; 8.71;;;
Centro Administrativo Rio Negro;12/4/2010;1;;3200;451584; 7.84; 7.84;;;
Rassini-NHK Autopeças Ltda;2013-12-23;1;;3500;590121; 9.69; 9.69;;;
Promax Produtos Máximos SA Indústria e Comércio;31/1/2011;1;;500;111000; 9.25; 9.25;;;
Fresh Start Bakeries Industrial Ltda;16/1/2012;3;;2500;1674000; 9.30; 9.30;;;
Banco do Estado de São Paulo SA - Banespa/Banco Santander Brasil SA;14/7/2004;2;;20376;2225059; 4.55;;;;
WLC Administradora de Imóveis;2012;1;;1400;; 9.30; 9.30;;;
Thyssenkrupp Bilstein Brasil Molas e Componentes de Suspensão Ltda;2010-04-28;1;;3000; 564480; 7.84; 7.84;;;
Bayer SA;24/4/2006;1;;5000;387600; 6.46;;;;
Mendes Hotéis Turismo e Administradora Ltda;31/1/2003;1;;17053;708041; 3.46;;;;
Mecano Pack Embalagens SA;2011-10-26;1;;500;111000; 9.25; 9.25;;;
Tower Automotive do Brasil SA;20/1/2009;1;;3000;270360; 7.51;;;;
Grupo Abril (Editora Abril/Abril Music/MTV Brasil/Editora Ática/DINAP SA);25/9/2002;2;;12546;1318836; 4.38;;;;
Astrazeneca do Brasil SA;1/12/2010;2;;2000;836160; 8.71; 8.71;;;
Altacoppo Indústria de Comércio de Produtos Descartáveis Ltda;31/8/2011;1;;1001;104624; 8.71; 8.71;;;
Ambiental Distribuidora de Água Ltda - EPP;2011;1;;1137;100420; 7.36;;;;
Crisália Produtos Químicos Farmacêuticos Ltda;2012-10-26;1;;3000;722963; 9.17; 9.17;;;
Cia Entrepostos Armazéns Gerais do Estado de São Paulo (CEAGESP);2001-10-31;1;;44000;24288000; 4.03; 5.17;;;
Banco Itaú S/A;3/5/2004;1;;30912;1643282; 4.43;;;;
Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein;22/3/2011;1;;22418;13752770; 7.15; 7.15;;;
Volkswagen do Brasil Ltda;28/6/2002;1;;30001;1571413; 2.19;;;;
Condomínio Edifício Cidade Luz;12/8/2011;1;;857;190254; 9.25; 9.25;;;
Companhia Brasileira de Distribuição - Pão de Açúcar;13/6/2002;5;;47702;16740890; 3.25; 3.25;;;
Condomínio Edifício Convention Center Berrini;2012-12-28;1;;3000;660240; 9.17; 9.17;;;
Daiichi Sankyo Farmacêutica Brasil Ltda;2013;1;;1100;264264; 10.01;;;;
Mc Donald's Comércio de Alimentos Ltda;28/6/2002;5;;20001;4842241; 4.02; 4.02;;;
Condomínio Flamingo Alpha Mall;2012-12-11;1;;720;; 10.39; 10.39;;;
