Brasil Novo|PA|17960|7|39.0|475
Brasileira|PI|8057|1||
Brasilândia|MS|11807|0|0.0|2620
Brasilândia de Minas|MG|14642|1|6.8|2317
Brasilândia do Sul|PR|3107|0||
Brasilândia do Tocantins|TO|2086|0||
Brasiléia|AC|22261|5|22.5|1047
Brasnorte|MT|16194|10|61.8|138
Brasília|DF|2648532|1031|38.9|478
Brasília de Minas|MG|31356|4|12.8|1738
Brasópolis|MG|14585|0|0.0|2620
Brazabrantes|GO|3302|0||
Braço do Norte|SC|29672|2|6.7|2322
Braço do Trombudo|SC|3498|0||
Braúna|SP|5118|0||
Braúnas|MG|4973|0||
Brejetuba|ES|11950|5|41.8|416
Brejinho|PE|7312|1||
Brejinho|RN|11769|2|17.0|1407
Brejinho de Nazaré|TO|5232|2||
Brejo|MA|34242|1|2.9|2597
Brejo Alegre|SP|2614|0||
Brejo Grande|SE|7839|3||
Brejo Grande do Araguaia|PA|7295|2||
Brejo Santo|CE|46207|18|39.0|477
Brejo da Madre de Deus|PE|46248|27|58.4|177
Brejo de Areia|MA|4962|2||
Brejo do Cruz|PB|13313|7|52.6|241
Brejo do Piauí|PI|3724|0||
Brejo dos Santos|PB|6236|1||
Brejolândia|BA|11247|0|0.0|2620
Brejão|PE|8834|4||
Brejões|BA|14123|2|14.2|1651
Breu Branco|PA|55521|18|32.4|643
Breves|PA|94779|12|12.7|1750
Britânia|GO|5544|2||
Brochier|RS|4726|0||
Brodowski|SP|21707|0|0.0|2620
Brotas|SP|21987|4|18.2|1315
Brotas de Macaúbas|BA|10479|0|0.0|2620
Brumadinho|MG|35085|4|11.4|1837
Brumado|BA|64972|14|21.5|1083
Brunópolis|SC|2778|0||
Brusque|SC|109950|10|9.1|2057
Brás Pires|MG|4567|0||
Bueno Brandão|MG|10886|0|0.0|2620
Buenos Aires|PE|12618|2|15.9|1516
Buenópolis|MG|10281|2|19.5|1198
Buerarema|BA|18528|11|59.4|169
Bugre|MG|3999|0||
Bujari|AC|8782|1||
Bujaru|PA|26400|7|26.5|852
Buri|SP|18705|5|26.7|841
Buritama|SP|15655|3|19.2|1222
Buriti|MA|27449|1|3.6|2568
Buriti Alegre|GO|9105|1||
Buriti Bravo|MA|23119|0|0.0|2620
Buriti de Goiás|GO|2546|0||
Buriti do Tocantins|TO|10059|1|9.9|1933
Buriti dos Lopes|PI|19212|1|5.2|2478
Buriti dos Montes|PI|8079|0||
Buriticupu|MA|67378|18|26.7|843
Buritinópolis|GO|3312|0||
Buritirama|BA|19853|1|5.0|2488
Buritirana|MA|14930|0|0.0|2620
Buritis|MG|23091|2|8.7|2114
Buritis|RO|33397|38|113.8|11
Buritizal|SP|4111|0||
Buritizeiro|MG|27076|14|51.7|253
Butiá|RS|20419|5|24.5|948
Buíque|PE|53304|14|26.3|870
Bálsamo|SP|8284|1||
Caapiranga|AM|11303|1|8.8|2089
Caaporã|PB|20653|7|33.9|602
Caarapó|MS|26532|7|26.4|864
Caatiba|BA|10576|1|9.5|2004
Cabaceiras|PB|5148|0||
Cabaceiras do Paraguaçu|BA|17582|2|11.4|1840
Cabeceira Grande|MG|6534|0||
Cabeceiras|GO|7444|0||
Cabeceiras do Piauí|PI|10144|0|0.0|2620
Cabedelo|PB|60226|51|84.7|46
Cabixi|RO|6132|0||
Cabo Frio|RJ|195197|123|63.0|124
Cabo Verde|MG|13838|0|0.0|2620
Cabo de Santo Agostinho|PE|189222|177|93.5|29
Cabreúva|SP|42889|4|9.3|2020
Cabrobó|PE|31497|7|22.2|1053
Cabrália Paulista|SP|4322|0||
Cacaulândia|RO|5791|5||
Cacequi|RS|13430|2|14.9|1593
Cachoeira|BA|32270|13|40.3|448
Cachoeira Alta|GO|10841|5|46.1|337
Cachoeira Dourada|GO|8214|1||
Cachoeira Dourada|MG|2536|0||
Cachoeira Grande|MA|8607|0||
Cachoeira Paulista|SP|30527|3|9.8|1943
Cachoeira da Prata|MG|3635|0||
Cachoeira de Goiás|GO|1405|0||
Cachoeira de Minas|MG|11107|0|0.0|2620
Cachoeira de Pajeú|MG|9025|0||
Cachoeira do Arari|PA|21147|1|4.7|2515
Cachoeira do Piriá|PA|28153|7|24.9|931
Cachoeira do Sul|RS|83217|4|4.8|2507
Cachoeira dos Índios|PB|9685|0||
Cachoeiras de Macacu|RJ|55139|6|10.9|1867
Cachoeirinha|PE|19088|3|15.7|1523
Cachoeirinha|RS|119896|32|26.7|845
Cachoeirinha|TO|2167|0||
Cachoeiro de Itapemirim|ES|192156|45|23.4|996
Cacimba de Areia|PB|3590|0||
Cacimba de Dentro|PB|16885|1|5.9|2404
Cacimbas|PB|6877|0||
Cacimbinhas|AL|10307|2|19.4|1203
Cacique Doble|RS|4883|0||
Cacoal|RO|79330|16|20.2|1152
Caconde|SP|18563|0|0.0|2620
Caculé|BA|22577|0|0.0|2620
Caetanos|BA|14926|1|6.7|2325
Caetanópolis|MG|10467|0|0.0|2620
Caetité|BA|47774|3|6.3|2374
Caeté|MG|41423|4|9.7|1968
Caetés|PE|26946|7|26.0|881
Cafarnaum|BA|17398|2|11.5|1826
Cafeara|PR|2727|2||
Cafelândia|PR|15194|0|0.0|2620
Cafelândia|SP|16730|1|6.0|2400
Cafezal do Sul|PR|4236|0||
Caiabu|SP|4072|0||
Caiana|MG|5059|0||
Caiapônia|GO|17072|6|35.1|567
Caibaté|RS|4914|0||
Caibi|SC|6199|2||
Caicó|RN|63571|7|11.0|1861
Caieiras|SP|88841|8|9.0|2072
Cairu|BA|15973|7|43.8|380
Caiuá|SP|5167|1||
Caiçara|PB|7205|0||
Caiçara|RS|4995|2||
Caiçara do Norte|RN|6043|0||
Caiçara do Rio do Vento|RN|3375|0||
Cajamar|SP|66131|19|28.7|758
Cajapió|MA|10740|0|0.0|2620
Cajari|MA|18603|0|0.0|2620
Cajati|SP|28243|3|10.6|1886
Cajazeiras|PB|59130|7|11.8|1803
Cajazeiras do Piauí|PI|3413|1||
Cajazeirinhas|PB|3061|1||
Cajobi|SP|9858|0||
Cajueiro|AL|20626|12|58.2|178
Cajueiro da Praia|PI|7321|0||
Cajuri|MG|4026|1||
Cajuru|SP|23763|0|0.0|2620
Caldas|MG|13764|0|0.0|2620
Caldas Brandão|PB|5710|1||
Caldas Novas|GO|73616|35|47.5|310
Caldazinha|GO|3396|0||
Caldeirão Grande|BA|12658|1|7.9|2197
Caldeirão Grande do Piauí|PI|5700|0||
Califórnia|PR|8129|1||
Calmon|SC|3375|0||
Calumbi|PE|5643|0||
Calçado|PE|11051|1|9.0|2065
Calçoene|AP|9343|1||
Camacan|BA|31535|21|66.6|106
Camacho|MG|3097|0||
Camalaú|PB|5793|3||
Camamu|BA|35366|14|39.6|459
Camanducaia|MG|21162|0|0.0|2620
Camapuã|MS|13609|3|22.0|1061
Camaquã|RS|63124|4|6.3|2366
Camaragibe|PE|146847|39|26.6|849
Camargo|RS|2607|0||
Camaçari|BA|255238|209|81.9|50
Cambará|PR|24060|2|8.3|2154
Cambará do Sul|RS|6498|0||
Cambira|PR|7319|0||
Camboriú|SC|65520|32|48.8|287
Cambuci|RJ|14851|0|0.0|2620
Cambuquira|MG|12612|0|0.0|2620
Cambuí|MG|27020|1|3.7|2567
Cambé|PR|98024|38|38.8|481
Cametá|PA|124411|17|13.7|1678
Camocim|CE|60870|4|6.6|2339
Camocim de São Félix|PE|17405|1|5.7|2419
Campanha|MG|15635|1|6.4|2356
Campanário|MG|3586|0||
Campestre|AL|6655|1||
Campestre|MG|20707|0|0.0|2620
Campestre da Serra|RS|3259|0||
Campestre de Goiás|GO|3421|0||
Campestre do Maranhão|MA|13649|1|7.3|2258
Campina Grande|PB|389995|224|57.4|181
Campina Grande do Sul|PR|39404|42|106.6|14
Campina Verde|MG|19358|2|10.3|1907
Campina da Lagoa|PR|15149|6|39.6|458
Campina das Missões|RS|5982|1||
Campina do Monte Alegre|SP|5622|0||
Campina do Simão|PR|4033|4||
Campinas|SP|1098630|156|14.2|1647
Campinas do Piauí|PI|5449|0||
Campinas do Sul|RS|5476|0||
Campinaçu|GO|3649|1||
Campinorte|GO|11333|3|26.5|855
Campinápolis|MT|14590|1|6.9|2313
Campo Alegre|AL|52327|13|24.8|932
Campo Alegre|SC|11766|2|17.0|1406
Campo Alegre de Goiás|GO|6292|1||
Campo Alegre de Lourdes|BA|28156|0|0.0|2620
Campo Alegre do Fidalgo|PI|4815|0||
Campo Azul|MG|3701|0||
Campo Belo|MG|51900|11|21.2|1099
Campo Belo do Sul|SC|7398|4||
Campo Bom|RS|60989|8|13.1|1714
Campo Bonito|PR|4299|2||
Campo Erê|SC|9222|0||
Campo Florido|MG|7103|3||
Campo Formoso|BA|67305|6|8.9|2080
Campo Grande|AL|9273|2||
Campo Grande|MS|805397|182|22.6|1039
Campo Grande do Piauí|PI|5704|0||
Campo Largo|PR|115336|48|41.6|420
Campo Largo do Piauí|PI|6964|0||
Campo Limpo Paulista|SP|75637|11|14.5|1618
Campo Limpo de Goiás|GO|6476|0||
Campo Magro|PR|25513|13|51.0|265
Campo Maior|PI|45493|7|15.4|1557
Campo Mourão|PR|88209|50|56.7|194
Campo Novo|RS|5269|0||
Campo Novo de Rondônia|RO|12847|8|62.3|133
Campo Novo do Parecis|MT|29078|15|51.6|254
Campo Redondo|RN|10427|0|0.0|2620
Campo Verde|MT|33759|4|11.8|1802
Campo de Santana|PB|10394|2|19.2|1214
Campo do Brito|SE|16987|6|35.3|563
Campo do Meio|MG|11483|3|26.1|876
Campo do Tenente|PR|7245|0||
Campos Altos|MG|14416|0|0.0|2620
Campos Belos|GO|18616|0|0.0|2620
Campos Borges|RS|3451|0||
Campos Gerais|MG|27760|1|3.6|2570
Campos Lindos|TO|8517|2||
Campos Novos|SC|33313|4|12.0|1793
Campos Novos Paulista|SP|4594|0||
Campos Sales|CE|26648|7|26.3|869
Campos Verdes|GO|4562|1||
Campos de Júlio|MT|5494|8||
Campos do Jordão|SP|48324|6|12.4|1765
Campos dos Goytacazes|RJ|472300|222|47.0|317
Camutanga|PE|8204|1||
Cana Verde|MG|5578|1||
Canabrava do Norte|MT|4756|1||
Cananéia|SP|12216|1|8.2|2166
Canapi|AL|17238|8|46.4|330
Canarana|BA|24430|2|8.2|2165
Canarana|MT|19260|7|36.3|531
Canas|SP|4502|0||
Canavieira|PI|3892|0||
Canavieiras|BA|31902|15|47.0|316
Canaã|MG|4604|0||
Canaã dos Carajás|PA|29101|12|41.2|428
Candeal|BA|8720|0||
Candeias|BA|84121|61|72.5|74
Candeias|MG|14616|1|6.8|2316
Candeias do Jamari|RO|20787|13|62.5|131
Candelária|RS|30260|8|26.4|858
Candiba|BA|13329|2|15.0|1584
Candiota|RS|8878|1||
Candói|PR|15104|2|13.2|1701
Canela|RS|40076|1|2.5|2609
Canelinha|SC|10845|0|0.0|2620
Canguaretama|RN|31506|2|6.3|2364
Canguçu|RS|53533|4|7.5|2238
Canhoba|SE|3955|0||
Canhotinho|PE|24461|7|28.6|763
Canindé|CE|75209|23|30.6|691
Canindé de São Francisco|SE|25733|9|35.0|575
Canitar|SP|4504|0||
Canoas|RS|326505|142|43.5|385
Canoinhas|SC|52937|3|5.7|2434
Cansanção|BA|33054|7|21.2|1101
Cantagalo|MG|4249|0||
Cantagalo|PR|12974|3|23.1|1010
Cantagalo|RJ|19830|1|5.0|2487
Cantanhede|MA|20879|6|28.7|757
Canto do Buriti|PI|20375|2|9.8|1944
Cantá|RR|14707|4|27.2|824
Canudos|BA|15941|2|12.5|1757
Canudos do Vale|RS|1785|0||
Canutama|AM|13986|0|0.0|2620
Canápolis|BA|9395|0||
Canápolis|MG|11476|1|8.7|2109
Capanema|PA|64624|13|20.1|1157
Capanema|PR|18570|2|10.8|1875
Caparaó|MG|5241|0||
Capela|AL|16728|10|59.8|165
Capela|SE|31402|5|15.9|1506
Capela Nova|MG|4724|0||
Capela de Santana|RS|11851|1|8.4|2141
Capela do Alto|SP|18029|0|0.0|2620
Capela do Alto Alegre|BA|11485|2|17.4|1379
Capelinha|MG|35368|2|5.7|2436
Capetinga|MG|7039|0||
Capim|PB|5816|1||
Capim Branco|MG|9030|3||
Capim Grosso|BA|27067|6|22.2|1054
Capinzal|SC|21064|0|0.0|2620
Capinzal do Norte|MA|10722|0|0.0|2620
Capinópolis|MG|15424|1|6.5|2345
Capistrano|CE|17202|3|17.4|1376
Capitão|RS|2647|0||
Capitão Andrade|MG|5019|1||
Capitão Enéas|MG|14372|0|0.0|2620
Capitão Gervásio Oliveira|PI|3946|0||
Capitão Leônidas Marques|PR|15060|3|19.9|1168
Capitão Poço|PA|52214|12|23.0|1019
Capitão de Campos|PI|11092|0|0.0|2620
Capitólio|MG|8251|0||
Capivari|SP|49650|2|4.0|2551
Capivari de Baixo|SC|22145|0|0.0|2620
Capivari do Sul|RS|4009|1||
Capixaba|AC|9368|3||
Capoeiras|PE|19599|7|35.7|549
Caputira|MG|9060|0||
Capão Alto|SC|2713|0||
Capão Bonito|SP|46095|8|17.4|1386
Capão Bonito do Sul|RS|1730|1||
Capão da Canoa|RS|43783|22|50.2|270
Capão do Cipó|RS|3187|0||
Capão do Leão|RS|24386|2|8.2|2162
Caracaraí|RR|19019|40|210.3|1
Caracol|MS|5520|0||
Caracol|PI|10448|0|0.0|2620
Caraguatatuba|SP|104150|31|29.8|713
Carambeí|PR|19813|2|10.1|1919
Caranaíba|MG|3260|0||
Carandaí|MG|23692|0|0.0|2620
Carangola|MG|32353|5|15.5|1548
Carapebus|RJ|14024|6|42.8|396
Carapicuíba|SP|373358|73|19.6|1192
Caratinga|MG|86364|21|24.3|957
Carauari|AM|26130|5|19.1|1227
Caravelas|BA|21612|4|18.5|1286
Carazinho|RS|59569|17|28.5|765
Caraá|RS|7450|0||
Caraí|MG|22549|4|17.7|1351
Caraíbas|BA|9879|0||
Caraúbas|PB|3951|1||
Caraúbas|RN|19692|8|40.6|443
Caraúbas do Piauí|PI|5634|0||
Carbonita|MG|9176|0||
Cardeal da Silva|BA|9030|2||
Cardoso|SP|11836|0|0.0|2620
Cardoso Moreira|RJ|12601|1|7.9|2189
Careaçu|MG|6372|0||
Careiro|AM|33517|3|9.0|2079
Careiro da Várzea|AM|24937|0|0.0|2620
Cariacica|ES|352431|256|72.6|71
Caridade|CE|20687|10|48.3|297
Caridade do Piauí|PI|4915|0||
Carinhanha|BA|28519|2|7.0|2288
Carira|SE|20345|7|34.4|589
Cariri do Tocantins|TO|3872|3||
Caririaçu|CE|26471|11|41.6|422
Cariré|CE|18391|3|16.3|1470
Cariús|CE|18586|2|10.8|1876
Carlinda|MT|10793|5|46.3|331
Carlos Barbosa|RS|25898|1|3.9|2565
Carlos Chagas|MG|19779|5|25.3|914
Carlos Gomes|RS|1561|0||
Carlópolis|PR|13767|1|7.3|2262
Carmo|RJ|17758|1|5.6|2440
Carmo da Cachoeira|MG|11872|0|0.0|2620
Carmo da Mata|MG|11007|0|0.0|2620
Carmo de Minas|MG|13932|1|7.2|2272
Carmo do Cajuru|MG|20444|3|14.7|1610
Carmo do Paranaíba|MG|29777|3|10.1|1921
Carmo do Rio Claro|MG|20531|3|14.6|1615
Carmo do Rio Verde|GO|9097|7||
Carmolândia|TO|2363|0||
Carmésia|MG|2477|0||
Carmópolis|SE|14130|6|42.5|400
Carmópolis de Minas|MG|17456|1|5.7|2423
Carnaubais|RN|10000|0|0.0|2620
Carnaubal|CE|16975|4|23.6|989
Carnaubeira da Penha|PE|11991|2|16.7|1439
Carnaíba|PE|18707|4|21.4|1094
Carnaúba dos Dantas|RN|7559|1||
Carneirinho|MG|9556|1||
Carneiros|AL|8548|2||
Caroebe|RR|8480|2||
Carolina|MA|23955|1|4.2|2541
Carpina|PE|76527|23|30.1|703
Carrancas|MG|3958|0||
Carrapateira|PB|2441|0||
Carrasco Bonito|TO|3759|0||
Caruaru|PE|324095|154|47.5|311
Carutapera|MA|22517|1|4.4|2523
Carvalhos|MG|4530|0||
Carvalhópolis|MG|3380|0||
Casa Branca|SP|28535|1|3.5|2573
Casa Grande|MG|2241|0||
Casa Nova|BA|66331|17|25.6|895
Casca|RS|8683|0||
Cascalho Rico|MG|2893|0||
Cascavel|CE|67503|30|44.4|364
Cascavel|PR|292372|176|60.2|158
Caseara|TO|4744|1||
Caseiros|RS|3030|0||
Casimiro de Abreu|RJ|37340|6|16.1|1493
Casinhas|PE|13830|2|14.5|1626
Casserengue|PB|7132|1||
Cassilândia|MS|21099|5|23.7|979
Castanhal|PA|178986|96|53.6|222
Castanheira|MT|8298|1||
Castanheiras|RO|3479|1||
Castelo|ES|35048|4|11.4|1834
Castelo do Piauí|PI|18336|1|5.5|2460
Castelândia|GO|3602|0||
Castilho|SP|18465|2|10.8|1873
Castro|PR|67613|16|23.7|986
Castro Alves|BA|25555|5|19.6|1190
Cataguases|MG|70630|4|5.7|2435
Catalão|GO|90004|21|23.3|1000
Catanduva|SP|113873|12|10.5|1891
Catanduvas|PR|10169|1|9.8|1940
Catanduvas|SC|9746|0||
Catarina|CE|19228|4|20.8|1122
Catas Altas|MG|4938|0||
Catas Altas da Noruega|MG|3489|0||
Catende|PE|38812|5|12.9|1723
Catiguá|SP|7214|0||
Catingueira|PB|4822|2||
Catolândia|BA|3215|0||
Catolé do Rocha|PB|29079|4|13.8|1670
Catu|BA|51734|19|36.7|522
Catuji|MG|6614|2||
Catunda|CE|10053|0|0.0|2620
Caturama|BA|8817|0||
Caturaí|GO|4740|3||
Caturité|PB|4598|1||
Catuti|MG|5067|0||
Catuípe|RS|9191|1||
Caucaia|CE|336091|174|51.8|252
Cavalcante|GO|9429|0||
Caxambu|MG|21641|2|9.2|2035
Caxambu do Sul|SC|4283|0||
Caxias|MA|158059|85|53.8|220
Caxias do Sul|RS|446911|123|27.5|810
Caxingó|PI|5174|0||
Caçador|SC|71886|12|16.7|1437
Caçapava|SP|86054|19|22.1|1058
Caçapava do Sul|RS|33547|10|29.8|708
Caçu|GO|13692|1|7.3|2260
Caém|BA|10013|0|0.0|2620
Ceará-Mirim|RN|69005|15|21.7|1074
Cedral|MA|10374|0|0.0|2620
Cedral|SP|8165|1||
Cedro|CE|24622|4|16.2|1478
Cedro|PE|10964|0|0.0|2620
Cedro de São João|SE|5672|1||
Cedro do Abaeté|MG|1199|0||
Celso Ramos|SC|2760|0||
Centenário|RS|2941|0||
Centenário|TO|2627|1||
Centenário do Sul|PR|11096|1|9.0|2070
Central|BA|17057|2|11.7|1810
Central de Minas|MG|6806|3||
Central do Maranhão|MA|8120|0||
Centralina|MG|10271|2|19.5|1196
Centro Novo do Maranhão|MA|19947|0|0.0|2620
Centro do Guilherme|MA|11979|1|8.3|2153
Cerejeiras|RO|16852|4|23.7|976
Ceres|GO|20924|4|19.1|1231
Cerqueira César|SP|17893|0|0.0|2620
Cerquilho|SP|41144|5|12.2|1782
Cerrito|RS|6324|0||
Cerro Azul|PR|17027|1|5.9|2409
Cerro Branco|RS|4478|0||
Cerro Corá|RN|10928|1|9.2|2049
Cerro Grande|RS|2390|0||
Cerro Grande do Sul|RS|10570|1|9.5|2003
Cerro Largo|RS|13384|2|14.9|1589
Cerro Negro|SC|3503|0||
Cesário Lange|SP|15942|0|0.0|2620
Cezarina|GO|7701|4||
Chalé|MG|5643|0||
Chapada|RS|9322|1||
Chapada Gaúcha|MG|11339|0|0.0|2620
Chapada da Natividade|TO|3278|3||
Chapada de Areia|TO|1345|1||
Chapada do Norte|MG|15184|0|0.0|2620
Chapada dos Guimarães|MT|18133|2|11.0|1858
Chapadinha|MA|75167|18|23.9|968
Chapadão do Céu|GO|7488|0||
Chapadão do Lageado|SC|2793|0||
Chapadão do Sul|MS|20855|7|33.6|616
Chapecó|SC|189052|46|24.3|956
Charqueada|SP|15395|5|32.5|641
Charqueadas|RS|36130|6|16.6|1447
Charrua|RS|3424|0||
Chaval|CE|12684|0|0.0|2620
Chavantes|SP|12102|0|0.0|2620
Chaves|PA|21557|0|0.0|2620
Chiador|MG|2759|0||
Chiapetta|RS|3979|0||
Chopinzinho|PR|19549|6|30.7|686
Chorozinho|CE|18947|8|42.2|407
Chorrochó|BA|10794|2|18.5|1283
Choró|CE|12982|4|30.8|683
Chupinguaia|RO|8721|1||
Chuvisca|RS|5011|0||
Chuí|RS|6031|0||
Chácara|MG|2856|0||
Chã Grande|PE|20399|1|4.9|2499
Chã Preta|AL|7146|2||
Chã de Alegria|PE|12601|2|15.9|1514
Cianorte|PR|71855|12|16.7|1436
Cidade Gaúcha|PR|11294|2|17.7|1353
Cidade Ocidental|GO|58262|35|60.1|161
Cidelândia|MA|13963|1|7.2|2276
Cidreira|RS|13240|9|68.0|96
Cipotânea|MG|6578|0||
Cipó|BA|15884|1|6.3|2370
Ciríaco|RS|4873|1||
Claraval|MG|4588|1||
Claro dos Poções|MG|7712|0||
Clementina|SP|7316|1||
Clevelândia|PR|17075|7|41.0|435
Cláudia|MT|11213|6|53.5|226
Cláudio|MG|26262|5|19.0|1243
Coaraci|BA|19937|14|70.2|86
Coari|AM|77305|22|28.5|772
Cocal|PI|27067|2|7.4|2251
Cocal de Telha|PI|4567|0||
Cocal do Sul|SC|15376|0|0.0|2620
Cocal dos Alves|PI|5635|0||
Cocalinho|MT|5510|0||
Cocalzinho de Goiás|GO|17827|12|67.3|99
Cocos|BA|18235|2|11.0|1863
Codajás|AM|24067|1|4.2|2543
Codó|MA|119079|15|12.6|1754
Coelho Neto|MA|47435|8|16.9|1421
Coimbra|MG|7135|1||
Coité do Nóia|AL|10765|2|18.6|1277
Coivaras|PI|3872|0||
Colares|PA|11495|0|0.0|2620
Colatina|ES|113054|41|36.3|533
Colina|SP|17478|1|5.7|2424
Colinas|MA|39635|1|2.5|2606
Colinas|RS|2414|0||
Colinas do Sul|GO|3496|1||
Colinas do Tocantins|TO|31675|8|25.3|915
Colméia|TO|8500|1||
Colniza|MT|28810|10|34.7|583
Colombo|PR|217443|133|61.2|149
Colorado|PR|22555|6|26.6|847
Colorado|RS|3472|0||
Colorado do Oeste|RO|18093|0|0.0|2620
Coluna|MG|8972|0||
Colíder|MT|31176|0|0.0|2620
Colômbia|SP|6001|1||
Colônia Leopoldina|AL|20401|7|34.3|591
Colônia do Gurguéia|PI|6191|1||
Colônia do Piauí|PI|7461|0||
Combinado|TO|4691|0||
Comendador Gomes|MG|2992|0||
Comendador Levy Gasparian|RJ|8219|0||
Comercinho|MG|8011|1||
Comodoro|MT|18651|3|16.1|1489
Conceição|PB|18429|2|10.9|1869
Conceição da Aparecida|MG|9888|0||
Conceição da Barra|ES|28745|21|73.1|69
Conceição da Barra de Minas|MG|3944|0||
Conceição da Feira|BA|20826|2|9.6|1977
Conceição das Alagoas|MG|23932|6|25.1|921
Conceição das Pedras|MG|2755|0||
Conceição de Ipanema|MG|4468|0||
Conceição de Macabu|RJ|21613|4|18.5|1287
Conceição do Almeida|BA|17705|4|22.6|1041
Conceição do Araguaia|PA|45885|14|30.5|694
Conceição do Canindé|PI|4496|2||
Conceição do Castelo|ES|11798|0|0.0|2620
Conceição do Coité|BA|63033|8|12.7|1744
Conceição do Jacuípe|BA|30717|8|26.0|880
Conceição do Lago-Açu|MA|14989|5|33.4|618
Conceição do Mato Dentro|MG|17798|1|5.6|2442
Conceição do Pará|MG|5214|0||
Conceição do Rio Verde|MG|13052|0|0.0|2620
Conceição do Tocantins|TO|4153|2||
Conceição dos Ouros|MG|10609|0|0.0|2620
Conchal|SP|25615|1|3.9|2561
Conchas|SP|16497|0|0.0|2620
Concórdia|SC|69462|3|4.3|2533
Concórdia do Pará|PA|29313|11|37.5|504
Condado|PB|6598|2||
Condado|PE|24658|13|52.7|239
Conde|BA|24103|12|49.8|278
Conde|PB|22154|21|94.8|26
Condeúba|BA|17421|0|0.0|2620
Condor|RS|6562|0||
Confins|MG|6077|0||
Confresa|MT|26224|7|26.7|844
Congo|PB|4692|0||
Congonhal|MG|10732|0|0.0|2620
Congonhas|MG|49616|3|6.0|2392
Congonhas do Norte|MG|4950|0||
Congonhinhas|PR|8344|0||
Conquista|MG|6591|0||
Conquista D'Oeste|MT|3506|0||
Conselheiro Lafaiete|MG|118578|5|4.2|2539
Conselheiro Mairinck|PR|3663|2||
Conselheiro Pena|MG|22319|4|17.9|1339
Consolação|MG|1732|0||
Constantina|RS|9742|1||
Contagem|MG|613815|307|50.0|276
Contenda|PR|16292|10|61.4|146
Contendas do Sincorá|BA|4613|1||
Coqueiral|MG|9241|0||
Coqueiro Baixo|RS|1518|0||
Coqueiro Seco|AL|5586|0||
Coqueiros do Sul|RS|2422|0||
Coração de Jesus|MG|26079|4|15.3|1560
Coração de Maria|BA|22149|6|27.1|830
Corbélia|PR|16389|4|24.4|952
Cordeiro|RJ|20707|2|9.7|1967
Cordeiros|BA|8245|0||
Cordeirópolis|SP|21607|0|0.0|2620
Cordilheira Alta|SC|3869|0||
Cordisburgo|MG|8689|0||
Cordislândia|MG|3447|0||
Coreaú|CE|22252|4|18.0|1335
Coremas|PB|15152|4|26.4|861
Corguinho|MS|5054|0||
Coribe|BA|14210|5|35.2|566
Corinto|MG|23819|2|8.4|2145
Cornélio Procópio|PR|46939|8|17.0|1404
Coroaci|MG|10190|0|0.0|2620
Coroados|SP|5362|1||
Coroatá|MA|62639|10|16.0|1502
Coromandel|MG|27562|4|14.5|1619
Coronel Barros|RS|2460|0||
Coronel Bicaco|RS|7645|0||
Coronel Domingos Soares|PR|7274|3||
Coronel Ezequiel|RN|5405|1||
Coronel Fabriciano|MG|104637|38|36.3|532
Coronel Freitas|SC|10165|2|19.7|1182
Coronel José Dias|PI|4561|1||
Coronel João Pessoa|RN|4783|0||
Coronel João Sá|BA|16650|2|12.0|1792
Coronel Macedo|SP|4913|0||
Coronel Martins|SC|2469|0||
Coronel Murta|MG|9115|1||
Coronel Pacheco|MG|2996|0||
Coronel Pilar|RS|1702|0||
Coronel Sapucaia|MS|14254|14|98.2|22
Coronel Vivida|PR|21514|4|18.6|1276
Coronel Xavier Chaves|MG|3319|0||
Correia Pinto|SC|14447|1|6.9|2302
Corrente|PI|25737|7|27.2|823
Correntes|PE|17374|4|23.0|1017
Correntina|BA|31397|6|19.1|1233
Cortês|PE|12418|3|24.2|964
Corumbataí|SP|3887|0||
Corumbataí do Sul|PR|3860|2||
Corumbaíba|GO|8412|1||
Corumbiara|RO|8530|1||
Corumbá|MS|104912|29|27.6|804
Corumbá de Goiás|GO|10464|6|57.3|183
Corupá|SC|14155|3|21.2|1100
Coruripe|AL|53224|48|90.2|34
Cosmorama|SP|7191|0||
Cosmópolis|SP|61013|9|14.8|1602
Costa Marques|RO|14355|0|0.0|2620
Costa Rica|MS|20348|0|0.0|2620
Cotegipe|BA|13614|0|0.0|2620
Cotia|SP|209027|35|16.7|1432
Cotiporã|RS|3891|3||
Cotriguaçu|MT|15912|4|25.1|919
Couto Magalhães|TO|5111|0||
Couto de Magalhães de Minas|MG|4234|0||
Coxilha|RS|2803|0||
Coxim|MS|32355|10|30.9|681
Coxixola|PB|1802|1||
Crateús|CE|73102|10|13.7|1677
Crato|CE|123963|47|37.9|499
Cravinhos|SP|32187|1|3.1|2585
Cravolândia|BA|5048|0||
Craíbas|AL|22921|5|21.8|1069
Criciúma|SC|195614|55|28.1|789
Crissiumal|RS|13919|0|0.0|2620
Cristais|MG|11553|0|0.0|2620
Cristais Paulista|SP|7741|0||
Cristal|RS|7378|2||
Cristal do Sul|RS|2819|0||
Cristalina|GO|48463|26|53.6|221
Cristalândia|TO|7222|4||
Cristalândia do Piauí|PI|7973|1||
Cristiano Otoni|MG|5023|0||
Cristianópolis|GO|2934|0||
Cristina|MG|10191|0|0.0|2620
Cristino Castro|PI|10089|2|19.8|1172
Cristinápolis|SE|16859|1|5.9|2403
Cristália|MG|5787|3||
