Conceição do Tocantins|TO|4153|1042|1|**|**
Conceição dos Ouros|MG|10609|2686|0|**|**
Conchal|SP|25615|7391|1|**|**
Conchas|SP|16497|3882|0|**|**
Concórdia|SC|69462|17654|2|11.3|722
Concórdia do Pará|PA|29313|9098|4|**|**
Condado|PB|6598|1583|1|**|**
Condado|PE|24658|6496|7|**|**
Conde|BA|24103|6769|6|**|**
Conde|PB|22154|6458|15|**|**
Condeúba|BA|17421|4219|0|**|**
Condor|RS|6562|1568|0|**|**
Confins|MG|6077|1575|0|**|**
Confresa|MT|26224|7260|2|**|**
Congo|PB|4692|1123|0|**|**
Congonhal|MG|10732|2563|0|**|**
Congonhas|MG|49616|13682|3|21.9|596
Congonhas do Norte|MG|4950|1260|0|**|**
Congonhinhas|PR|8344|2004|0|**|**
Conquista|MG|6591|1672|0|**|**
Conquista D'Oeste|MT|3506|1083|0|**|**
Conselheiro Lafaiete|MG|118578|31796|5|15.7|672
Conselheiro Mairinck|PR|3663|903|2|**|**
Conselheiro Pena|MG|22319|5343|0|**|**
Consolação|MG|1732|379|0|**|**
Constantina|RS|9742|2320|0|**|**
Contagem|MG|613815|169967|189|111.2|97
Contenda|PR|16292|4071|8|**|**
Contendas do Sincorá|BA|4613|1203|1|**|**
Coqueiral|MG|9241|2241|0|**|**
Coqueiro Baixo|RS|1518|232|0|**|**
Coqueiro Seco|AL|5586|1563|0|**|**
Coqueiros do Sul|RS|2422|437|0|**|**
Coração de Jesus|MG|26079|7084|1|**|**
Coração de Maria|BA|22149|6219|4|**|**
Corbélia|PR|16389|4238|4|**|**
Cordeiro|RJ|20707|5014|1|**|**
Cordeiros|BA|8245|2216|0|**|**
Cordeirópolis|SP|21607|5745|0|**|**
Cordilheira Alta|SC|3869|1081|0|**|**
Cordisburgo|MG|8689|2219|0|**|**
Cordislândia|MG|3447|834|0|**|**
Coreaú|CE|22252|6240|1|**|**
Coremas|PB|15152|3929|1|**|**
Corguinho|MS|5054|1146|0|**|**
Coribe|BA|14210|3688|1|**|**
Corinto|MG|23819|5792|1|**|**
Cornélio Procópio|PR|46939|11493|6|52.2|332
Coroaci|MG|10190|2643|0|**|**
Coroados|SP|5362|1340|0|**|**
Coroatá|MA|62639|17223|8|46.4|380
Coromandel|MG|27562|6505|2|**|**
Coronel Barros|RS|2460|484|0|**|**
Coronel Bicaco|RS|7645|1669|0|**|**
Coronel Domingos Soares|PR|7274|1957|0|**|**
Coronel Ezequiel|RN|5405|1479|1|**|**
Coronel Fabriciano|MG|104637|27774|21|75.6|220
Coronel Freitas|SC|10165|2596|1|**|**
Coronel José Dias|PI|4561|1205|1|**|**
Coronel João Pessoa|RN|4783|1263|0|**|**
Coronel João Sá|BA|16650|4599|1|**|**
Coronel Macedo|SP|4913|1125|0|**|**
Coronel Martins|SC|2469|567|0|**|**
Coronel Murta|MG|9115|2492|0|**|**
Coronel Pacheco|MG|2996|706|0|**|**
Coronel Pilar|RS|1702|287|0|**|**
Coronel Sapucaia|MS|14254|3775|6|**|**
Coronel Vivida|PR|21514|5357|4|**|**
Coronel Xavier Chaves|MG|3319|771|0|**|**
Correia Pinto|SC|14447|3668|0|**|**
Corrente|PI|25737|7433|4|**|**
Correntes|PE|17374|4968|0|**|**
Correntina|BA|31397|8793|1|**|**
Cortês|PE|12418|3673|0|**|**
Corumbataí|SP|3887|977|0|**|**
Corumbataí do Sul|PR|3860|874|0|**|**
Corumbaíba|GO|8412|2081|0|**|**
Corumbiara|RO|8530|2351|1|**|**
Corumbá|MS|104912|28647|9|31.4|496
Corumbá de Goiás|GO|10464|2504|3|**|**
Corupá|SC|14155|3761|1|**|**
Coruripe|AL|53224|15843|28|176.7|23
Cosmorama|SP|7191|1604|0|**|**
Cosmópolis|SP|61013|16702|3|18.0|640
Costa Marques|RO|14355|4003|0|**|**
Costa Rica|MS|20348|5661|0|**|**
Cotegipe|BA|13614|3911|0|**|**
Cotia|SP|209027|55250|16|29.0|515
Cotiporã|RS|3891|830|0|**|**
Cotriguaçu|MT|15912|4385|1|**|**
Couto Magalhães|TO|5111|1348|0|**|**
Couto de Magalhães de Minas|MG|4234|1135|0|**|**
Coxilha|RS|2803|693|0|**|**
Coxim|MS|32355|8640|3|**|**
Coxixola|PB|1802|467|0|**|**
Crateús|CE|73102|18720|6|32.1|490
Crato|CE|123963|35477|29|81.7|191
Cravinhos|SP|32187|8603|0|**|**
Cravolândia|BA|5048|1430|0|**|**
Craíbas|AL|22921|6482|4|**|**
Criciúma|SC|195614|54916|27|49.2|357
Crissiumal|RS|13919|2914|0|**|**
Cristais|MG|11553|2949|0|**|**
Cristais Paulista|SP|7741|2065|0|**|**
Cristal|RS|7378|1701|0|**|**
Cristal do Sul|RS|2819|613|0|**|**
Cristalina|GO|48463|13423|11|81.9|189
Cristalândia|TO|7222|1699|0|**|**
Cristalândia do Piauí|PI|7973|2150|1|**|**
Cristiano Otoni|MG|5023|1258|0|**|**
Cristianópolis|GO|2934|672|0|**|**
Cristina|MG|10191|2502|0|**|**
Cristino Castro|PI|10089|2926|0|**|**
Cristinápolis|SE|16859|4867|1|**|**
Cristália|MG|5787|1777|1|**|**
Cristópolis|BA|13374|3826|0|**|**
Crisólita|MG|6161|1613|0|**|**
Crisópolis|BA|20199|5283|2|**|**
Crixás|GO|15925|4038|1|**|**
Crixás do Tocantins|TO|1592|343|0|**|**
Croatá|CE|17272|4438|0|**|**
Cromínia|GO|3540|761|0|**|**
Crucilândia|MG|4800|1093|0|**|**
Cruz|CE|22887|6325|0|**|**
Cruz Alta|RS|62138|15096|3|19.9|616
Cruz Machado|PR|18097|4506|0|**|**
Cruz das Almas|BA|59470|17001|11|64.7|263
Cruz do Espírito Santo|PB|16317|4475|1|**|**
Cruzaltense|RS|2080|440|0|**|**
Cruzeiro|SP|77575|19536|1|5.1|810
Cruzeiro da Fortaleza|MG|3967|979|0|**|**
Cruzeiro do Iguaçu|PR|4261|1076|0|**|**
Cruzeiro do Oeste|PR|20446|4799|1|**|**
Cruzeiro do Sul|AC|79819|24045|12|49.9|352
Cruzeiro do Sul|PR|4534|1143|1|**|**
Cruzeiro do Sul|RS|12420|2850|0|**|**
Cruzeta|RN|7942|2069|0|**|**
Cruzmaltina|PR|3118|715|0|**|**
Cruzália|SP|2224|506|0|**|**
Cruzília|MG|14716|3623|0|**|**
Cubati|PB|6939|1869|1|**|**
Cubatão|SP|120293|33278|13|39.1|432
Cuiabá|MT|561329|162912|136|83.5|182
Cuitegi|PB|6834|1848|0|**|**
Cuité|PB|19983|5247|1|**|**
Cuité de Mamanguape|PB|6214|1622|0|**|**
Cujubim|RO|17262|4893|3|**|**
Cumari|GO|2943|618|0|**|**
Cumaru|PE|17470|4750|1|**|**
Cumaru do Norte|PA|11144|2944|1|**|**
Cumbe|SE|3839|1030|0|**|**
Cunha|SP|21682|5249|3|**|**
Cunha Porã|SC|10671|2658|1|**|**
Cunhataí|SC|1892|442|0|**|**
Cuparaque|MG|4728|1194|0|**|**
Cupira|PE|23114|6354|8|**|**
Curaçá|BA|32631|9099|3|**|**
Curimatá|PI|10948|2968|1|**|**
Curionópolis|PA|18108|5059|9|**|**
Curitiba|PR|1776761|470395|405|86.1|175
Curitibanos|SC|38003|9316|3|**|**
Curiúva|PR|14077|3572|1|**|**
Currais|PI|4776|1294|0|**|**
Currais Novos|RN|42934|11200|4|35.7|467
Curral Novo do Piauí|PI|4990|1385|0|**|**
Curral Velho|PB|2497|747|0|**|**
Curral de Cima|PB|5192|1351|0|**|**
Curral de Dentro|MG|7055|1873|0|**|**
Curralinho|PA|29838|8755|0|**|**
Curralinhos|PI|4265|1213|0|**|**
Cururupu|MA|32487|8703|8|**|**
Curuá|PA|12712|3582|0|**|**
Curuçá|PA|35523|9815|3|**|**
Curvelo|MG|75014|19652|4|20.4|614
Curvelândia|MT|4918|1250|0|**|**
Custódia|PE|34442|9289|4|**|**
Cutias|AP|4910|1432|0|**|**
Cáceres|MT|88897|24247|9|37.1|454
Cássia|MG|17433|4192|1|**|**
Cássia dos Coqueiros|SP|2599|620|0|**|**
Cândido Godói|RS|6451|1317|0|**|**
Cândido Mendes|MA|19222|5867|0|**|**
Cândido Mota|SP|29976|7431|0|**|**
Cândido Rodrigues|SP|2677|630|0|**|**
Cândido Sales|BA|25711|6856|3|**|**
Cândido de Abreu|PR|16332|3880|2|**|**
Céu Azul|PR|11121|2694|0|**|**
Cícero Dantas|BA|32470|8483|0|**|**
Córrego Danta|MG|3349|696|0|**|**
Córrego Fundo|MG|5883|1489|0|**|**
Córrego Novo|MG|3050|715|0|**|**
Córrego do Bom Jesus|MG|3716|740|0|**|**
Córrego do Ouro|GO|2581|540|0|**|**
Cônego Marinho|MG|7196|1960|0|**|**
Damianópolis|GO|3291|838|0|**|**
Damião|PB|4990|1343|0|**|**
Damolândia|GO|2774|674|0|**|**
Darcinópolis|TO|5425|1419|0|**|**
Datas|MG|5237|1402|0|**|**
David Canabarro|RS|4675|1065|0|**|**
Davinópolis|GO|2060|416|0|**|**
Davinópolis|MA|12625|3620|0|**|**
Delfim Moreira|MG|7962|1878|0|**|**
Delfinópolis|MG|6869|1594|0|**|**
Delmiro Gouveia|AL|48876|13563|15|110.6|99
Delta|MG|8546|2727|0|**|**
Demerval Lobão|PI|13398|3708|0|**|**
Denise|MT|8684|2401|1|**|**
Deodápolis|MS|12259|3180|1|**|**
Deputado Irapuan Pinheiro|CE|9203|2187|0|**|**
Derrubadas|RS|3111|643|1|**|**
Descalvado|SP|31379|8074|1|**|**
Descanso|SC|8560|2069|0|**|**
Descoberto|MG|4804|1229|0|**|**
Desterro|PB|8035|2099|1|**|**
Desterro de Entre Rios|MG|7032|1609|0|**|**
Desterro do Melo|MG|2986|669|0|**|**
Dezesseis de Novembro|RS|2779|507|0|**|**
Diadema|SP|390980|109391|43|39.3|430
Diamante|PB|6571|1929|0|**|**
Diamante D'Oeste|PR|5050|1288|0|**|**
Diamante do Norte|PR|5428|1243|1|**|**
Diamante do Sul|PR|3488|820|0|**|**
Diamantina|MG|46125|13516|3|22.2|593
Diamantino|MT|20605|5850|4|**|**
Dianópolis|TO|19669|5625|2|**|**
Dias d'Ávila|BA|69628|20579|22|106.9|118
Dilermando de Aguiar|RS|3044|593|0|**|**
Diogo de Vasconcelos|MG|3830|837|1|**|**
Dionísio|MG|8520|2153|0|**|**
Dionísio Cerqueira|SC|14896|3675|0|**|**
Diorama|GO|2477|567|0|**|**
Dirce Reis|SP|1699|382|0|**|**
Dirceu Arcoverde|PI|6767|1813|0|**|**
Divina Pastora|SE|4487|1226|0|**|**
Divino|MG|19241|4741|0|**|**
Divino das Laranjeiras|MG|4933|1148|0|**|**
Divino de São Lourenço|ES|4471|1160|0|**|**
Divinolândia|SP|11086|2731|0|**|**
Divinolândia de Minas|MG|7114|2005|0|**|**
Divinésia|MG|3309|832|0|**|**
Divinópolis|MG|217404|56499|30|53.1|323
Divinópolis de Goiás|GO|4931|1235|0|**|**
Divinópolis do Tocantins|TO|6452|1583|1|**|**
Divisa Alegre|MG|6046|1690|0|**|**
Divisa Nova|MG|5797|1430|0|**|**
Divisópolis|MG|9351|2668|0|**|**
Dobrada|SP|8080|2435|0|**|**
Dois Córregos|SP|25100|6591|3|**|**
Dois Irmãos|RS|28348|7921|0|**|**
Dois Irmãos das Missões|RS|2126|487|0|**|**
Dois Irmãos do Buriti|MS|10519|2810|0|**|**
Dois Irmãos do Tocantins|TO|7145|1610|0|**|**
Dois Lajeados|RS|3287|700|0|**|**
Dois Riachos|AL|10838|2969|3|**|**
Dois Vizinhos|PR|36813|9987|3|**|**
Dolcinópolis|SP|2088|428|0|**|**
Dom Aquino|MT|8134|1949|0|**|**
Dom Basílio|BA|11454|3238|0|**|**
Dom Bosco|MG|3778|969|0|**|**
Dom Cavati|MG|5170|1168|0|**|**
Dom Eliseu|PA|53100|16235|12|73.9|229
Dom Expedito Lopes|PI|6662|1752|1|**|**
Dom Feliciano|RS|14503|3480|0|**|**
Dom Inocêncio|PI|9296|2381|0|**|**
Dom Joaquim|MG|4511|1079|0|**|**
Dom Macedo Costa|BA|3894|1032|0|**|**
Dom Pedrito|RS|38670|8797|0|**|**
Dom Pedro|MA|22791|6351|1|**|**
Dom Pedro de Alcântara|RS|2538|552|0|**|**
Dom Silvério|MG|5192|1091|0|**|**
Dom Viçoso|MG|2988|657|0|**|**
Domingos Martins|ES|32042|8271|0|**|**
Domingos Mourão|PI|4261|1125|0|**|**
Dona Emma|SC|3784|926|0|**|**
Dona Eusébia|MG|6098|1529|0|**|**
Dona Francisca|RS|3326|801|0|**|**
Dona Inês|PB|10438|2722|0|**|**
Dores de Campos|MG|9443|2290|1|**|**
Dores de Guanhães|MG|5200|1222|0|**|**
Dores do Indaiá|MG|13686|2857|1|**|**
Dores do Rio Preto|ES|6429|1692|0|**|**
Dores do Turvo|MG|4412|999|0|**|**
Doresópolis|MG|1454|326|0|**|**
Dormentes|PE|17296|4767|1|**|**
Douradina|MS|5460|1372|0|**|**
Douradina|PR|7640|1913|0|**|**
Dourado|SP|8610|2130|0|**|**
Douradoquara|MG|1850|429|0|**|**
Dourados|MS|200729|56205|42|74.7|224
Doutor Camargo|PR|5836|1315|1|**|**
Doutor Maurício Cardoso|RS|5160|1018|0|**|**
Doutor Pedrinho|SC|3683|844|0|**|**
Doutor Ricardo|RS|2016|422|0|**|**
Doutor Severiano|RN|6954|1912|0|**|**
Doutor Ulysses|PR|5686|1433|0|**|**
Doverlândia|GO|7792|1813|3|**|**
Dracena|SP|43675|10325|2|19.4|624
Duartina|SP|12218|2903|0|**|**
Duas Barras|RJ|11020|2779|0|**|**
Duas Estradas|PB|3611|925|0|**|**
Dueré|TO|4597|1170|1|**|**
Dumont|SP|8421|2435|0|**|**
Duque Bacelar|MA|10836|3071|1|**|**
Duque de Caxias|RJ|867067|222992|230|103.1|135
Durandé|MG|7487|2046|0|**|**
Dário Meira|BA|12217|3452|1|**|**
Echaporã|SP|6242|1525|0|**|**
Ecoporanga|ES|23097|5557|1|**|**
Edealina|GO|3723|786|1|**|**
Edéia|GO|11424|2770|0|**|**
Eirunepé|AM|31364|9280|6|**|**
Eldorado|MS|11790|3163|2|**|**
Eldorado|SP|14718|3575|0|**|**
Eldorado do Sul|RS|35412|9040|3|**|**
Eldorado dos Carajás|PA|32115|9121|9|**|**
Elesbão Veloso|PI|14394|3731|0|**|**
Elias Fausto|SP|16060|4423|2|**|**
Eliseu Martins|PI|4738|1217|0|**|**
Elisiário|SP|3202|838|0|**|**
Elísio Medrado|BA|7961|2018|1|**|**
Elói Mendes|MG|25715|6374|0|**|**
Emas|PB|3356|926|0|**|**
Embaúba|SP|2415|610|0|**|**
Embu|SP|245148|68954|31|45.0|391
Embu-Guaçu|SP|63653|16694|4|24.0|573
Emilianópolis|SP|3040|709|0|**|**
Encantado|RS|20810|5024|1|**|**
Encanto|RN|5297|1407|1|**|**
Encruzilhada|BA|22478|6194|2|**|**
Encruzilhada do Sul|RS|24671|5400|1|**|**
Engenheiro Beltrão|PR|13880|3395|1|**|**
Engenheiro Caldas|MG|10421|2623|0|**|**
Engenheiro Coelho|SP|16580|5269|0|**|**
Engenheiro Navarro|MG|7128|1873|0|**|**
Engenheiro Paulo de Frontin|RJ|13408|3178|1|**|**
Engenho Velho|RS|1436|347|0|**|**
Entre Folhas|MG|5194|1240|1|**|**
Entre Rios|BA|40180|11651|8|68.7|250
Entre Rios|SC|3043|792|0|**|**
Entre Rios de Minas|MG|14413|3565|1|**|**
Entre Rios do Oeste|PR|4017|969|1|**|**
Entre Rios do Sul|RS|3018|620|0|**|**
Entre-Ijuís|RS|8823|1828|1|**|**
Envira|AM|16923|5058|0|**|**
Enéas Marques|PR|6061|1378|0|**|**
Epitaciolândia|AC|15679|4502|0|**|**
Equador|RN|5846|1625|0|**|**
Erebango|RS|2962|726|1|**|**
Erechim|RS|97404|25644|14|54.6|315
Ererê|CE|6922|1914|2|**|**
Ermo|SC|2049|528|0|**|**
Ernestina|RS|3090|663|0|**|**
Erval Grande|RS|5090|1167|0|**|**
Erval Seco|RS|7682|1703|0|**|**
Erval Velho|SC|4365|976|0|**|**
Ervália|MG|18087|4858|0|**|**
Escada|PE|64422|18499|14|75.7|218
Esmeralda|RS|3176|707|0|**|**
Esmeraldas|MG|62262|16028|22|137.3|53
Espera Feliz|MG|23208|6001|2|**|**
Esperantina|PI|38322|11405|1|8.8|760
Esperantina|TO|9756|2779|0|**|**
Esperantinópolis|MA|17715|5098|1|**|**
Esperança|PB|31538|8269|1|**|**
Esperança Nova|PR|1919|384|0|**|**
Esperança do Sul|RS|3200|577|0|**|**
Espigão Alto do Iguaçu|PR|4570|1017|2|**|**
Espigão D'Oeste|RO|29189|8176|1|**|**
Espinosa|MG|31134|9121|1|**|**
Esplanada|BA|33618|9569|14|**|**
Espumoso|RS|15241|3652|0|**|**
Espírito Santo|RN|10439|2838|1|**|**
Espírito Santo do Dourado|MG|4470|1010|0|**|**
Espírito Santo do Pinhal|SP|42123|10311|0|0.0|817
Espírito Santo do Turvo|SP|4330|1191|0|**|**
Estação|RS|5979|1420|1|**|**
Esteio|RS|80862|20842|14|67.2|254
Estiva|MG|10918|2667|0|**|**
Estiva Gerbi|SP|10224|2760|0|**|**
Estreito|MA|37784|11932|4|33.5|480
Estrela|RS|31105|7933|2|**|**
Estrela Dalva|MG|2440|586|0|**|**
Estrela Velha|RS|3619|882|0|**|**
Estrela d'Oeste|SP|8201|1953|0|**|**
Estrela de Alagoas|AL|17410|4582|3|**|**
Estrela do Indaiá|MG|3504|726|0|**|**
Estrela do Norte|GO|3309|840|1|**|**
Estrela do Norte|SP|2663|692|0|**|**
Estrela do Sul|MG|7532|1912|0|**|**
Estância|SE|65226|18823|19|100.9|142
Estância Velha|RS|43698|11500|1|8.7|761
Euclides da Cunha|BA|56962|15194|1|6.6|795
Euclides da Cunha Paulista|SP|9491|2363|0|**|**
Eugenópolis|MG|10657|2611|0|**|**
Eugênio de Castro|RS|2721|507|0|**|**
Eunápolis|BA|102628|29235|63|215.5|12
Eusébio|CE|47993|14429|30|207.9|13
Ewbank da Câmara|MG|3775|978|1|**|**
Extrema|MG|30016|8290|0|**|**
Extremoz|RN|25324|7226|14|**|**
Exu|PE|31518|8672|0|**|**
Fagundes|PB|11332|2982|2|**|**
Fagundes Varela|RS|2596|497|0|**|**
Faina|GO|6918|1403|1|**|**
Fama|MG|2350|485|0|**|**
Faria Lemos|MG|3342|770|0|**|**
Farias Brito|CE|18859|5144|2|**|**
Faro|PA|7897|2228|1|**|**
Farol|PR|3398|786|1|**|**
Farroupilha|RS|64893|17406|4|23.0|579
Fartura|SP|15367|3751|0|**|**
Fartura do Piauí|PI|5133|1421|0|**|**
Faxinal|PR|16421|4125|2|**|**
Faxinal do Soturno|RS|6647|1570|0|**|**
Faxinal dos Guedes|SC|10645|2848|0|**|**
Faxinalzinho|RS|2514|528|0|**|**
Fazenda Nova|GO|6206|1322|0|**|**
Fazenda Rio Grande|PR|84514|23306|23|98.7|145
Fazenda Vilanova|RS|3828|909|0|**|**
Feijó|AC|32560|9210|3|**|**
Feira Grande|AL|21342|6091|5|**|**
Feira Nova|PE|20830|5553|4|**|**
Feira Nova|SE|5363|1450|0|**|**
Feira Nova do Maranhão|MA|8215|2155|0|**|**
Feira da Mata|BA|6177|1648|0|**|**
Feira de Santana|BA|568099|165918|206|124.2|72
Felipe Guerra|RN|5765|1477|0|**|**
Felisburgo|MG|6974|1705|1|**|**
Felixlândia|MG|14323|3540|0|**|**
Feliz|RS|12517|3269|0|**|**
Feliz Deserto|AL|4482|1300|1|**|**
Feliz Natal|MT|11562|3152|0|**|**
Felício dos Santos|MG|5054|1222|0|**|**
Fernandes Pinheiro|PR|5867|1505|0|**|**
Fernandes Tourinho|MG|3101|767|0|**|**
Fernando Falcão|MA|9584|2760|0|**|**
Fernando Pedroza|RN|2885|836|0|**|**
Fernando Prestes|SP|5550|1259|0|**|**
Fernando de Noronha|PE|2718|770|0|**|**
Fernandópolis|SP|65157|15465|0|0.0|817
Fernão|SP|1583|368|0|**|**
Ferraz de Vasconcelos|SP|172222|48544|25|51.5|340
Ferreira Gomes|AP|6141|1661|2|**|**
Ferreiros|PE|11537|3147|1|**|**
Ferros|MG|10612|2334|0|**|**
Fervedouro|MG|10452|2792|0|**|**
Figueira|PR|8181|1898|0|**|**
Figueirão|MS|2945|734|0|**|**
Figueirópolis|TO|5307|1231|0|**|**
Figueirópolis D'Oeste|MT|3718|963|0|**|**
Filadélfia|BA|16672|4597|0|**|**
Filadélfia|TO|8549|2257|0|**|**
Firmino Alves|BA|5417|1553|0|**|**
Firminópolis|GO|11833|2697|0|**|**
Flexeiras|AL|12378|3354|2|**|**
Flor da Serra do Sul|PR|4695|1089|0|**|**
Flor do Sertão|SC|1585|356|0|**|**
Flora Rica|SP|1688|371|0|**|**
Floraí|PR|5015|1173|0|**|**
Floreal|SP|2970|640|0|**|**
Flores|PE|22162|5704|1|**|**
Flores da Cunha|RS|27647|7054|1|**|**
Flores de Goiás|GO|12754|3411|3|**|**
Flores do Piauí|PI|4366|1110|0|**|**
Floresta|PE|29973|8737|6|**|**
Floresta|PR|6054|1574|1|**|**
Floresta Azul|BA|10657|2776|1|**|**
Floresta do Araguaia|PA|18295|5141|5|**|**
Floresta do Piauí|PI|2492|591|0|**|**
Florestal|MG|6744|1712|0|**|**
Florestópolis|PR|11076|2818|4|**|**
Floriano|PI|58158|17099|2|11.7|719
Floriano Peixoto|RS|1967|377|0|**|**
Florianópolis|SC|433158|120975|41|33.9|474
Florânia|RN|8957|2406|1|**|**
Florínia|SP|2785|643|0|**|**
Flórida|PR|2560|583|0|**|**
Flórida Paulista|SP|13112|3583|0|**|**
Fonte Boa|AM|23198|6919|0|**|**
Fontoura Xavier|RS||2463|1|**|**
Formiga|MG|10606|16231|2|12.3|711
Formigueiro|RS|65464|1447|0|**|**
Formosa|GO|6926|29704|44|148.1|40
Formosa da Serra Negra|MA|103322|5554|0|**|**
Formosa do Oeste|PR|17749|1613|1|**|**
Formosa do Rio Preto|BA|7358|7293|0|**|**
Formosa do Sul|SC|23169|625|0|**|**
Formoso|GO|2583|1076|0|**|**
Formoso|MG|4777|2475|1|**|**
Formoso do Araguaia|TO|8427|4720|3|**|**
Forquetinha|RS|18369|450|0|**|**
Forquilha|CE|2458|6506|1|**|**
Forquilhinha|SC|22435|6818|2|**|**
Fortaleza|CE|23183|732682|1294|176.6|24
Fortaleza de Minas|MG|2500194|1021|0|**|**
Fortaleza do Tabocão|TO|4150|670|0|**|**
Fortaleza dos Nogueiras|MA|2446|3750|0|**|**
Fortaleza dos Valos|RS|12306|1041|1|**|**
Fortim|CE|4513|4317|3|**|**
Fortuna|MA|15233|3929|0|**|**
Fortuna de Minas|MG|15174|689|0|**|**
Foz do Iguaçu|PR|2746|69004|96|139.1|48
Foz do Jordão|PR|255718|1336|0|**|**
Fraiburgo|SC|5276|9017|3|**|**
Franca|SP|34796|84257|5|5.9|799
Francinópolis|PI|323307|1323|0|**|**
Francisco Alves|PR|5233|1402|1|**|**
Francisco Ayres|PI|6337|1123|0|**|**
Francisco Badaró|MG|4363|3123|0|**|**
Francisco Beltrão|PR|10239|22290|5|22.4|590
Francisco Dantas|RN|80727|748|0|**|**
Francisco Dumont|MG|2852|1289|0|**|**
Francisco Macedo|PI|4920|833|0|**|**
Francisco Morato|SP|2961|45168|13|28.8|520
Francisco Santos|PI|157603|2368|0|**|**
Francisco Sá|MG|8857|6921|0|**|**
Franciscópolis|MG|25116|1439|0|**|**
Franco da Rocha|SP|5706|39592|6|15.2|681
Frecheirinha|CE|135150|3628|0|**|**
Frederico Westphalen|RS|13167|7865|0|**|**
Frei Gaspar|MG|29158|1486|0|**|**
Frei Inocêncio|MG|5865|2300|5|**|**
Frei Lagonegro|MG|9033|903|1|**|**
Frei Martinho|PB|3350|711|0|**|**
Frei Miguelinho|PE|2935|3688|0|**|**
Frei Paulo|SE|14492|4033|0|**|**
Frei Rogério|SC|14162|545|0|**|**
Fronteira|MG|2399|4110|1|**|**
Fronteira dos Vales|MG|14799|1137|0|**|**
Fronteiras|PI|4655|2964|0|**|**
Fruta de Leite|MG|11284|1528|0|**|**
Frutal|MG|5814|14453|6|41.5|410
Frutuoso Gomes|RN|54511|1109|2|**|**
Fundão|ES|4181|4387|2|**|**
Funilândia|MG|17632|965|0|**|**
Fátima|BA|3942|4838|0|**|**
Fátima|TO|17555|942|0|**|**
Fátima do Sul|MS|3799|4502|1|**|**
Fênix|PR|19024|1141|1|**|**
Gabriel Monteiro|SP|4781|608|0|**|**
Gado Bravo|PB|2706|2272|1|**|**
Galiléia|MG|8355|1567|0|**|**
Galinhos|RN|6908|688|1|**|**
Galvão|SC|2284|817|0|**|**
Gameleira|PE|3452|8448|3|**|**
Gameleira de Goiás|GO|28503|720|0|**|**
Gameleiras|MG|3378|1428|0|**|**
Gandu|BA|5121|9008|3|**|**
Garanhuns|PE|30816|36311|16|44.1|398
Gararu|SE|131169|3090|0|**|**
Garibaldi|RS|11412|8122|2|**|**
Garopaba|SC|31328|4595|0|**|**
Garrafão do Norte|PA|18890|7507|0|**|**
Garruchos|RS|25157|686|0|**|**
Garuva|SC|3168|4161|1|**|**
Garça|SP|15272|10520|0|0.0|817
Gaspar|SC|43108|16809|2|11.9|716
Gastão Vidigal|SP|59728|1346|0|**|**
Gaurama|RS|4285|1223|0|**|**
Gavião|BA|5783|1203|0|**|**
Gavião Peixoto|SP|4510|1268|0|**|**
Gaúcha do Norte|MT|4464|1803|0|**|**
Geminiano|PI|6548|1374|0|**|**
General Carneiro|MT|5237|1289|0|**|**
General Carneiro|PR|5130|3482|2|**|**
General Câmara|RS|13635|1778|0|**|**
General Maynard|SE|8404|865|0|**|**
General Salgado|SP|3009|2569|0|**|**
General Sampaio|CE|10646|1756|1|**|**
Gentil|RS|6423|397|0|**|**
Gentio do Ouro|BA|1663|2737|1|**|**
Getulina|SP|10690|2899|0|**|**
Getúlio Vargas|RS|10825|3835|0|**|**
Gilbués|PI|16101|2994|0|**|**
Girau do Ponciano|AL|10429|11029|1|9.1|757
Giruá|RS|37858|3720|1|**|**
Glaucilândia|MG|16823|737|0|**|**
Glicério|SP|2992|1083|0|**|**
Glorinha|RS|4586|1673|0|**|**
Glória|BA|7074|4396|1|**|**
Glória D'Oeste|MT|15114|712|0|**|**
Glória de Dourados|MS|3101|2407|0|**|**
Glória do Goitá|PE|9911|8346|8|**|**
Godofredo Viana|MA|29241|3308|0|**|**
Godoy Moreira|PR|10762|633|0|**|**
Goiabeira|MG|3262|753|0|**|**
Goiana|PE|3105|20836|23|110.4|101
Goiandira|GO|75902|1209|0|**|**
Goianinha|RN|5310|6814|1|**|**
Goianira|GO|23209|10046|12|119.5|84
Goianorte|TO|35617|1199|0|**|**
Goianá|MG|4974|772|0|**|**
Goianápolis|GO|3710|2821|2|**|**
Goianésia|GO|10699|16637|3|18.0|639
Goianésia do Pará|PA|61118|10884|8|73.5|233
Goiatins|TO|35299|3137|1|**|**
Goiatuba|GO|12220|7940|5|**|**
Goioerê|PR|32698|7085|3|**|**
Goioxim|PR|28908|1879|0|**|**
Goiás|GO|7415|5662|1|**|**
Goiânia|GO|24366|385185|409|106.2|123
Gongogi|BA|1333767|2395|0|**|**
Gonzaga|MG|8031|1620|0|**|**
Gonçalves|MG|5953|890|0|**|**
Gonçalves Dias|MA|4235|4718|0|**|**
Gouveia|MG|17545|3278|0|**|**
Gouvelândia|GO|11680|1238|0|**|**
Governador Archer|MA|5091|2965|1|**|**
Governador Celso Ramos|SC|10372|3350|0|**|**
Governador Dix-Sept Rosado|RN|13211|3472|0|**|**
