PROPOSICAO,VOTACAO,PARLAMENTAR_ID,PARLAMENTAR_NOME,PARTIDO,UF,REGIAO,VOTO
PL 1876/1999,2287,4445,Almeida Lima,PMDB,SE,Nordeste,SIM
PL 1876/1999,2287,4362,Márcio Macêdo,PT,SE,Nordeste,NAO
PL 1876/1999,2287,4361,Rogério Carvalho,PT,SE,Nordeste,NAO
PL 1876/1999,2287,4360,Heleno Silva,PRB,SE,Nordeste,SIM
PL 1876/1999,2287,4359,Jorginho Mello,PSDB,SC,Norte,SIM
PL 1876/1999,2287,5228,Onofre Santo Agostini,DEM,SC,Norte,SIM
PL 1876/1999,2287,3788,Rogério Peninha Mendonça,PMDB,SC,Norte,SIM
PL 1876/1999,2287,3818,Ronaldo Benedet,PMDB,SC,Norte,SIM
PL 1876/1999,2287,3781,Alceu Moreira,PMDB,RS,Sul,SIM
PL 1876/1999,2287,5250,Danrlei De Deus Hinterholz,PTB,RS,Sul,SIM
PL 1876/1999,2287,3699,Marcon,PT,RS,Sul,NAO
PL 1876/1999,2287,3672,Bohn Gass,PT,RS,Sul,SIM
PL 1876/1999,2287,4353,Ronaldo Zulke,PT,RS,Sul,SIM
PL 1876/1999,2287,3828,Giovani Cherini,PDT,RS,Sul,SIM
PL 1876/1999,2287,4352,Jeronimo Goergen,PP,RS,Sul,SIM
PL 1876/1999,2287,4351,Berinho Bantim,PSDB,RR,Norte,SIM
PL 1876/1999,2287,4350,Paulo Cesar Quartiero,DEM,RR,Norte,SIM
PL 1876/1999,2287,4443,Raul Lima,PP,RR,Norte,SIM
PL 1876/1999,2287,3515,Jhonatan de Jesus,PRB,RR,Norte,SIM
PL 1876/1999,2287,3752,Nilton Capixaba,PTB,RO,Norte,SIM
PL 1876/1999,2287,4485,Padre Ton,PT,RO,Norte,NAO
PL 1876/1999,2287,4504,Carlos Magno,PP,RO,Norte,SIM
PL 1876/1999,2287,4347,Paulo Wagner,PV,RN,Norte,NAO
PL 1876/1999,2287,5249,Cristiano,PTdoB,RJ,Sudeste,SIM
PL 1876/1999,2287,3534,Jandira Feghali,PCdoB,RJ,Sudeste,SIM
PL 1876/1999,2287,4346,Dr. Aluizio,PV,RJ,Sudeste,NAO
PL 1876/1999,2287,4776,Alfredo Sirkis,PV,RJ,Sudeste,NAO
PL 1876/1999,2287,4345,Romário,PSB,RJ,Sudeste,SIM
PL 1876/1999,2287,4765,Aureo,PRTB,RJ,Sudeste,SIM
PL 1876/1999,2287,4344,Stepan Nercessian,PPS,RJ,Sudeste,SIM
PL 1876/1999,2287,4040,Francisco Floriano,PR,RJ,Sudeste,SIM
PL 1876/1999,2287,4343,Zoinho,PR,RJ,Sudeste,SIM
PL 1876/1999,2287,4342,Anthony Garotinho,PR,RJ,Sudeste,SIM
PL 1876/1999,2287,5225,Liliam Sá,PR,RJ,Sudeste,NAO
PL 1876/1999,2287,4440,Adrian,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2287,3850,Washington Reis,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2287,3982,Walney Rocha,PTB,RJ,Sudeste,SIM
PL 1876/1999,2287,3881,Benedita da Silva,PT,RJ,Sudeste,SIM
PL 1876/1999,2287,4151,Alessandro Molon,PT,RJ,Sudeste,NAO
PL 1876/1999,2287,4052,Marcelo Matos,PDT,RJ,Sudeste,SIM
PL 1876/1999,2287,4340,Vitor Paulo,PRB,RJ,Sudeste,SIM
PL 1876/1999,2287,4338,Rosane Ferreira,PV,PR,Sul,NAO
PL 1876/1999,2287,3553,Leopoldo Meyer,PSB,PR,Sul,SIM
PL 1876/1999,2287,4053,Sandro Alex,PPS,PR,Sul,SIM
PL 1876/1999,2287,3604,Rubens Bueno,PPS,PR,Sul,SIM
PL 1876/1999,2287,4109,Nelson Padovani,PSC,PR,Sul,SIM
PL 1876/1999,2287,4061,Edmar Arruda,PSC,PR,Sul,SIM
PL 1876/1999,2287,3641,João Arruda,PMDB,PR,Sul,SIM
PL 1876/1999,2287,3972,Zeca Dirceu,PT,PR,Sul,SIM
PL 1876/1999,2287,4764,Cida Borghetti,PP,PR,Sul,SIM
PL 1876/1999,2287,5248,Hugo Napoleão,DEM,PI,Nordeste,SIM
PL 1876/1999,2287,4336,Marllos Sampaio,PMDB,PI,Nordeste,SIM
PL 1876/1999,2287,4335,Jesus Rodrigues,PT,PI,Nordeste,NAO
PL 1876/1999,2287,3705,Iracema Portella,PP,PI,Nordeste,SIM
PL 1876/1999,2287,3859,Luciana Santos,PCdoB,PE,Nordeste,SIM
PL 1876/1999,2287,4085,Pastor Eurico,PSB,PE,Nordeste,SIM
PL 1876/1999,2287,4334,Augusto Coutinho,DEM,PE,Nordeste,SIM
PL 1876/1999,2287,4333,José Augusto Maia,PTB,PE,Nordeste,SIM
PL 1876/1999,2287,4332,Jorge Corte Real,PTB,PE,Nordeste,SIM
PL 1876/1999,2287,4331,João Paulo  Lima,PT,PE,Nordeste,NAO
PL 1876/1999,2287,4330,Roberto Teixeira,PP,PE,Nordeste,SIM
PL 1876/1999,2287,4436,Ruy Carneiro,PSDB,PB,Nordeste,SIM
PL 1876/1999,2287,4329,Romero Rodrigues,PSDB,PB,Nordeste,SIM
PL 1876/1999,2287,4774,Benjamin Maranhão,PMDB,PB,Nordeste,SIM
PL 1876/1999,2287,3949,Hugo Motta,PMDB,PB,Nordeste,SIM
PL 1876/1999,2287,4328,Nilda Gondim,PMDB,PB,Nordeste,SIM
PL 1876/1999,2287,3929,Aguinaldo Ribeiro,PP,PB,Nordeste,SIM
PL 1876/1999,2287,3813,Arnaldo Jordy,PPS,PA,Norte,NAO
PL 1876/1999,2287,3550,José Priante,PMDB,PA,Norte,SIM
PL 1876/1999,2287,3656,Josué Bengtson,PTB,PA,Norte,SIM
PL 1876/1999,2287,4327,Miriquinho Batista,PT,PA,Norte,SIM
PL 1876/1999,2287,4326,Cláudio Puty,PT,PA,Norte,NAO
PL 1876/1999,2287,4325,Júlio Campos,DEM,MT,CentroOeste,SIM
PL 1876/1999,2287,3863,Ságuas Moraes,PT,MT,CentroOeste,SIM
PL 1876/1999,2287,4324,Reinaldo Azambuja,PSDB,MS,CentroOeste,SIM
PL 1876/1999,2287,3665,Mandetta,DEM,MS,CentroOeste,SIM
PL 1876/1999,2287,5247,Giroto,PR,MS,CentroOeste,SIM
PL 1876/1999,2287,4322,Fabio Trad,PMDB,MS,CentroOeste,SIM
PL 1876/1999,2287,3916,Luis Tibé,PTdoB,MG,Sudeste,SIM
PL 1876/1999,2287,4321,Eduardo Azeredo,PSDB,MG,Sudeste,SIM
PL 1876/1999,2287,3635,Domingos Sávio,PSDB,MG,Sudeste,SIM
PL 1876/1999,2287,3812,Marcus Pestana,PSDB,MG,Sudeste,SIM
PL 1876/1999,2287,4320,Carlaile Pedrosa,PSDB,MG,Sudeste,SIM
PL 1876/1999,2287,5269,Walter Tosta,PMN,MG,Sudeste,SIM
PL 1876/1999,2287,4319,José Humberto,PHS,MG,Sudeste,SIM
PL 1876/1999,2287,4318,Bernardo Santana de Vasconcellos,PR,MG,Sudeste,SIM
PL 1876/1999,2287,5246,Diego Andrade,PR,MG,Sudeste,SIM
PL 1876/1999,2287,4317,Dr. Grilo,PSL,MG,Sudeste,SIM
PL 1876/1999,2287,4316,Newton Cardoso,PMDB,MG,Sudeste,SIM
PL 1876/1999,2287,4005,Eros Biondini,PTB,MG,Sudeste,SIM
PL 1876/1999,2287,3956,Weliton Prado,PT,MG,Sudeste,SIM
PL 1876/1999,2287,3691,Padre João,PT,MG,Sudeste,NAO
PL 1876/1999,2287,3640,Gabriel Guimarães,PT,MG,Sudeste,SIM
PL 1876/1999,2287,4315,Zé Silva,PDT,MG,Sudeste,SIM
PL 1876/1999,2287,3889,Toninho Pinheiro,PP,MG,Sudeste,SIM
PL 1876/1999,2287,3485,Dimas Fabiano,PP,MG,Sudeste,SIM
PL 1876/1999,2287,4314,Lourival Mendes,PTdoB,MA,Norte,SIM
PL 1876/1999,2287,4433,Hélio Santos,PSDB,MA,Norte,SIM
PL 1876/1999,2287,5268,Edivaldo Holanda Junior,PTC,MA,Norte,SIM
PL 1876/1999,2287,3867,Alberto Filho,PMDB,MA,Norte,SIM
PL 1876/1999,2287,5245,Luciano Moreira,PMDB,MA,Norte,SIM
PL 1876/1999,2287,5244,Heuler Cruvinel,DEM,GO,CentroOeste,SIM
PL 1876/1999,2287,4083,Flávia Morais,PDT,GO,CentroOeste,SIM
PL 1876/1999,2287,4311,Cesar Colnago,PSDB,ES,Sudeste,SIM
PL 1876/1999,2287,3751,Paulo Foletto,PSB,ES,Sudeste,SIM
PL 1876/1999,2287,4310,Audifax,PSB,ES,Sudeste,NAO
PL 1876/1999,2287,4309,Lauriete,PSC,ES,Sudeste,SIM
PL 1876/1999,2287,4308,Dr. Jorge Silva,PDT,ES,Sudeste,SIM
PL 1876/1999,2287,4307,Jaqueline Roriz,PMN,DF,CentroOeste,SIM
PL 1876/1999,2287,4306,Ronaldo Fonseca,PR,DF,CentroOeste,SIM
PL 1876/1999,2287,3911,Erika Kokay,PT,DF,CentroOeste,NAO
PL 1876/1999,2287,4304,Reguffe,PDT,DF,CentroOeste,NAO
PL 1876/1999,2287,5243,Domingos Neto,PSB,CE,Nordeste,SIM
PL 1876/1999,2287,4773,Edson Silva,PSB,CE,Nordeste,SIM
PL 1876/1999,2287,4303,Antonio Balhmann,PSB,CE,Nordeste,SIM
PL 1876/1999,2287,4302,Genecias Noronha,PMDB,CE,Nordeste,SIM
PL 1876/1999,2287,5267,Raimundão,PMDB,CE,Nordeste,SIM
PL 1876/1999,2287,4154,Danilo Forte,PMDB,CE,Nordeste,SIM
PL 1876/1999,2287,4301,Artur Bruno,PT,CE,Nordeste,NAO
PL 1876/1999,2287,4135,André Figueiredo,PDT,CE,Nordeste,SIM
PL 1876/1999,2287,5242,Edson Pimenta,PCdoB,BA,Nordeste,SIM
PL 1876/1999,2287,4038,Antonio Imbassahy,PSDB,BA,Nordeste,SIM
PL 1876/1999,2287,4495,Jânio Natal,PRP,BA,Nordeste,SIM
PL 1876/1999,2287,5241,José Nunes,DEM,BA,Nordeste,SIM
PL 1876/1999,2287,5240,Fernando Torres,DEM,BA,Nordeste,SIM
PL 1876/1999,2287,3939,Erivelton Santana,PSC,BA,Nordeste,SIM
PL 1876/1999,2287,4114,Lucio Vieira Lima,PMDB,BA,Nordeste,SIM
PL 1876/1999,2287,4299,Arthur Oliveira Maia,PMDB,BA,Nordeste,SIM
PL 1876/1999,2287,3990,Antonio Brito,PTB,BA,Nordeste,SIM
PL 1876/1999,2287,4428,Rui Costa,PT,BA,Nordeste,SIM
PL 1876/1999,2287,3586,Waldenor Pereira,PT,BA,Nordeste,NAO
PL 1876/1999,2287,4298,Josias Gomes,PT,BA,Nordeste,SIM
PL 1876/1999,2287,4297,Amauri Teixeira,PT,BA,Nordeste,NAO
PL 1876/1999,2287,3725,Valmir Assunção,PT,BA,Nordeste,NAO
PL 1876/1999,2287,4296,Felix Mendonça Júnior,PDT,BA,Nordeste,SIM
PL 1876/1999,2287,4295,Oziel Oliveira,PDT,BA,Nordeste,SIM
PL 1876/1999,2287,4294,Luiz Argôlo,PP,BA,Nordeste,SIM
PL 1876/1999,2287,4293,Luiz Carlos,PSDB,AP,Norte,SIM
PL 1876/1999,2287,5266,Vinicius Gurgel,PRTB,AP,Norte,SIM
PL 1876/1999,2287,3960,Professora Marcivania,PT,AP,Norte,NAO
PL 1876/1999,2287,3538,Pauderney Avelino,DEM,AM,Norte,SIM
PL 1876/1999,2287,4292,Henrique Oliveira,PR,AM,Norte,SIM
PL 1876/1999,2287,4290,Rui Palmeira,PSDB,AL,Nordeste,SIM
PL 1876/1999,2287,4503,Renan Filho,PMDB,AL,Nordeste,SIM
PL 1876/1999,2287,4803,João Lyra,PTB,AL,Nordeste,SIM
PL 1876/1999,2287,4763,Celia Rocha,PTB,AL,Nordeste,SIM
PL 1876/1999,2287,3502,Arthur Lira,PP,AL,Nordeste,SIM
PL 1876/1999,2287,4502,Marcio Bittar,PSDB,AC,Norte,SIM
PL 1876/1999,2287,4426,Antônia Lúcia,PSC,AC,Norte,SIM
PL 1876/1999,2287,3700,Sibá Machado,PT,AC,Norte,NAO
PL 1876/1999,2287,4289,Taumaturgo Lima,PT,AC,Norte,SIM
PL 1876/1999,2287,3480,Lázaro Botelho,PP,TO,Norte,SIM
PL 1876/1999,2287,4288,Laurez Moreira,PSB,TO,Norte,SIM
PL 1876/1999,2287,3516,Paulo Maluf,PP,SP,Sudeste,SIM
PL 1876/1999,2287,4287,Beto Mansur,PP,SP,Sudeste,SIM
PL 1876/1999,2287,4286,Paulo Pereira da Silva,PDT,SP,Sudeste,SIM
PL 1876/1999,2287,3659,Paulo Teixeira,PT,SP,Sudeste,SIM
PL 1876/1999,2287,5217,Roberto Santiago,PV,SP,Sudeste,NAO
PL 1876/1999,2287,3491,Ricardo Tripoli,PSDB,SP,Sudeste,NAO
PL 1876/1999,2287,4284,Abelardo Camarinha,PSB,SP,Sudeste,SIM
PL 1876/1999,2287,3629,Jorge Tadeu Mudalen,DEM,SP,Sudeste,SIM
PL 1876/1999,2287,4283,João Dado,PDT,SP,Sudeste,SIM
PL 1876/1999,2287,4282,Jilmar Tatto,PT,SP,Sudeste,NAO
PL 1876/1999,2287,4281,Janete Rocha Pietá,PT,SP,Sudeste,NAO
PL 1876/1999,2287,5239,Guilherme Campos,DEM,SP,Sudeste,SIM
PL 1876/1999,2287,3597,Carlos Zarattini,PT,SP,Sudeste,SIM
PL 1876/1999,2287,4278,Cândido Vaccarezza,PT,SP,Sudeste,SIM
PL 1876/1999,2287,4424,Arnaldo Jardim,PPS,SP,Sudeste,SIM
PL 1876/1999,2287,3558,Duarte Nogueira,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,3649,Antonio Bulhões,PRB,SP,Sudeste,SIM
PL 1876/1999,2287,4762,Laercio Oliveira,PR,SE,Nordeste,SIM
PL 1876/1999,2287,3718,Valadares Filho,PSB,SE,Nordeste,SIM
PL 1876/1999,2287,3582,Mauro Mariani,PMDB,SC,Norte,SIM
PL 1876/1999,2287,3496,Décio Lima,PT,SC,Norte,SIM
PL 1876/1999,2287,3896,Celso Maldaner,PMDB,SC,Norte,SIM
PL 1876/1999,2287,4276,Vilson Covatti,PP,RS,Sul,SIM
PL 1876/1999,2287,3514,Sérgio Moraes,PTB,RS,Sul,SIM
PL 1876/1999,2287,4091,Renato Molling,PP,RS,Sul,SIM
PL 1876/1999,2287,4275,Manuela D`ávila,PCdoB,RS,Sul,SIM
PL 1876/1999,2287,4274,Vieira da Cunha,PDT,RS,Sul,NAO
PL 1876/1999,2287,4033,Edio Lopes,PMDB,RR,Norte,SIM
PL 1876/1999,2287,5198,Moreira Mendes,PPS,RO,Norte,SIM
PL 1876/1999,2287,4273,Mauro Nazif,PSB,RO,Norte,SIM
PL 1876/1999,2287,5238,Lindomar Garçon,PV,RO,Norte,NAO
PL 1876/1999,2287,4272,João Maia,PR,RN,Norte,SIM
PL 1876/1999,2287,3507,Felipe Maia,DEM,RN,Norte,SIM
PL 1876/1999,2287,5197,Fábio Faria,PMN,RN,Norte,SIM
PL 1876/1999,2287,4422,Dr. Paulo César,PR,RJ,Sudeste,NAO
PL 1876/1999,2287,3592,Otavio Leite,PSDB,RJ,Sudeste,SIM
PL 1876/1999,2287,4270,Neilton Mulim,PR,RJ,Sudeste,SIM
PL 1876/1999,2287,4269,Hugo Leal,PSC,RJ,Sudeste,SIM
PL 1876/1999,2287,4155,Glauber Braga,PSB,RJ,Sudeste,NAO
PL 1876/1999,2287,4268,Filipe Pereira,PSC,RJ,Sudeste,SIM
PL 1876/1999,2287,5191,Felipe Bornier,PHS,RJ,Sudeste,SIM
PL 1876/1999,2287,4267,Edson Santos,PT,RJ,Sudeste,SIM
PL 1876/1999,2287,4266,Andreia Zito,PSDB,RJ,Sudeste,SIM
PL 1876/1999,2287,4265,Dr. Adilson Soares,PR,RJ,Sudeste,SIM
PL 1876/1999,2287,3998,Alfredo Kaefer,PSDB,PR,Sul,SIM
PL 1876/1999,2287,4264,Ratinho Junior,PSC,PR,Sul,SIM
PL 1876/1999,2287,4232,Devanir Ribeiro,PT,SP,Sudeste,SIM
PL 1876/1999,2287,3764,José Mentor,PT,SP,Sudeste,SIM
PL 1876/1999,2287,4231,Ricardo Berzoini,PT,SP,Sudeste,SIM
PL 1876/1999,2287,3680,Ivan Valente,PSOL,SP,Sudeste,NAO
PL 1876/1999,2287,4230,João Paulo Cunha,PT,SP,Sudeste,SIM
PL 1876/1999,2287,3932,Arlindo Chinaglia,PT,SP,Sudeste,SIM
PL 1876/1999,2287,4412,Mendonça Prado,DEM,SE,Nordeste,SIM
PL 1876/1999,2287,4030,Edinho Bez,PMDB,SC,Norte,SIM
PL 1876/1999,2287,4979,Jorge Boeira,PT,SC,Norte,SIM
PL 1876/1999,2287,4976,Zonta,PP,SC,Norte,SIM
PL 1876/1999,2287,3595,Osmar Terra,PMDB,RS,Sul,SIM
PL 1876/1999,2287,4970,Mendes Ribeiro Filho,PMDB,RS,Sul,SIM
PL 1876/1999,2287,3546,Darcísio Perondi,PMDB,RS,Sul,SIM
PL 1876/1999,2287,3658,Marco Maia,PT,RS,Sul,ABSTENCAO
PL 1876/1999,2287,3571,Henrique Fontana,PT,RS,Sul,NAO
PL 1876/1999,2287,3681,Paulo Pimenta,PT,RS,Sul,NAO
PL 1876/1999,2287,4228,Enio Bacci,PDT,RS,Sul,SIM
PL 1876/1999,2287,3667,Afonso Hamm,PP,RS,Sul,SIM
PL 1876/1999,2287,3831,Luis Carlos Heinze,PP,RS,Sul,SIM
PL 1876/1999,2287,4012,José Otávio Germano,PP,RS,Sul,SIM
PL 1876/1999,2287,4226,Natan Donadon,PMDB,RO,Norte,SIM
PL 1876/1999,2287,3880,Marinha Raupp,PMDB,RO,Norte,SIM
PL 1876/1999,2287,4225,Sandra Rosado,PSB,RN,Norte,SIM
PL 1876/1999,2287,4224,Henrique Eduardo Alves,PMDB,RN,Norte,SIM
PL 1876/1999,2287,4477,Fátima Bezerra,PT,RN,Norte,NAO
PL 1876/1999,2287,4476,Alexandre Santos,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2287,4223,Edson Ezequiel,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2287,3755,Rodrigo Maia,DEM,RJ,Sudeste,SIM
PL 1876/1999,2287,5145,Arolde de Oliveira,DEM,RJ,Sudeste,SIM
PL 1876/1999,2287,3671,Chico Alencar,PSOL,RJ,Sudeste,NAO
PL 1876/1999,2287,4221,Miro Teixeira,PDT,RJ,Sudeste,NAO
PL 1876/1999,2287,3574,Eduardo Cunha,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2287,3628,Simão Sessim,PP,RJ,Sudeste,SIM
PL 1876/1999,2287,4043,Jair Bolsonaro,PP,RJ,Sudeste,SIM
PL 1876/1999,2287,3898,Alex Canziani,PTB,PR,Sul,SIM
PL 1876/1999,2287,5143,Eduardo Sciarra,DEM,PR,Sul,SIM
PL 1876/1999,2287,4219,Abelardo Lupion,DEM,PR,Sul,SIM
PL 1876/1999,2287,4129,Giacobo,PR,PR,Sul,SIM
PL 1876/1999,2287,4019,Hermes Parcianello,PMDB,PR,Sul,SIM
PL 1876/1999,2287,3482,Osmar Serraglio,PMDB,PR,Sul,SIM
PL 1876/1999,2287,5235,Reinhold Stephanes,PMDB,PR,Sul,SIM
PL 1876/1999,2287,4673,Moacir Micheletto,PMDB,PR,Sul,SIM
PL 1876/1999,2287,4081,Takayama,PSC,PR,Sul,SIM
PL 1876/1999,2287,4013,Assis do Couto,PT,PR,Sul,SIM
PL 1876/1999,2287,4217,Dr. Rosinha,PT,PR,Sul,NAO
PL 1876/1999,2287,4216,André Zacharow,PMDB,PR,Sul,SIM
PL 1876/1999,2287,3670,Dilceu Sperafico,PP,PR,Sul,SIM
PL 1876/1999,2287,3584,Nelson Meurer,PP,PR,Sul,SIM
PL 1876/1999,2287,5234,Júlio Cesar,DEM,PI,Nordeste,SIM
PL 1876/1999,2287,3918,Paes Landim,PTB,PI,Nordeste,SIM
PL 1876/1999,2287,4126,Marcelo Castro,PMDB,PI,Nordeste,SIM
PL 1876/1999,2287,3971,Gonzaga Patriota,PSB,PE,Nordeste,SIM
PL 1876/1999,2287,4215,Inocêncio Oliveira,PR,PE,Nordeste,SIM
PL 1876/1999,2287,4493,José Chaves,PTB,PE,Nordeste,SIM
PL 1876/1999,2287,4214,Carlos Eduardo Cadoca,PSC,PE,Nordeste,SIM
PL 1876/1999,2287,4213,Fernando Ferro,PT,PE,Nordeste,NAO
PL 1876/1999,2287,3883,Damião Feliciano,PDT,PB,Nordeste,SIM
PL 1876/1999,2287,3892,Wellington Roberto,PR,PB,Nordeste,SIM
PL 1876/1999,2287,3500,Luiz Couto,PT,PB,Nordeste,SIM
PL 1876/1999,2287,4759,Wladimir Costa,PMDB,PA,Norte,SIM
PL 1876/1999,2287,3564,Zé Geraldo,PT,PA,Norte,SIM
PL 1876/1999,2287,4210,Zequinha Marinho,PSC,PA,Norte,SIM
PL 1876/1999,2287,4496,Wellington Fagundes,PR,MT,CentroOeste,SIM
PL 1876/1999,2287,3962,Geraldo Resende,PMDB,MS,CentroOeste,SIM
PL 1876/1999,2287,4208,Antônio Carlos Biffi,PT,MS,CentroOeste,NAO
PL 1876/1999,2287,3627,Eduardo Barbosa,PSDB,MG,Sudeste,SIM
PL 1876/1999,2287,4492,Aracely de Paula,PR,MG,Sudeste,SIM
PL 1876/1999,2287,4871,Geraldo Thadeu,PPS,MG,Sudeste,SIM
PL 1876/1999,2287,5233,Ademir Camilo,PDT,MG,Sudeste,SIM
PL 1876/1999,2287,3605,Júlio Delgado,PSB,MG,Sudeste,SIM
PL 1876/1999,2287,4034,Lincoln Portela,PR,MG,Sudeste,SIM
PL 1876/1999,2287,3866,Saraiva Felipe,PMDB,MG,Sudeste,SIM
PL 1876/1999,2287,4203,João Magalhães,PMDB,MG,Sudeste,SIM
PL 1876/1999,2287,3713,Leonardo Monteiro,PT,MG,Sudeste,NAO
PL 1876/1999,2287,4202,Gilmar Machado,PT,MG,Sudeste,SIM
PL 1876/1999,2287,3549,Reginaldo Lopes,PT,MG,Sudeste,SIM
PL 1876/1999,2287,4516,Odair Cunha,PT,MG,Sudeste,SIM
PL 1876/1999,2287,4758,Márcio Reinaldo Moreira,PP,MG,Sudeste,SIM
PL 1876/1999,2287,3993,Pedro Uczai,PT,SC,Norte,NAO
PL 1876/1999,2287,4486,Luci Choinacki,PT,SC,Norte,SIM
PL 1876/1999,2287,3517,Esperidião Amin,PP,SC,Norte,SIM
PL 1876/1999,2287,4357,Assis Melo,PCdoB,RS,Sul,SIM
PL 1876/1999,2287,3899,Nelson Marchezan Junior,PSDB,RS,Sul,SIM
PL 1876/1999,2287,4356,José Stédile,PSB,RS,Sul,SIM
PL 1876/1999,2287,4263,Angelo Vanhoni,PT,PR,Sul,SIM
PL 1876/1999,2287,4262,André Vargas,PT,PR,Sul,SIM
PL 1876/1999,2287,4261,Osmar Júnior,PCdoB,PI,Nordeste,SIM
PL 1876/1999,2287,3489,Wolney Queiroz,PDT,PE,Nordeste,SIM
PL 1876/1999,2287,4260,Silvio Costa,PTB,PE,Nordeste,SIM
PL 1876/1999,2287,4259,Raul Henry,PMDB,PE,Nordeste,SIM
PL 1876/1999,2287,4421,Pedro Eugênio,PT,PE,Nordeste,SIM
PL 1876/1999,2287,3686,Fernando Coelho Filho,PSB,PE,Nordeste,SIM
PL 1876/1999,2287,3563,Eduardo da Fonte,PP,PE,Nordeste,SIM
PL 1876/1999,2287,3483,Bruno Araújo,PSDB,PE,Nordeste,SIM
PL 1876/1999,2287,5182,Ana Arraes,PSB,PE,Nordeste,SIM
PL 1876/1999,2287,3927,Manoel Junior,PMDB,PB,Nordeste,SIM
PL 1876/1999,2287,3565,Efraim Filho,DEM,PB,Nordeste,SIM
PL 1876/1999,2287,4258,Wandenkolk Gonçalves,PSDB,PA,Norte,SIM
PL 1876/1999,2287,3864,Lúcio Vale,PR,PA,Norte,SIM
PL 1876/1999,2287,3797,Beto Faro,PT,PA,Norte,SIM
PL 1876/1999,2287,4257,Lira Maia,DEM,PA,Norte,SIM
PL 1876/1999,2287,4256,Giovanni Queiroz,PDT,PA,Norte,SIM
PL 1876/1999,2287,3945,Elcione Barbalho,PMDB,PA,Norte,SIM
PL 1876/1999,2287,4255,Valtenir Pereira,PSB,MT,CentroOeste,SIM
PL 1876/1999,2287,5177,Homero Pereira,PR,MT,CentroOeste,SIM
PL 1876/1999,2287,3698,Carlos Bezerra,PMDB,MT,CentroOeste,SIM
PL 1876/1999,2287,3747,Rodrigo de Castro,PSDB,MG,Sudeste,ABSTENCAO
PL 1876/1999,2287,4252,Paulo Piau,PMDB,MG,Sudeste,SIM
PL 1876/1999,2287,3873,Paulo Abi-Ackel,PSDB,MG,Sudeste,SIM
PL 1876/1999,2287,3803,Jô Moraes,PCdoB,MG,Sudeste,SIM
PL 1876/1999,2287,5174,Marcos Montes,DEM,MG,Sudeste,SIM
PL 1876/1999,2287,3991,Luiz Fernando Faria,PP,MG,Sudeste,SIM
PL 1876/1999,2287,4250,George Hilton,PRB,MG,Sudeste,SIM
PL 1876/1999,2287,3968,Fábio Ramalho,PV,MG,Sudeste,NAO
PL 1876/1999,2287,4249,Antônio Roberto,PV,MG,Sudeste,NAO
PL 1876/1999,2287,4499,Antônio Andrade,PMDB,MG,Sudeste,SIM
PL 1876/1999,2287,3926,Aelton Freitas,PR,MG,Sudeste,SIM
PL 1876/1999,2287,4113,Waldir Maranhão,PP,MA,Norte,SIM
PL 1876/1999,2287,4248,Professor Setimo,PMDB,MA,Norte,SIM
PL 1876/1999,2287,4247,Pinto Itamaraty,PSDB,MA,Norte,SIM
PL 1876/1999,2287,4760,Domingos Dutra,PT,MA,Norte,NAO
PL 1876/1999,2287,4246,Carlos Brandão,PSDB,MA,Norte,SIM
PL 1876/1999,2287,4245,Íris de Araújo,PMDB,GO,CentroOeste,SIM
PL 1876/1999,2287,3759,Lelo Coimbra,PMDB,ES,Sudeste,SIM
PL 1876/1999,2287,4244,Sueli Vidigal,PDT,ES,Sudeste,SIM
PL 1876/1999,2287,4243,Izalci,PR,DF,CentroOeste,SIM
PL 1876/1999,2287,3985,José Guimarães,PT,CE,Nordeste,SIM
PL 1876/1999,2287,3782,Chico Lopes,PCdoB,CE,Nordeste,SIM
PL 1876/1999,2287,4242,Eudes Xavier,PT,CE,Nordeste,NAO
PL 1876/1999,2287,5265,Sérgio Brito,PSC,BA,Nordeste,SIM
PL 1876/1999,2287,3989,Roberto Britto,PP,BA,Nordeste,SIM
PL 1876/1999,2287,5237,Maurício Trindade,PR,BA,Nordeste,SIM
PL 1876/1999,2287,4241,Marcos Medrado,PDT,BA,Nordeste,SIM
PL 1876/1999,2287,3748,Márcio Marinho,PRB,BA,Nordeste,SIM
PL 1876/1999,2287,3887,João Carlos Bacelar,PR,BA,Nordeste,SIM
PL 1876/1999,2287,4240,Geraldo Simões,PT,BA,Nordeste,SIM
PL 1876/1999,2287,4239,Sebastião Bala Rocha,PDT,AP,Norte,OBSTRUCAO
PL 1876/1999,2287,4414,Fátima Pelaes,PMDB,AP,Norte,SIM
PL 1876/1999,2287,4238,Rebecca Garcia,PP,AM,Norte,SIM
PL 1876/1999,2287,4237,Sabino Castelo Branco,PTB,AM,Norte,SIM
PL 1876/1999,2287,4236,Francisco Praciano,PT,AM,Norte,NAO
PL 1876/1999,2287,4235,Joaquim Beltrão,PMDB,AL,Nordeste,SIM
PL 1876/1999,2287,4494,Gladson Cameli,PP,AC,Norte,SIM
