PROPOSICAO,VOTACAO,PARLAMENTAR_ID,PARLAMENTAR_NOME,PARTIDO,UF,REGIAO,VOTO
PL 1876/1999,2288,3558,Duarte Nogueira,PSDB,SP,Sudeste,SIM
PL 1876/1999,2288,3649,Antonio Bulhões,PRB,SP,Sudeste,SIM
PL 1876/1999,2288,4762,Laercio Oliveira,PR,SE,Nordeste,SIM
PL 1876/1999,2288,3718,Valadares Filho,PSB,SE,Nordeste,NAO
PL 1876/1999,2288,3582,Mauro Mariani,PMDB,SC,Norte,SIM
PL 1876/1999,2288,3496,Décio Lima,PT,SC,Norte,NAO
PL 1876/1999,2288,3896,Celso Maldaner,PMDB,SC,Norte,SIM
PL 1876/1999,2288,4276,Vilson Covatti,PP,RS,Sul,SIM
PL 1876/1999,2288,3514,Sérgio Moraes,PTB,RS,Sul,SIM
PL 1876/1999,2288,4091,Renato Molling,PP,RS,Sul,SIM
PL 1876/1999,2288,4275,Manuela D`ávila,PCdoB,RS,Sul,SIM
PL 1876/1999,2288,4274,Vieira da Cunha,PDT,RS,Sul,NAO
PL 1876/1999,2288,4033,Edio Lopes,PMDB,RR,Norte,SIM
PL 1876/1999,2288,5198,Moreira Mendes,PPS,RO,Norte,SIM
PL 1876/1999,2288,4273,Mauro Nazif,PSB,RO,Norte,SIM
PL 1876/1999,2288,5238,Lindomar Garçon,PV,RO,Norte,NAO
PL 1876/1999,2288,4272,João Maia,PR,RN,Norte,SIM
PL 1876/1999,2288,3507,Felipe Maia,DEM,RN,Norte,SIM
PL 1876/1999,2288,5197,Fábio Faria,PMN,RN,Norte,SIM
PL 1876/1999,2288,4422,Dr. Paulo César,PR,RJ,Sudeste,NAO
PL 1876/1999,2288,3592,Otavio Leite,PSDB,RJ,Sudeste,NAO
PL 1876/1999,2288,4270,Neilton Mulim,PR,RJ,Sudeste,NAO
PL 1876/1999,2288,4155,Glauber Braga,PSB,RJ,Sudeste,NAO
PL 1876/1999,2288,4268,Filipe Pereira,PSC,RJ,Sudeste,SIM
PL 1876/1999,2288,5191,Felipe Bornier,PHS,RJ,Sudeste,SIM
PL 1876/1999,2288,4267,Edson Santos,PT,RJ,Sudeste,NAO
PL 1876/1999,2288,4266,Andreia Zito,PSDB,RJ,Sudeste,SIM
PL 1876/1999,2288,4265,Dr. Adilson Soares,PR,RJ,Sudeste,NAO
PL 1876/1999,2288,3998,Alfredo Kaefer,PSDB,PR,Sul,SIM
PL 1876/1999,2288,4264,Ratinho Junior,PSC,PR,Sul,SIM
PL 1876/1999,2288,4263,Angelo Vanhoni,PT,PR,Sul,NAO
PL 1876/1999,2288,4262,André Vargas,PT,PR,Sul,NAO
PL 1876/1999,2288,4261,Osmar Júnior,PCdoB,PI,Nordeste,SIM
PL 1876/1999,2288,3489,Wolney Queiroz,PDT,PE,Nordeste,NAO
PL 1876/1999,2288,4260,Silvio Costa,PTB,PE,Nordeste,NAO
PL 1876/1999,2288,4259,Raul Henry,PMDB,PE,Nordeste,SIM
PL 1876/1999,2288,4421,Pedro Eugênio,PT,PE,Nordeste,NAO
PL 1876/1999,2288,3686,Fernando Coelho Filho,PSB,PE,Nordeste,NAO
PL 1876/1999,2288,3563,Eduardo da Fonte,PP,PE,Nordeste,NAO
PL 1876/1999,2288,3483,Bruno Araújo,PSDB,PE,Nordeste,SIM
PL 1876/1999,2288,5182,Ana Arraes,PSB,PE,Nordeste,NAO
PL 1876/1999,2288,3927,Manoel Junior,PMDB,PB,Nordeste,SIM
PL 1876/1999,2288,3565,Efraim Filho,DEM,PB,Nordeste,SIM
PL 1876/1999,2288,4258,Wandenkolk Gonçalves,PSDB,PA,Norte,SIM
PL 1876/1999,2288,3864,Lúcio Vale,PR,PA,Norte,NAO
PL 1876/1999,2288,3797,Beto Faro,PT,PA,Norte,NAO
PL 1876/1999,2288,4257,Lira Maia,DEM,PA,Norte,SIM
PL 1876/1999,2288,4256,Giovanni Queiroz,PDT,PA,Norte,SIM
PL 1876/1999,2288,3945,Elcione Barbalho,PMDB,PA,Norte,SIM
PL 1876/1999,2288,4255,Valtenir Pereira,PSB,MT,CentroOeste,NAO
PL 1876/1999,2288,5177,Homero Pereira,PR,MT,CentroOeste,SIM
PL 1876/1999,2288,3698,Carlos Bezerra,PMDB,MT,CentroOeste,SIM
PL 1876/1999,2288,3747,Rodrigo de Castro,PSDB,MG,Sudeste,ABSTENCAO
PL 1876/1999,2288,4252,Paulo Piau,PMDB,MG,Sudeste,SIM
PL 1876/1999,2288,3873,Paulo Abi-Ackel,PSDB,MG,Sudeste,SIM
PL 1876/1999,2288,4251,Miguel Corrêa,PT,MG,Sudeste,NAO
PL 1876/1999,2288,3803,Jô Moraes,PCdoB,MG,Sudeste,SIM
PL 1876/1999,2288,5174,Marcos Montes,DEM,MG,Sudeste,SIM
PL 1876/1999,2288,4250,George Hilton,PRB,MG,Sudeste,SIM
PL 1876/1999,2288,3968,Fábio Ramalho,PV,MG,Sudeste,NAO
PL 1876/1999,2288,4249,Antônio Roberto,PV,MG,Sudeste,NAO
PL 1876/1999,2288,4499,Antônio Andrade,PMDB,MG,Sudeste,SIM
PL 1876/1999,2288,3926,Aelton Freitas,PR,MG,Sudeste,SIM
PL 1876/1999,2288,4113,Waldir Maranhão,PP,MA,Norte,NAO
PL 1876/1999,2288,4248,Professor Setimo,PMDB,MA,Norte,SIM
PL 1876/1999,2288,4247,Pinto Itamaraty,PSDB,MA,Norte,SIM
PL 1876/1999,2288,4760,Domingos Dutra,PT,MA,Norte,NAO
PL 1876/1999,2288,4246,Carlos Brandão,PSDB,MA,Norte,SIM
PL 1876/1999,2288,4245,Íris de Araújo,PMDB,GO,CentroOeste,SIM
PL 1876/1999,2288,3759,Lelo Coimbra,PMDB,ES,Sudeste,SIM
PL 1876/1999,2288,4244,Sueli Vidigal,PDT,ES,Sudeste,NAO
PL 1876/1999,2288,4243,Izalci,PR,DF,CentroOeste,NAO
PL 1876/1999,2288,3985,José Guimarães,PT,CE,Nordeste,NAO
PL 1876/1999,2288,3782,Chico Lopes,PCdoB,CE,Nordeste,SIM
PL 1876/1999,2288,5265,Sérgio Brito,PSC,BA,Nordeste,SIM
PL 1876/1999,2288,3989,Roberto Britto,PP,BA,Nordeste,NAO
PL 1876/1999,2288,5237,Maurício Trindade,PR,BA,Nordeste,SIM
PL 1876/1999,2288,4241,Marcos Medrado,PDT,BA,Nordeste,NAO
PL 1876/1999,2288,3748,Márcio Marinho,PRB,BA,Nordeste,SIM
PL 1876/1999,2288,3887,João Carlos Bacelar,PR,BA,Nordeste,NAO
PL 1876/1999,2288,4240,Geraldo Simões,PT,BA,Nordeste,NAO
PL 1876/1999,2288,4239,Sebastião Bala Rocha,PDT,AP,Norte,OBSTRUCAO
PL 1876/1999,2288,4414,Fátima Pelaes,PMDB,AP,Norte,SIM
PL 1876/1999,2288,4238,Rebecca Garcia,PP,AM,Norte,NAO
PL 1876/1999,2288,4237,Sabino Castelo Branco,PTB,AM,Norte,SIM
PL 1876/1999,2288,4236,Francisco Praciano,PT,AM,Norte,NAO
PL 1876/1999,2288,4235,Joaquim Beltrão,PMDB,AL,Nordeste,SIM
PL 1876/1999,2288,4494,Gladson Cameli,PP,AC,Norte,SIM
PL 1876/1999,2288,3811,Flaviano Melo,PMDB,AC,Norte,SIM
PL 1876/1999,2288,4545,Aldo Rebelo,PCdoB,SP,Sudeste,SIM
PL 1876/1999,2288,3979,Antonio Carlos Mendes Thame,PSDB,SP,Sudeste,SIM
PL 1876/1999,2288,3937,Carlos Sampaio,PSDB,SP,Sudeste,SIM
PL 1876/1999,2288,5236,Jefferson Campos,PSB,SP,Sudeste,NAO
PL 1876/1999,2288,3938,Luiza Erundina,PSB,SP,Sudeste,NAO
PL 1876/1999,2288,4233,Dimas Ramalho,PPS,SP,Sudeste,SIM
PL 1876/1999,2288,3848,Arnaldo Faria de Sá,PTB,SP,Sudeste,NAO
PL 1876/1999,2288,3523,Nelson Marquezelli,PTB,SP,Sudeste,SIM
PL 1876/1999,2288,3551,Vicentinho,PT,SP,Sudeste,NAO
PL 1876/1999,2288,4232,Devanir Ribeiro,PT,SP,Sudeste,NAO
PL 1876/1999,2288,3764,José Mentor,PT,SP,Sudeste,NAO
PL 1876/1999,2288,4231,Ricardo Berzoini,PT,SP,Sudeste,NAO
PL 1876/1999,2288,3680,Ivan Valente,PSOL,SP,Sudeste,NAO
PL 1876/1999,2288,4230,João Paulo Cunha,PT,SP,Sudeste,NAO
PL 1876/1999,2288,3932,Arlindo Chinaglia,PT,SP,Sudeste,NAO
PL 1876/1999,2288,4412,Mendonça Prado,DEM,SE,Nordeste,SIM
PL 1876/1999,2288,4030,Edinho Bez,PMDB,SC,Norte,SIM
PL 1876/1999,2288,4976,Zonta,PP,SC,Norte,SIM
PL 1876/1999,2288,3595,Osmar Terra,PMDB,RS,Sul,SIM
PL 1876/1999,2288,4970,Mendes Ribeiro Filho,PMDB,RS,Sul,SIM
PL 1876/1999,2288,3546,Darcísio Perondi,PMDB,RS,Sul,SIM
PL 1876/1999,2288,3658,Marco Maia,PT,RS,Sul,ABSTENCAO
PL 1876/1999,2288,3571,Henrique Fontana,PT,RS,Sul,NAO
PL 1876/1999,2288,3681,Paulo Pimenta,PT,RS,Sul,NAO
PL 1876/1999,2288,4228,Enio Bacci,PDT,RS,Sul,SIM
PL 1876/1999,2288,3667,Afonso Hamm,PP,RS,Sul,SIM
PL 1876/1999,2288,3831,Luis Carlos Heinze,PP,RS,Sul,SIM
PL 1876/1999,2288,4227,Luciano Castro,PR,RR,Norte,NAO
PL 1876/1999,2288,4226,Natan Donadon,PMDB,RO,Norte,SIM
PL 1876/1999,2288,3880,Marinha Raupp,PMDB,RO,Norte,SIM
PL 1876/1999,2288,4225,Sandra Rosado,PSB,RN,Norte,SIM
PL 1876/1999,2288,4224,Henrique Eduardo Alves,PMDB,RN,Norte,SIM
PL 1876/1999,2288,4477,Fátima Bezerra,PT,RN,Norte,NAO
PL 1876/1999,2288,4476,Alexandre Santos,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2288,4223,Edson Ezequiel,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2288,3755,Rodrigo Maia,DEM,RJ,Sudeste,SIM
PL 1876/1999,2288,5145,Arolde de Oliveira,DEM,RJ,Sudeste,SIM
PL 1876/1999,2288,3671,Chico Alencar,PSOL,RJ,Sudeste,NAO
PL 1876/1999,2288,4221,Miro Teixeira,PDT,RJ,Sudeste,NAO
PL 1876/1999,2288,3574,Eduardo Cunha,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2288,3628,Simão Sessim,PP,RJ,Sudeste,NAO
PL 1876/1999,2288,4043,Jair Bolsonaro,PP,RJ,Sudeste,SIM
PL 1876/1999,2288,5143,Eduardo Sciarra,DEM,PR,Sul,SIM
PL 1876/1999,2288,4219,Abelardo Lupion,DEM,PR,Sul,SIM
PL 1876/1999,2288,4129,Giacobo,PR,PR,Sul,SIM
PL 1876/1999,2288,4019,Hermes Parcianello,PMDB,PR,Sul,SIM
PL 1876/1999,2288,3482,Osmar Serraglio,PMDB,PR,Sul,SIM
PL 1876/1999,2288,5235,Reinhold Stephanes,PMDB,PR,Sul,SIM
PL 1876/1999,2288,4673,Moacir Micheletto,PMDB,PR,Sul,SIM
PL 1876/1999,2288,4081,Takayama,PSC,PR,Sul,SIM
PL 1876/1999,2288,4013,Assis do Couto,PT,PR,Sul,NAO
PL 1876/1999,2288,4217,Dr. Rosinha,PT,PR,Sul,NAO
PL 1876/1999,2288,4216,André Zacharow,PMDB,PR,Sul,SIM
PL 1876/1999,2288,3670,Dilceu Sperafico,PP,PR,Sul,SIM
PL 1876/1999,2288,3584,Nelson Meurer,PP,PR,Sul,SIM
PL 1876/1999,2288,5234,Júlio Cesar,DEM,PI,Nordeste,SIM
PL 1876/1999,2288,3918,Paes Landim,PTB,PI,Nordeste,NAO
PL 1876/1999,2288,4126,Marcelo Castro,PMDB,PI,Nordeste,SIM
PL 1876/1999,2288,3971,Gonzaga Patriota,PSB,PE,Nordeste,NAO
PL 1876/1999,2288,4215,Inocêncio Oliveira,PR,PE,Nordeste,NAO
PL 1876/1999,2288,4493,José Chaves,PTB,PE,Nordeste,SIM
PL 1876/1999,2288,4214,Carlos Eduardo Cadoca,PSC,PE,Nordeste,SIM
PL 1876/1999,2288,4213,Fernando Ferro,PT,PE,Nordeste,NAO
PL 1876/1999,2288,3883,Damião Feliciano,PDT,PB,Nordeste,NAO
PL 1876/1999,2288,3500,Luiz Couto,PT,PB,Nordeste,NAO
PL 1876/1999,2288,4759,Wladimir Costa,PMDB,PA,Norte,SIM
PL 1876/1999,2288,3564,Zé Geraldo,PT,PA,Norte,NAO
PL 1876/1999,2288,4496,Wellington Fagundes,PR,MT,CentroOeste,SIM
PL 1876/1999,2288,3962,Geraldo Resende,PMDB,MS,CentroOeste,SIM
PL 1876/1999,2288,3575,Vander Loubet,PT,MS,CentroOeste,NAO
PL 1876/1999,2288,4208,Antônio Carlos Biffi,PT,MS,CentroOeste,NAO
PL 1876/1999,2288,3627,Eduardo Barbosa,PSDB,MG,Sudeste,SIM
PL 1876/1999,2288,4207,Jaime Martins,PR,MG,Sudeste,SIM
PL 1876/1999,2288,4492,Aracely de Paula,PR,MG,Sudeste,SIM
PL 1876/1999,2288,4871,Geraldo Thadeu,PPS,MG,Sudeste,SIM
PL 1876/1999,2288,5233,Ademir Camilo,PDT,MG,Sudeste,NAO
PL 1876/1999,2288,3605,Júlio Delgado,PSB,MG,Sudeste,NAO
PL 1876/1999,2288,4034,Lincoln Portela,PR,MG,Sudeste,NAO
PL 1876/1999,2288,3866,Saraiva Felipe,PMDB,MG,Sudeste,SIM
PL 1876/1999,2288,4203,João Magalhães,PMDB,MG,Sudeste,SIM
PL 1876/1999,2288,4360,Heleno Silva,PRB,SE,Nordeste,SIM
PL 1876/1999,2288,4359,Jorginho Mello,PSDB,SC,Norte,SIM
PL 1876/1999,2288,5228,Onofre Santo Agostini,DEM,SC,Norte,SIM
PL 1876/1999,2288,3788,Rogério Peninha Mendonça,PMDB,SC,Norte,SIM
PL 1876/1999,2288,3818,Ronaldo Benedet,PMDB,SC,Norte,SIM
PL 1876/1999,2288,3993,Pedro Uczai,PT,SC,Norte,NAO
PL 1876/1999,2288,4486,Luci Choinacki,PT,SC,Norte,NAO
PL 1876/1999,2288,3517,Esperidião Amin,PP,SC,Norte,SIM
PL 1876/1999,2288,4357,Assis Melo,PCdoB,RS,Sul,SIM
PL 1876/1999,2288,3899,Nelson Marchezan Junior,PSDB,RS,Sul,SIM
PL 1876/1999,2288,4356,José Stédile,PSB,RS,Sul,NAO
PL 1876/1999,2288,3781,Alceu Moreira,PMDB,RS,Sul,SIM
PL 1876/1999,2288,5250,Danrlei De Deus Hinterholz,PTB,RS,Sul,SIM
PL 1876/1999,2288,3699,Marcon,PT,RS,Sul,NAO
PL 1876/1999,2288,3672,Bohn Gass,PT,RS,Sul,NAO
PL 1876/1999,2288,4353,Ronaldo Zulke,PT,RS,Sul,NAO
PL 1876/1999,2288,3828,Giovani Cherini,PDT,RS,Sul,SIM
PL 1876/1999,2288,4352,Jeronimo Goergen,PP,RS,Sul,SIM
PL 1876/1999,2288,4351,Berinho Bantim,PSDB,RR,Norte,SIM
PL 1876/1999,2288,4350,Paulo Cesar Quartiero,DEM,RR,Norte,SIM
PL 1876/1999,2288,4349,Teresa Surita,PMDB,RR,Norte,SIM
PL 1876/1999,2288,3515,Jhonatan de Jesus,PRB,RR,Norte,SIM
PL 1876/1999,2288,3752,Nilton Capixaba,PTB,RO,Norte,SIM
PL 1876/1999,2288,4485,Padre Ton,PT,RO,Norte,NAO
PL 1876/1999,2288,4504,Carlos Magno,PP,RO,Norte,SIM
PL 1876/1999,2288,4347,Paulo Wagner,PV,RN,Norte,NAO
PL 1876/1999,2288,5249,Cristiano,PTdoB,RJ,Sudeste,NAO
PL 1876/1999,2288,3534,Jandira Feghali,PCdoB,RJ,Sudeste,SIM
PL 1876/1999,2288,4346,Dr. Aluizio,PV,RJ,Sudeste,NAO
PL 1876/1999,2288,4776,Alfredo Sirkis,PV,RJ,Sudeste,NAO
PL 1876/1999,2288,4345,Romário,PSB,RJ,Sudeste,NAO
PL 1876/1999,2288,4765,Aureo,PRTB,RJ,Sudeste,NAO
PL 1876/1999,2288,4344,Stepan Nercessian,PPS,RJ,Sudeste,SIM
PL 1876/1999,2288,4040,Francisco Floriano,PR,RJ,Sudeste,SIM
PL 1876/1999,2288,4343,Zoinho,PR,RJ,Sudeste,SIM
PL 1876/1999,2288,4342,Anthony Garotinho,PR,RJ,Sudeste,SIM
PL 1876/1999,2288,5225,Liliam Sá,PR,RJ,Sudeste,NAO
PL 1876/1999,2288,4440,Adrian,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2288,3850,Washington Reis,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2288,3982,Walney Rocha,PTB,RJ,Sudeste,SIM
PL 1876/1999,2288,3881,Benedita da Silva,PT,RJ,Sudeste,NAO
PL 1876/1999,2288,4151,Alessandro Molon,PT,RJ,Sudeste,NAO
PL 1876/1999,2288,4052,Marcelo Matos,PDT,RJ,Sudeste,NAO
PL 1876/1999,2288,4340,Vitor Paulo,PRB,RJ,Sudeste,SIM
PL 1876/1999,2288,4338,Rosane Ferreira,PV,PR,Sul,NAO
PL 1876/1999,2288,3553,Leopoldo Meyer,PSB,PR,Sul,NAO
PL 1876/1999,2288,4053,Sandro Alex,PPS,PR,Sul,SIM
PL 1876/1999,2288,3604,Rubens Bueno,PPS,PR,Sul,SIM
PL 1876/1999,2288,3713,Leonardo Monteiro,PT,MG,Sudeste,NAO
PL 1876/1999,2288,4202,Gilmar Machado,PT,MG,Sudeste,NAO
PL 1876/1999,2288,4516,Odair Cunha,PT,MG,Sudeste,NAO
PL 1876/1999,2288,4758,Márcio Reinaldo Moreira,PP,MG,Sudeste,NAO
PL 1876/1999,2288,4201,Ribamar Alves,PSB,MA,Norte,NAO
PL 1876/1999,2288,4062,Sarney Filho,PV,MA,Norte,NAO
PL 1876/1999,2288,4410,Gastão Vieira,PMDB,MA,Norte,SIM
PL 1876/1999,2288,4023,João Campos,PSDB,GO,CentroOeste,SIM
PL 1876/1999,2288,3846,Jovair Arantes,PTB,GO,CentroOeste,SIM
PL 1876/1999,2288,4199,Carlos Alberto Leréia,PSDB,GO,CentroOeste,SIM
PL 1876/1999,2288,4198,Ronaldo Caiado,DEM,GO,CentroOeste,SIM
PL 1876/1999,2288,3783,Pedro Chaves,PMDB,GO,CentroOeste,SIM
PL 1876/1999,2288,4196,Leandro Vilela,PMDB,GO,CentroOeste,SIM
PL 1876/1999,2288,4028,Rubens Otoni,PT,GO,CentroOeste,NAO
PL 1876/1999,2288,4065,Sandes Júnior,PP,GO,CentroOeste,NAO
PL 1876/1999,2288,3871,Roberto Balestra,PP,GO,CentroOeste,SIM
PL 1876/1999,2288,4194,Manato,PDT,ES,Sudeste,SIM
PL 1876/1999,2288,4193,Vicente Arruda,PR,CE,Nordeste,NAO
PL 1876/1999,2288,4192,Ariosto Holanda,PSB,CE,Nordeste,NAO
PL 1876/1999,2288,5057,Manoel Salviano,PSDB,CE,Nordeste,SIM
PL 1876/1999,2288,3676,Arnon Bezerra,PTB,CE,Nordeste,NAO
PL 1876/1999,2288,3587,Raimundo Gomes de Matos,PSDB,CE,Nordeste,SIM
PL 1876/1999,2288,3533,Gorete Pereira,PR,CE,Nordeste,NAO
PL 1876/1999,2288,4132,Mauro Benevides,PMDB,CE,Nordeste,SIM
PL 1876/1999,2288,3959,Aníbal Gomes,PMDB,CE,Nordeste,SIM
PL 1876/1999,2288,3760,Alice Portugal,PCdoB,BA,Nordeste,SIM
PL 1876/1999,2288,3724,Jutahy Junior,PSDB,BA,Nordeste,SIM
PL 1876/1999,2288,4190,Fábio Souto,DEM,BA,Nordeste,SIM
PL 1876/1999,2288,5232,Paulo Magalhães,DEM,BA,Nordeste,SIM
PL 1876/1999,2288,4189,Antonio Carlos Magalhães Neto,DEM,BA,Nordeste,SIM
PL 1876/1999,2288,3687,Claudio Cajado,DEM,BA,Nordeste,SIM
PL 1876/1999,2288,5134,José Carlos Araújo,PDT,BA,Nordeste,SIM
PL 1876/1999,2288,4188,Nelson Pellegrino,PT,BA,Nordeste,NAO
PL 1876/1999,2288,4187,Luiz Alberto,PT,BA,Nordeste,NAO
PL 1876/1999,2288,4184,Evandro Milhomen,PCdoB,AP,Norte,SIM
PL 1876/1999,2288,4183,Davi Alcolumbre,DEM,AP,Norte,SIM
PL 1876/1999,2288,5264,Átila Lins,PMDB,AM,Norte,SIM
PL 1876/1999,2288,5263,Carlos Souza,PP,AM,Norte,SIM
PL 1876/1999,2288,5132,Silas Câmara,PSC,AM,Norte,SIM
PL 1876/1999,2288,3874,Maurício Quintella Lessa,PR,AL,Nordeste,NAO
PL 1876/1999,2288,4181,Givaldo Carimbão,PSB,AL,Nordeste,NAO
PL 1876/1999,2288,4180,Perpétua Almeida,PCdoB,AC,Norte,SIM
PL 1876/1999,2287,4406,Dr. Ubiali,PSB,SP,Sudeste,SIM
PL 1876/1999,2287,4752,Carlos Roberto,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,5220,Walter Ihoshi,DEM,SP,Sudeste,SIM
PL 1876/1999,2287,5262,Eleuses Paiva,DEM,SP,Sudeste,SIM
PL 1876/1999,2287,3841,Vanderlei Macris,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,5261,Gean Loureiro,PMDB,SC,Norte,SIM
PL 1876/1999,2287,3654,Carmen Zanotto,PPS,SC,Norte,SIM
PL 1876/1999,2287,3716,Valdir Colatto,PMDB,SC,Norte,SIM
PL 1876/1999,2287,3802,Ronaldo Nogueira,PTB,RS,Sul,SIM
PL 1876/1999,2287,4400,Luiz Noé,PSB,RS,Sul,SIM
PL 1876/1999,2287,4161,Fernando Marroni,PT,RS,Sul,NAO
PL 1876/1999,2287,5275,Dr. Francisco Araújo,PSL,RR,Norte,SIM
PL 1876/1999,2287,3754,Rogério Marinho,PSDB,RN,Norte,SIM
PL 1876/1999,2287,5190,Brizola Neto,PDT,RJ,Sudeste,NAO
PL 1876/1999,2287,4453,Dr. Carlos Alberto,PMN,RJ,Sudeste,SIM
PL 1876/1999,2287,5274,Eliane Rolim,PT,RJ,Sudeste,SIM
PL 1876/1999,2287,4398,Chico D`Angelo,PT,RJ,Sudeste,NAO
PL 1876/1999,2287,5195,Solange Almeida,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2287,4397,Deley,PSC,RJ,Sudeste,NAO
PL 1876/1999,2287,3876,Fernando Jordão,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2287,4396,Nelson Bornier,PMDB,RJ,Sudeste,SIM
PL 1876/1999,2287,4395,Luiz Nishimori,PSDB,PR,Sul,SIM
PL 1876/1999,2287,4394,Luiz Carlos Setim,DEM,PR,Sul,SIM
PL 1876/1999,2287,4392,Nazareno Fonteles,PT,PI,Nordeste,NAO
PL 1876/1999,2287,4391,Vilalba,PRB,PE,Nordeste,SIM
PL 1876/1999,2287,4390,Paulo Rubem Santiago,PDT,PE,Nordeste,NAO
PL 1876/1999,2287,5273,Luiz Otávio,PMDB,PA,Norte,SIM
PL 1876/1999,2287,4388,Dudimar Paxiúba,PSDB,PA,Norte,SIM
PL 1876/1999,2287,5272,André Dias,PSDB,PA,Norte,SIM
PL 1876/1999,2287,5260,Neri Geller,PP,MT,CentroOeste,SIM
PL 1876/1999,2287,5259,Roberto Dorner,PP,MT,CentroOeste,SIM
PL 1876/1999,2287,4387,Stefano Aguiar,PSC,MG,Sudeste,SIM
PL 1876/1999,2287,4386,Jairo Ataide,DEM,MG,Sudeste,SIM
PL 1876/1999,2287,3820,Bonifácio de Andrada,PSDB,MG,Sudeste,SIM
PL 1876/1999,2287,4384,Vitor Penido,DEM,MG,Sudeste,SIM
PL 1876/1999,2287,4382,Francisco Escórcio,PMDB,MA,Norte,SIM
PL 1876/1999,2287,4751,Marina Santanna,PT,GO,CentroOeste,NAO
PL 1876/1999,2287,3950,Delegado Waldir,PSDB,GO,CentroOeste,SIM
PL 1876/1999,2287,5271,Jorge Pinheiro,PRB,GO,CentroOeste,SIM
PL 1876/1999,2287,4448,Valdivino de Oliveira,PSDB,GO,CentroOeste,SIM
PL 1876/1999,2287,4447,Camilo Cola,PMDB,ES,Sudeste,SIM
PL 1876/1999,2287,5258,Ricardo Quirino,PRB,DF,CentroOeste,SIM
PL 1876/1999,2287,4381,Augusto Carvalho,PPS,DF,CentroOeste,SIM
PL 1876/1999,2287,4380,Policarpo,PT,DF,CentroOeste,SIM
PL 1876/1999,2287,5257,Joseph Bandeira,PT,BA,Nordeste,SIM
PL 1876/1999,2287,5157,Sérgio Barradas Carneiro,PT,BA,Nordeste,SIM
PL 1876/1999,2287,4487,Emiliano José,PT,BA,Nordeste,SIM
PL 1876/1999,2287,4506,Acelino Popó,PRB,BA,Nordeste,SIM
PL 1876/1999,2287,3777,Professora Dorinha Seabra Rezende,DEM,TO,Norte,SIM
PL 1876/1999,2287,5256,Irajá Abreu,DEM,TO,Norte,SIM
PL 1876/1999,2287,5255,César Halum,PPS,TO,Norte,SIM
PL 1876/1999,2287,4377,Júnior Coimbra,PMDB,TO,Norte,SIM
PL 1876/1999,2287,4376,Ângelo Agnolin,PDT,TO,Norte,SIM
PL 1876/1999,2287,4375,Delegado Protógenes,PCdoB,SP,Sudeste,SIM
PL 1876/1999,2287,3677,Bruna Furlan,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,4374,Vaz de Lima,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,4535,Luiz Fernando Machado,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,4373,William Dib,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,3711,Mara Gabrilli,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,5270,Ricardo Izar,PV,SP,Sudeste,NAO
PL 1876/1999,2287,3888,Roberto de Lucena,PV,SP,Sudeste,NAO
PL 1876/1999,2287,5254,Guilherme Mussi,PV,SP,Sudeste,NAO
PL 1876/1999,2287,3915,Keiko Ota,PSB,SP,Sudeste,SIM
PL 1876/1999,2287,5253,Gabriel Chalita,PSB,SP,Sudeste,SIM
PL 1876/1999,2287,4372,Jonas Donizette,PSB,SP,Sudeste,SIM
PL 1876/1999,2287,4178,Eli Correa Filho,DEM,SP,Sudeste,SIM
PL 1876/1999,2287,5252,Junji Abe,DEM,SP,Sudeste,SIM
PL 1876/1999,2287,3544,Alexandre Leite,DEM,SP,Sudeste,SIM
PL 1876/1999,2287,4066,Roberto Freire,PPS,SP,Sudeste,NAO
PL 1876/1999,2287,3790,Paulo Freire,PR,SP,Sudeste,SIM
PL 1876/1999,2287,3541,Tiririca,PR,SP,Sudeste,SIM
PL 1876/1999,2287,5251,Marcelo Aguiar,PSC,SP,Sudeste,SIM
PL 1876/1999,2287,4369,Pastor Marco Feliciano,PSC,SP,Sudeste,SIM
PL 1876/1999,2287,3560,Edinho Araújo,PMDB,SP,Sudeste,SIM
PL 1876/1999,2287,4368,José De Filippi,PT,SP,Sudeste,SIM
PL 1876/1999,2287,4367,Newton Lima,PT,SP,Sudeste,NAO
PL 1876/1999,2287,4366,Carlinhos Almeida,PT,SP,Sudeste,SIM
PL 1876/1999,2287,3843,Vicente Candido,PT,SP,Sudeste,SIM
PL 1876/1999,2287,4365,Salvador Zimbaldi,PDT,SP,Sudeste,SIM
PL 1876/1999,2287,4008,Missionário José Olimpio,PP,SP,Sudeste,SIM
PL 1876/1999,2287,4364,Otoniel Lima,PRB,SP,Sudeste,SIM
PL 1876/1999,2287,3891,Andre Moura,PSC,SE,Nordeste,SIM
